WKU,Title,App_Date,Issue_Date,Inventor,Assignee,ICL_Class,References,Claims
D02463865,"Concrete block",1975-11-17,1977-11-15,"Edward L. Hardin","",D2501,D2826393,"The ornamental design for a concrete block, as shown and described."
D02463873,"Ceiling tile",1975-10-01,1977-11-15,"Phillip Schuss","",D2501,D206119;D229676,"The ornamental design for a ceiling tile, as shown."
D02463881,"Perforated plank for the floor of a material drying bin",1976-08-12,1977-11-15,"Charles C. Shivvers","",D2501,D208532;965366;1193857;2281822;2336713,"The ornamental design for a perforated plank for the floor of a materialdrying bin, substantially as shown."
D02463890,"Smoking device",1976-01-16,1977-11-15,"Roger Graham","",D2702,D124017;D231640;D233766;D240938;3882875,"The ornamental design for a smoking device, as shown."
D02463903,"Combined pipe tamper and scraper",1976-07-12,1977-11-15,"Michael H. Endres","",D2799,D125131;D229983;3283764,"The ornamental design for a combined pipe tamper and scraper, as shown."
D02463911,"Water cooled smoking device",1976-07-09,1977-11-15,"Robert A. Lefkow;Alan E. Gross","",D2702,D230775;3863646,"The ornamental design for a water cooled smoking device, substantially asshown."
D02463920,"Cat litter box",1975-07-21,1977-11-15,"Duaine E. Smith","",D3099,D172866;1037093;3771493,"The ornamental design for a cat litter box, as shown and described."
D02463938,"Toy house",1976-01-29,1977-11-15,"Michael I. Satten","",D2101,D156001;D167745;D181613;1130818,"The ornamental design or a toy house, as shown."
D02463946,"Figure toy",1976-05-12,1977-11-15,"Shigeru Saito","",D2101,1199183;1209535,"The ornamental design for a figure toy, substantially as shown anddescribed."
D02463954,"Figure toy",1976-04-20,1977-11-15,"Shigeru Saito","",D2101,1199183;1209535,"The ornamental design for a figure toy, substantially as shown."
D02463962,"Figure toy",1976-04-20,1977-11-15,"Shigeru Saito","",D2101,D160217,"The ornamental design for a figure toy, substantially as shown anddescribed."
D02463970,"Collapsible lamp shade",1976-11-01,1977-11-15,"Donald J. Booty","Keystone Lamp Mfg. Corporation",D2605,D219678;D226287;1516393,"The ornamental design for a collapsible lamp shade, substantially as shownand described."
D02463989,"Support for hanukkah lights",1976-02-11,1977-11-15,"Michael Jay Raulson","",D2605,D165127,"The ornamental design for a support for hanukkah lights, as shown."
D02463997,"Lighting panel",1976-04-26,1977-11-15,"Edward H. Harris","",D2605,705429;2453176;3163949,"The ornamental design for a lighting panel, as shown and described."
D02464004,"Combined clock and sign",1976-04-07,1977-11-15,"Donald H. Niehaus;Nick J. Schwab;Patrick J. Seggerson","American Sign and Advertising Services, Inc.",D2003;D1001,D104942;D156595;D205493;D209977;1809382;2847781;3745678,"The ornamental design for a combined clock and sign, as shown anddescribed."
PP0041483,"Pear tree",1976-05-10,1977-11-15,"Clifford B. Cordy","Naumes of Oregon, Inc.",A01H  503,,"What is claimed is:1. A new and distinct variety of pear tree, substantially as shown anddescribed herein, distinguished by the physical characteristics of thefruit including its shape and overall dark red coloration of the fruitskin."
PP0041491,"Oak tree",1976-11-04,1977-11-15,"J. Frank Schmidt, III","",A01H  512,,"I claim:1. A new and distinct variety of oak tree substantially as herein shown anddescribed, characterized particularly as to novelty by the marooncoloration of its newly formed leaves which coloration is long-lasting togive the entire tree a distinct maroon appearance until late spring orearly summer."
PP0041505,"Cherry tree",1977-01-27,1977-11-15,"Ralph S. Moore","L. E. Cooke Co.",A01H  503,,"The following is claimed:1. A new and distinct variety of fruiting cherry tree of the Bing type,essentially as described and illustrated, of vigorous, upright growthhabit with large dark red fruit similar to the Black Tartarian variety butlarger and generally having a sweeter more pleasing flavor; a tree whichgrows and fruits well in warm dry areas such as the south San JoaquinValley in California and which bears abundant annual crops; the variety isfurther characterized by the keeping quality of its fruit, by abundantmedium green foliage and ease of propagation by regular nursery methods."
PP0041513,"Rose plant seedling",1977-02-03,1977-11-15,"Robert G. Jelly","E. G. Hill Co., Inc.",A01H  500,,"I claim:1. A new and distinct red rose cultivar substantially as herein shown anddescribed, characterized by the brilliant red color of its very largeblossoms, its vigorous habit of growth, its retention of the good croppingcharacteristics of its pollen parent, and its improved flower form overthat of its seed parent."
PP0041521,"White rose plant seedling",1977-02-03,1977-11-15,"Robert G. Jelly","E. G. Hill Co., Inc.",A01H  500,,"I claim:1. A new and distinct variety of rose plant substantially as herein shownand described, characterized by its abundant and continuous production ofwhite blossoms of relative small size but excellent form, borne on long,moderately strong stems, and by its extraordinary vigor for a greenhouserose."
RE0294713,"Oil well testing apparatus",1976-06-01,1977-11-15,"Richard L. Giroux","Halliburton Company",E21B 4100,3283835;3332495;3351133;3405764;3435897;3442328;3446280;3494421;3499487;3703104;3703193;3837403;3850242,"What is claimed is: .[.1. Apparatus for testing the productivity of oilbearing formations penetrated by a borehole, said apparatus comprising:housing means arranged to be inserted into a string of testing tools anddrill tubing; said housing means having a substantially open boretherethrough;mandrel means slidably received in and attached to said housing means andadapted to telescope selectively with respect ot said housing means andcoaxially aligned therewith; said mandrel means having a substantiallyopen bore therethrough;valve means in said housing means arranged to be activated by slidingmovement of said mandrel means relative to said housing means at apreselected moment; said valve means arranged to open and close said openbore through said housing means in response to the upward and downwardsliding movement of said mandrel means relative to said housing means,respectively;means interconnecting said mandrel means and said valve means foractivating said valve means in response to reciprocation of said string oftesting tools in said borehole..]. 2. The apparatus of claim .[.1.]..Iadd.24 .Iaddend.further comprising pressure balancing means within saidapparatus communicating from the area exterior to said apparatus todifferential pressure means within said apparatus, said pressure balancingmeans arranged to offset the buoyancy of said string of testing tools whengoing into a borehole containing liquid. 3. The apparatus of claim .[.1.]..Iadd.24 .Iaddend.further comprising impedance means between said housingmeans and said mandrel means arranged to impede .[.upward.]. movement ofsaid mandrel means with respect to said housing means .Iadd.toward thecontracted position .Iaddend.and, alternately, to provide substantially noimpedance to .[.downward.]. movement of said mandrel means with respect tosaid housing means .Iadd.toward the expanded position.Iaddend.. 4. Theapparatus of claim .[.1.]. .Iadd.24 .Iaddend.further comprising:spring biasing means acting between said mandrel means and said housingmeans and arranged to maintain said mandrel means .[.telescoped.]..Iadd.in the expanded position .Iaddend.with respect to said housing meansin such a manner as to maintain said valve means closed; anda pressure bypass system in said mandrel means adapted to be activated at apreselected time to relieve hydrostatic pressure entrapped below saidvalve means; said bypass system, when activated, communicating.Iadd.through ports adjacent the connected end and in the wall of saidflow tube for communicating .Iaddend.said .Iadd.housing means.Iaddend.bore .[.area above.]. .Iadd.on one side of .Iaddend.said valvemeans to said mandrel means bore .[.area below.]. .Iadd.on the other sideof .Iaddend.said valve means. 5. The apparatus of claim .[.1.]. .Iadd.24.Iaddend.wherein said valve means further comprises a rotatable ball valvesealingly and rotatably located within said testing apparatus, said ballvalve comprising a generally spherical member having a relatively large,open, cylindrical bore passing axially therethrough, arranged in oneposition to be aligned with and to communicate with the bore of saidhousing means and the bore of said mandrel means, and further arranged ina second position to be sealingly isolated from said housing means boreand said mandrel means bore. 6. The apparatus of claim .[.1.]. .Iadd.24.Iaddend.wherein said means for activating said valve means ischaracterized further to include shock absorbing means within said testingapparatus and arranged between said valve means and said mandrel means todampen sudden movements of said mandrel means with respect to said valvemeans and to transmit said dampened movements to said valve means. 7. Theapparatus of claim 3 wherein said impedance means further compriseshydraulic impedance means, said hydraulic impedance means includingdistensible sleeve means slidably located in said testing apparatushousing means and arranged to coact with said mandrel means to provide apreselectively adjustable metering orifice therebetween;  hydraulicchamber means in said testing apparatus located adjacent said sleeve meansin said testing apparatus located adjacent said sleeve means and arrangedto receive hydraulic impedance fluid and further arranged to slidablyreceive said sleeve means in distended sealing relation during.[.upward.]. movement of said mandrel means with respect to said housingmeans .Iadd.toward the contracted position .Iaddend.and, alternately, innon-sealing relation during .[.downward.]. movement of said mandrel meanswith respect to said housing means .Iadd.toward the expandedposition.Iaddend.; and bypass means in said chamber means arranged toprovide hydraulic fluid bypass means around said metering orifice upon apredetermined amount of slidable movement of said sleeve means in saidchamber means. 8. Apparatus for testing the productivity of oil bearingformations penetrated by a borehole, said apparatus comprising:housing means arranged to be inserted into a string of testing tools anddrill tubing; said housing means having a substantially open boretherethrough;mandrel means slidably attached to said housing means and adapted totelescope selectively with respect to said housing means and coaxiallyaligned therewith; said mandrel means having a substantially open boretherethrough; said mandrel means further comprising an elongated bore,generally cylindrical, tubular mandrel assembly slidably andconcentrically located within said housing means; and an upper, generallycylindrical, tubular mandrel assembly slidably and concentrically locatedwithin said housing means and adapted to receive said lower mandrelassembly in selectively disconnectable, telescopic relationship therewith;said upper mandrel assembly arranged to move upward in response to upwardmovement of said lower mandrel means after a certain predetermined amountof upward telescopic movement of said lower mandrel assembly into saidupper mandrel assembly;valve means in said housing means arranged to be activated by said mandrelmeans at a preselected moment; said valve means arranged to open and closesaid open bore through said housing means; andmeans for activating said valve means in response to reciprocation of saidstring of testing tools in said borehole. 9. Apparatus for testing theproductivity of oil bearing formations penetrated by a borehole, saidapparatus comprising:housing means arranged to be inserted into a string of testing tools anddrill tubing; said housing means having a substantially open boretherethrough;mandrel means slidably attached to said housing means and adapted totelescope selectively with respect to said housing means and coaxiallyaligned therewith; said mandrel means having a substantially open boretherethrough;valve means in said housing means arranged to be activated by said mandrelmeans at a preselected moment; said valve means arranged to open and closesaid open bore through said housing means; andmeans for activating said valve means in response to reciprocation of saidstring of testing tools in said borehole said activating means comprisingpin sleeve means located slidably within said housing means, said pinsleeve means having a plurality of pins thereon adapted to engage saidvalve means; drive sleeve means attached to said pin sleeve means andadapted to telescope with respect to said mandrel means; and linkage meansbetween said drive sleeve means and said mandrel means and arranged toabut loosely said mandrel means and said drive sleeve means. 10. Theapparatus of claim 8 further comprising J-slot means in said housingmeans, and lug means on said lower mandrel assembly, said lug meansarranged to engage said J-slot means in said housing means and travelwithin said J-slot means in response to relative movement of said housingmeans with respect to said lower mandrel assembly; said J-slot meansadapted to provide upper and lower travel limit stops in said housingmeans for limiting vertical movements of said housing means with respectto said lower mandrel assembly. 11. An oil well testing tool having afully opening axial bore, said testing tool being capable of opening andclosing an indefinite number of times, comprising:a cylindrical tubular external housing assembly adapted at its upper end tobe interconnected in a tubing string or string of testing tools; saidassembly having a plurality of ports through the wall thereof, and aplurality of inner annular recesses therein;an upper inner mandrel assembly slidably and concentrically located withinsaid housing assembly; said mandrel assembly being generally cylindricaland tubular and having a plurality of ports through the wall thereof; saidmandrel assembly further arranged with respect to said housing assembly toform annular chambers therebetween, and said mandral assembly having aplurality of differential pressure areas thereon;a tubular, generally cylindrical, lower mandrel assembly slidably andconcentrically located within said housing assembly below said uppermandrel assembly and adapted to coact with said upper mandrel assemblyupon axial movement of said lower mandrel assembly within said housingassembly; said lower mandrel assembly being adapted at its lower end tointerconnect into a string of test tools or tubing string;a valve member having a substantially large axial bore therethrough, saidmember arranged within said housing assembly and adapted in one positionof said member to communicate said axial bore coaxially with the bore ofsaid tubular housing assembly and the bores of said tubular mandrelassemblies, said valve member further adapted to be actuated by verticalmovement of said mandrel assemblies with respect to said valve member; andactivating means within said testing tool arranged to coact with said valvemember and said upper mandrel assembly by receiving verticalreciprocations of said upper mandrel assembly and transmitting saidreciprocations to said valve member in order to open and close said valvemember bore to said bore passages in said housing and mandrel assemblies.2. The testing tool of claim 11 further comprising:impedance means between said housing assembly and said lower mandrelassembly, said impedance means arranged to impede but not prevent movementof said lower mandrel assembly upward in said housing assembly;hydrostatic pressure balancing means within said testing tool and arrangedto prevent premature telescoping of said upper and lower mandrelassemblies into said housing assembly; and,spring dampening means on said activating means arranged to dampen upwardmovements of said upper mandrel assembly and transmit said dampenedmovements to said valve member. 13. The apparatus of claim 11 furthercomprising:spring biasing means between said lower mandrel assembly and said housingassembly and arranged to provide a biasing force tending to maintain saidlower mandrel assembly extended out of said housing assembly a maximumpredetermined distance; andJ-slot limit stop means in said testing tool, said J-slot means furthercomprising a J-slot groove in said housing assembly; and, located on saidlower mandrel assembly, a rotatable lug ring having lug projection meansthereon for engaging in said J-slot groove. .Iadd. 14. The apparatus ofclaim 5 wherein said flow tube and said valve means further comprises:a first tubular sleeve in the open bore of said housing means and having anopen bore therethrough axially aligned and communicating with the openbore of said housing means, said first sleeve being secured at one end tosaid housing means to prevent axial and rotatable movement of said firstsleeve with respect to said housing means;said rotatable ball valve at the second end of said first tubular sleevearranged such that when in said one position its cylindrical bore isaligned and communicates with the open bore through said first sleeve,thereby communicating with said axially aligned open bore through saidhousing means;a second tubular sleeve in the open bore of said housing means andpositioned such that said rotatable ball valve is axially aligned with andbetween said first tubular sleeve and said second tubular sleeve; saidsecond tubular sleeve having an open bore therethrough axially aligned andcommunicating with the open bore through said housing means and thecylindrical bore through said rotatable ball valve when said ball valve isin said one position, said second tubular sleeve further having an annularrecess in the end adjacent said rotatable ball valve;valve seating means within said annular recess for forming a fluid tightseal between said rotatable ball valve and said second tubular sleeve whensaid rotatable ball valve is in said second position; andconnecting means connecting said first tubular sleeve to said secondtubular sleeve, passing around said rotatable ball valve and arranged toallow said activating means to move said rotatable ball valve between saidone position and said second position. .Iaddend. .Iadd. 15. The apparatusof claim 14 further comprising spring biasing means within said secondtubular sleeve for biasing said valve seating means into said rotatableball valve. .Iaddend..Iadd. 16. The apparatus of claim 14 wherein saidactivating means includes activating sleeve means connected to saidrotatable ball valve, and located between said housing means and saidsecond tubular sleeve, and extending from adjacent said rotatable ballvalve beyond said second tubular sleeve in the axial direction, for movingsaid rotatable ball valve between said one position and said secondposition. .Iaddend..Iadd. 17. The apparatus of claim 16 wherein said firsttubular sleeve has lateral ports through the wall thereof for providingfluid communcation between the open bore through said first tubular sleeveand an annular space between said first tubular sleeve and said housingmeans, and wherein an annular space is provided between said secondtubular sleeve and said housing means in fluid communication with saidannular space between said first tubular sleeve and said housing meansforming a bypass channel around said rotatable ball valve; andbypass valve means in said activating sleeve means operably by slidingmovement of said mandrel means for controlling fluid communication betweensaid bypass channel and the open bore through said mandrel means at apreselected time. .Iaddend. .Iadd. 18. An apparatus for use with a stringof testing tools and drill tubing which extends within a borehole from thesurface of the earth to an oil bearing formation for testing theproductivity of the oil bearing formation, said apparatus comprising:housing means having a substantially open bore therethrough;mandrel means having an open bore therethrough and slidably received in aportion of the open bore of said housing means and coaxially alignedtherewith; said mandrel means operable from the surface of the earth forsliding movement within said housing means;a first tubular sleeve in a first portion of the open bore of said housingmeans, having an open bore therethrough axially aligned and communicatingwith the open bore of said housing means, said first sleeve being securedat one end to said housing means to prevent axial movement of said firstsleeve with respect to said housing means;a second tubular sleeve in a second portion of the open bore of saidhousing means, having an open bore therethrough, and spaced in the axialdirection from and axially aligned with the second end of said firsttubular sleeve to form a fluid flow passage which includes the open boreof said housing means, the open bores of said first and second sleeves,and the open bore of said mandrel means;a rotatable ball valve in the space between said first tubular sleeve andsaid second tubular sleeve, having a relatively large, open, cylindricalbore passing therethrough; said rotatable ball valve arranged in oneposition to align said cylindrical bore with said flow passage for openingsaid flow passage, and arranged in a second position to isolate saidcylindrical bore from said flow passage for closing said flow passage;valve seating means between one of said tubular sleeves and said rotatableball valve for forming a fluid tight seal between said rotatable ballvalve and said one tubular sleeve when said rotatable ball valve is insaid second position;activating means interconnecting said mandrel means and said rotatable ballvalve for moving said rotatable ball valve between said one position andsaid second position responsive to sliding movement of said mandrel means;connecting means connecting said first tubular sleeve to said secondtubular sleeve, passing around said rotatable ball valve and arranged toallow said activating means to move said rotatable ball valve between saidone position and said second position and further arranged to allowlimited movement of said second tubular sleeve with respect to saidrotatable ball valve; andsealing means between said second tubular sleeve and said housing means forproviding a fluid tight seal therebetween, and operable to provide apressure responsive area on said second tubular sleeve for providing aforce on said second tubular sleeve for moving said second tubular sleeveinto tight engagement with said rotatable ball valve when a pressure insaid second portion of said housing open bore is higher than the pressurein said first portion of said housing open bore. .Iaddend. .Iadd. 19.  Theapparatus of claim 18 further comprising spring biasing means within saidsecond tubular sleeve for biasing said valve seating means and saidrotatable ball valve into pressure sealing engagement. .Iaddend..Iadd. 20.The apparatus of claim 18 wherein said activating means includesactivating sleeve means connected to said rotatable ball valve, andlocated between said housing means and said second tubular sleeve, andextending from adjacent said rotatable ball valve beyond said secondtubular sleeve in the axial direction, for moving said rotatable ballvalve between said one position and said second position. .Iaddend. .Iadd.21. The apparatus of claim 20 wherein said valve seating means is betweensaid second tubular sleeve and said rotatable ball, wherein said firsttubular sleeve has lateral ports through the wall thereof for providingfluid communication between the open bore through said first tubularsleeve and an annular space between said first tubular sleeve and saidhousing means, and wherein an annular space is provided between saidsecond tubular sleeve and said housing means in fluid communication withsaid annular space between said first tubular sleeve and said housingmeans forming a bypass channel around said rotatable ball valve; andbypass valve means in said activating sleeve means operable by slidingmovement of said mandrel means for controlling fluid communication betweensaid bypass channel and the open bore through said mandrel means at apreselected time. .Iaddend..Iadd. 22. The apparatus of claim 21 furthercomprising impedance means between said housing means and said mandrelmeans for impeding movement of said mandrel means in the opening directionwhich causes said rotatable ball valve to move to said one position, andfor providing substantially no impedance to movement of said mandrel meansin the closing direction which causes said rotatable ball valve to move tosaid second position. .Iaddend..Iadd. 23. The apparatus of claim 22further comprising J-slot and coengaging means between said mandrel meansand said housing means for alternately limiting and allowing movement ofsaid mandrel means in the opening direction such that said rotatable ballvalve is moved to said one position only on every other movement of saidmandrel means in the opening direction. .Iaddend. .Iadd. 24. Apparatus fortesting the productivity of an oil bearing formation penetrated by aborehole having a testing string therein extending from the surface of theearth to a packer isolating said formation, said apparatus comprising:housing means having an open bore therethrough;mandrel means having an open bore therethrough coaxially aligned with andslidably received in the open bore of said housing means, with one of saidhousing means and said mandrel means being arranged to be connected tothat portion of the testing string extending to the surface and the otherof said housing means and said mandrel means being arranged to beconnected to that portion of the testing string extending to the packerfor providing slidable movement of said mandrel means with respect to saidhousing means between a contracted position and an expanded positionduring vertical reciprocal movement of said testing string;a flow tube in the open bore of said housing means having a single endconnected to the interior wall of said housing means for providing an openflow path through the open bore of said housing means, said flow pathcommunicating with the open bore of said mandrel means;valve means in said flow tube movable between an open condition and aclosed condition for opening and closing the flow path through said flowtube; andvalve activating means having a portion extending between the interior wallof said housing means and the periphery of the unconnected end of saidflow tube, and connecting said mandrel means and said valve means formoving said valve means to the closed condition when said mandrel meansand said housing means are in the expanded position and for moving saidvalve means to the open condition when said mandrel means and said housingmeans are in the contracted position. .Iaddend."
