WKU,Title,App_Date,Issue_Date,Inventor,Assignee,ICL_Class,References,Claims
D02434504,"Aerodynamic drag reduction device for vehicles",1975-07-17,1977-02-22,"Paul B. MacCready, Jr.;Peter B. S. Lissaman","Aerovironment Inc.",D1216,2514695;2863695;3348873;3415566;3934922,"The ornamental design for an aerodynamic drag reduction device forvehicles, substantially as shown and described."
D02434512,"Movie camera",1975-12-17,1977-02-22,"Shigeo Mizukawa","Fuji Photo Film Co., Ltd.",D1601,D161940;D183929,"The ornamental design for a movie camera, as shown."
D02434520,"Color mixing head for a photographic enlarging apparatus",1975-10-08,1977-02-22,"Mario Gandini","Durst AG Fabrik Fototechnischer Apparate",D1604,3818216,"The ornamental design for a color mixing head for a photographic enlargingapparatus, as shown and described."
D02434539,"Illuminable calendar holder or similar article",1975-06-09,1977-02-22,"Samuel J. Friedland","Collection Corporation",D1902,D112575;D117336;D234824,"The ornamental design for an illuminable calendar holder or similararticle, substantially as shown and described."
D02434547,"Storage tank",1975-11-10,1977-02-22,"Marvin D. Kerr;Donald R. Kerr","",D2301,2143248;2671573;2792125;D234461,"The ornamental design for a storage tank, as shown and described."
D02434555,"Cryogenic liquid storage vessel",1975-11-17,1977-02-22,"Nicholas A. Verini","Airco, Inc.",D2301,D141914;D162118;D166584;D188371;D228904,"The new and ornamental design for a cryogenic liquid storage vessel,substantially as shown."
D02434563,"Welding outlet",1976-02-20,1977-02-22,"Bobby W. Ryan","WFI International, Inc.",D2301,2015246;2495615;2981556;3026130;3183023;3254909;3516692;3594025;3894757;D187176;D238876,"The ornamental design for a welding outlet, substantially as shown."
D02434571,"Welding outlet",1976-02-20,1977-02-22,"Bobby W. Ryan","WFI International, Inc.",D2301,2015246;2495615;2981556;3026130;3183023;3254909;3516692;3594025;3894757;D187176;D238876,"The ornamental design for a welding outlet, substantially as shown."
D02434580,"Filter",1976-03-18,1977-02-22,"David B. Pall","Pall Corporation",D2301,3002870;3370711;3696932;3701433;3896733;D232551;D234721;D235035,"The ornamental design for a filter, substantially as shown."
D02434598,"Welding machine",1975-04-10,1977-02-22,"Theodore J. Bliss","Saban Electric Corporation",D1509,D210208;D214564,"The ornamental design for a welding machine, substantially as shown anddescribed."
D02434601,"Portable personal computer",1975-08-07,1977-02-22,"John Greenfield;Collan B. Kneale;Frank Wilkey, Jr.","International Business Machines Corporation",D1402,D212885;D219116;D224415;D232945,"The ornamental design for a portable personal computer, as shown."
D02434610,"Desk top accounting machine",1975-09-24,1977-02-22,"Mario Bellini","Ing. C. Olivetti & C., S.p.A.",D1801,D223300;D226003;D237799;D238204,"The ornamental design for a desk top accounting machine, as shown anddescribed."
D02434628,"String fish sculpture",1975-06-09,1977-02-22,"Margaret D. Sud","",D1102,D137768,"The ornamental design for a string fish sculpture, as shown."
D02434636,"Vase or similar article",1974-07-11,1977-02-22,"Frank J. Benes;James Lloyd Thrush","Anchor Hocking Corporation",D1102,D75836;D196120;D214171;D237031,"The ornamental design for a vase or similar article, substantially as shownand described."
D02434644,"Bird house",1975-07-09,1977-02-22,"Michael L. Greene","",D3002,2195575;3643631,"The ornamental design for a bird house, substantially as shown anddescribed."
D02434652,"Bird feeder",1975-07-09,1977-02-22,"Michael L. Greene","",D3003,2195575;3643631,"The ornamental design for a bird feeder, substantially as shown anddescribed."
D02434660,"Cemetery memorial monument",1975-06-25,1977-02-22,"Christos J. Bentas","",D3100,979764;1585411;1843602;D34051;D179854,"The ornamental design for a cemetery memorial monument, as shown anddescribed."
D02434679,"Tennis racquet frame",1975-05-19,1977-02-22,"George Kouvelas","",D2102,1539019,"The ornamental design for a tennis racquet frame, substantially as shown."
D02434687,"Game board",1975-07-16,1977-02-22,"Irving N. Levey","",D2101,1336954;3458216;D166790,"The ornamental design for a game board, substantially as shown."
D02434695,"Rocking toy",1976-03-15,1977-02-22,"William U. Nipper, Jr.","Randolph C. Karrh",D2103,1401906;D189670,"The ornamental design for rocking toy, as shown."
D02434709,"Pendant",1975-06-16,1977-02-22,"Carl J. Kleiner","",D1101,368984;1486178;2451913;D174102,"The ornamental design for a pendant, as shown and described."
D02434717,"Curtain material",1975-08-25,1977-02-22,"Peter E. Schroeder","",D0505,D218135,"The ornamental design for curtain material, as shown and described."
D02434725,"Lamp shade",1975-09-18,1977-02-22,"Jhi Hung Leung","Star Industrial Co., Ltd.",D2605,D238295,"The ornamental design for a lamp shade, as shown and described."
D02434733,"Fluorescent table lamp",1976-02-18,1977-02-22,"Delores S. Freeman","",D2605,1556492;D42054;D56280;D171637,"The ornamental design for a fluorescent table lamp, as shown."
D02434741,"Portable fluorescent lantern",1975-07-08,1977-02-22,"Chung Sum Leung","Foster Industries Co., Ltd.",D2602,2435164;3435206;D234264,"The ornamental design for a portable fluorescent lantern, as shown anddescribed."
D02434750,"Physiological sensor for placement on the skin of humans or animals to",1974-11-20,1977-02-22,"Lawrence M. Frazier","",D2499,3052233;3701346;3943918,"The ornamental design for a physiological sensor for placement on the skinof humans or animals to detect electrical activity in the localized regionthereof, as shown."
D02434768,"Therapeutic electrode pad",1975-04-24,1977-02-22,"Roger E. Avery","",D2404,3187745;3528408;3792700;D231497,"The ornamental design for therapeutic electrode pad, substantially asshown."
D02434776,"Intravenous tube anchor",1976-03-24,1977-02-22,"Jeffrey F. Cutruzzula;Robert L. Schattner","Omnimed, Inc.",D2404,3046984;3368564;3826254;3834380;3918446,"The ornamental design for an intravenous tube anchor, as shown anddescribed."
D02434784,"Combined mirror and stand therefor",1975-08-25,1977-02-22,"Ralph Godfrey Jones","Preci-Spark Limited",D2803,3591792;D88344;D203306;D207288;D208746,"The ornamental design for a combined mirror and stand therefor, as shownand described."
D02434792,"Textile pile fabric",1974-08-01,1977-02-22,"Peter R. Spirer","Horizon Industries, Inc.",D0505,D119132;D130102;D130862,"The ornamental design for textile pile fabric, substantially as shown anddescribed."
D02434806,"Combined electric shaver and cover therefor",1975-02-24,1977-02-22,"Jacob A. Krapowicz","Sperry Rand Corporation",D2803,3333681;3421215;3552010;D175602,"The ornamental design for a combined electric shaver and cover therefor,substantially as shown."
PP0040177,"Rose plant-pitica variety",1975-11-20,1977-02-22,"Rene Royon","Universal Plants S. A. R. L.",A01H  500,,"I claim:1. A new and distinct variety of Grandiflora rose plant, of vegetativereproduction, characterized by the fact that:from the physical point of view, the plant, with medium green adult wood,is erect, the flower is double, pale pink, its petals are very firm andoverlapping;from the biological point of view, this rose plant is of vigorousvegetation, its re-blooming capacity is excellent, its flowers last a longtime either on the plant or when cut;substantially as shown and described."
PP0040185,"Rose plant",1976-01-15,1977-02-22,"Gijsbert de Ruiter","Jackson & Perkins Co.",A01H  500,,"I claim:1. A new and distinct cultivar of rose of the floribunda class,substantially as herein shown and described, characterized particularly asto novelty by the unique combination of its uniform shape; upright andheavily branched plant habit; large, leathery, mildew resistant foliage;abundant flowers of Blood Red (W) color."
RE0291390,"Lawn maintenance equipment",1976-02-02,1977-02-22,"Carlton E. Messner","",A01D 35262,2663984;2737003;2779146;2791080;2930068;3002331;3091073;3091906;3157015;3286376;3541771;3563014;3618157;3696595;3790094,"I claim:1. Lawn maintenance equipment comprising:a. a housing having a top wall, sidewalls, and a bottom inlet for air andvegetation;b. a power driven, generally vertically disposed shaft within said housing;c. a cutting blade rotatably mounted on said shaft to sweep a generallyhorizontal plane above said inlet;d. a chopper blade rotatably mounted on said shaft to sweep a generallyhorizontal plane above said cutting blade;e. a discharge port for comminuted vegetation; andf. means for effecting the flow of air from said inlet downstream to saidport;the improvement which comprises:"
RE0291404,"Hay roll forming machine",1976-06-07,1977-02-22,"Aquila D. Mast;Edward T. Eggers","Sperry Rand Corporation",A01D 3900,2096990;2581542;2627223;2785625;3722197,"We claim:1. A mobile hay roll forming machine comprising in combination a frame,wheels mounted upon said frame to render said frame mobile over a swath ofhay lying upon a field to form the same into a compact roll, pickup meansoperable adjacent the forward portion of said frame to pick up said swath,an endless lower flexible apron supported by a lower portion of said frameand having an upper course extending substantially horizontally thereinand positioned to receive at the forward end thereof hay picked up from afield by said pickup means, drive means supported by said frame andconnected to said lower endless flexible means to move said upper coursethereof rearwardly to support a roll of hay thereon as the same is beingformed during operation of said machine, an endless upper apron,supporting means on said frame for said upper apron arranged to positionthe lower course of said upper apron above said upper course of said lowerflexible apron and spaced therefrom to define an initial roll-formingcavity between said courses of said aprons, said supporting meansincluding guide members positioned adjacent opposite sides of said frameand engageable with opposite edges of said lower course of said upperapron to define a portion of said roll-forming cavity of a predeterminedheight substantially less than the diameter of a roll of hay of ultimatemaximum size to be formed in said machine, and said supporting means forsaid upper apron including yieldable means operable to permit said lowercourse of said upper apron to be raised from said members when thediameter of said roll increases beyond the height of said initialroll-forming cavity.2. The machine according to claim 1 in which said upper apron comprises apair of endless link-type chains defining opposite edges thereof andhaving similar elongated members extending therebetween and connectedthereto at evenly spaced locations along said chains, said guide means ofsupporting means projecting inwardly from the opposite sides of saidmachine a sufficient distance to be engaged respectively by said chains.3. The machine according to claim 2 in which said guide members havesmoothly rounded upper edges engaged slidably by said chains.4. The machine according to claim 2 further including means movablyinterconnecting said guide members of said supporting means to oppositesides of said frame of said machine to permit said members to be movableaway from said chain-supporting positions thereon to retracted positionswhen the diameter of a roll of hay is great enough to cause the ends ofsaid roll to engage said members.5. The machine according to claim 4 further including spring meansengageable with said guide members and operable normally to urge saidmembers outwardly from said sides of said frame of said machine tochain-supporting position and said spring means being yieldable to permitmovement of said members to said retracted positions.6. The machine according to claim 5 in which said machine includes sideplates carried by opposite sides of said frame and having openings thereincomplementary in size to said guide members and said guide members beingpivotally interconnected to said frame adjacent the lower edges of saidguide members for movement relative to the lower edges of said openingsand said guide members when engaged by the ends of a roll of hay beingmoved thereby into said openings to dispose said members in noninterferingposition relative to said roll while being formed within the space betweensaid side plates.7. The machine according to claim 4 in which said guide members extendupwardly and inwardly relative to the sides of said frame to providecamming surfaces engageable by upwardly moving portions of the ends of aroll of hay while being rotated and coiled within said roll-receivingcavity, thereby moving said guide members from said chain-supportingpositions thereof to said retracted positions when said ends of said rollof hay engage said members. .Iadd. 8. A mobile hay roll forming machineadapted to engage a swath or windrow of forage crop material lying upon afield and coil it into a compact roll of substantial length and diameter,said machine comrising a mobile frame, vertical side members on said framespaced transversely apart to define a roll-forming cavity therebetween, anendless flexible upper apron in the upper portion of said cavity,supporting means on said frame for said upper apron arranged and adaptedto position a portion thereof as a lower course and another portion as anupper course, said lower course of said upper apron being engageable withsaid swath or crop material as the same is coiled into a roll, and meansoperable to drive said upper apron in a manner to move said lower coursethereof in a direction to facilitate coiling of said roll, and yieldablemeans supported by said frame and engaging and supporting a portion ofsaid upper apron initially in a contracted arrangement and operable topermit said lower course of said apron to expand toward said upper coursethereof as a roll of crop material being formed within said cavityincreases in diameter; in combination with auxiliary guide means supportedupon said side members at a predetermined level above a field over whichthe machine is moving to provide a lower portion of said roll-formingcavity with a height substantially less than the diameter of a roll ofcrop material of ultimate maximum size to be formed in said machine andwithin which said formation is initiated, said auxiliary guide meanscomprising guide members having upper portions and said members beingsupported by said side members on said frame for movement of said upperportions thereof between a position in which said upper portions projectinto said cavity and respectively engage the opposite side edges of saidlower course of said upper apron for supporting the same and to define theheight of said lower portion of said cavity within which the formation ofsaid roll is initiated and a position in which said upper portions of saidguide members are retracted from said projected positions toward said sidemembers once formation of said roll has been initiated in said lowerportion of said cavity. .Iaddend. .Iadd. 9. The machine according to claim8 in which said upper portions of said guide members are retracted fromsaid projected positions toward said side members when the diameter ofsaid roll increases enough to raise said lower course of said upper apronfrom said upper portions of said guide members. .Iaddend..Iadd. 10. Themachine according to claim 7 in which the upper edges of said guidemembers are smoothly rounded for slidable engagement by the opposite sideedges of the lower course of said upper apron. .Iaddend..Iadd. 11. Themachine according to claim 8 in which said side members on said frame haveopenings complementary to the shape of said guide members and into whichsaid members can be disposed in said retracted positions thereof..Iaddend..Iadd. 12. The machine according to claim 8 in which said upperportions of said guide members are retracted from said projected positionstoward said side members when the diameter of said roll increasessufficiently enough to cause the ends of said roll to engage said upperportions of said guide members and move the same into said retractedpositions. .Iaddend..Iadd. 13. The machine according to claim 12 in whichguide members are pivotally connected at the lower edges thereof relativeto said side members on said frame, and further including spring meanssupported relative to said side members on said frame and engaging saidguide members normally to urge the same to said projected positions of theupper portions thereof. .Iaddend."
RE0291412,"Apparatus for orienting generally flat particles for sensing",1975-12-03,1977-02-22,"Walter R. Hogg","Coulter Electronics, Inc.",G01N  128,3661460;3705771;3720470,"What it is desired to be secured by Letters Patent of the United States is:1. A flow chamber for orienting sample particles suspended in a samplefluid for .[.observation by slit-scan photometry.]. .Iadd.sensing byinteraction with light .Iaddend.said flow chamber having an entrance forreceiving the sample fluid and an exit for fluid discharge, said flowchamber being configured so that the ratio of a first dimension of theflow chamber to a second dimension of the flow chamber is monotonicallyincreasing in the direction of sample fluid flow, the first dimensionbeing transverse to the second dimension, and the cross-sectional area ofsaid flow chamber generally normal to the direction of fluid flow isconfigured to decrease gradually and monotonically in the direction offluid flow such that fluid flow within said flow chamber is caused toaccelerate gradually and monotonically and .[.observation means fortransmitting a light beam through said flow chamber located.]. .Iadd.meansfor producing said light in said flow chamber .Iaddend.at a point prior tosaid exit.2. Apparatus for orienting sample particles suspended in a fluid forobservation by slit-scan photometry comprising:a flow chamber;means for introducing the fluid suspension into the axial center of saidflow chamber;means for producing a flow of sheath fluid for surrounding said samplefluid and producing a planar laminar flow;said flow chamber having walls configured in the direction of fluid flowtherethrough such that said fluid suspension is caused to accelerategradually and monotonically; said walls narrowing to form an exit for saidfluid suspension located at a point approximately in the center of thefluid flow, and observation means for transmitting a light beam throughthe flow chamber located at a point prior to said exit.3. Apparatus as claimed in claim 2 wherein said flow chamber has anentrance opposite said exit and said exit has an elongated oblongconfiguration.4. Apparatus as claimed in claim 3 wherein said flow chamber includes aslit which locates a longitudinal plane thereof which provides a lowpressure zone along said longitudinal plane.5. Apparatus as claimed in claim 4 wherein said exit comprises said slitextending in a first direction across said entrance port and perpendicularto a second direction of said entrance port.6. Apparatus as claimed in claim 2 wherein said walls taper exponentiallyin the direction of fluid suspension flow.7. Apparatus as claimed in claim 2 wherein said means for introducing saidfluid suspension includes a sample tube extending into said flow chamberalong said axial center.8. Apparatus as described in claim 7 wherein said means for producing saidsheath fluid flow includes means for producing smooth, nonturbulent flowof the sheath fluid through said flow chamber, comprising a plurality oftubes extending in the direction of fluid flow such that said sheath fluidis laminar within the entrance port of said flow chamber.9. Apparatus for orienting sample particles suspended in a sample fluid for.[.observation by slit-scan photometry.]. .Iadd.sensing by suitable lightsensing technique, .Iaddend.comprising:a. flow cell means;b. conduit means connected to the flow cell means for conducting a fluidflow in the flow cell means;c. sheath liquid flow means for producing a flow of sheath fluid throughthe conduit means and the flow means;d. sample flow means for introducing the sample fluid into the sheath fluidflow;e. said flow cell means including; a flow chamber having an entrance forreceiving the sample fluid and the sheath fluid, and an exit for fluiddischarge, said flow chamber configured along a first height axisperpendicular to the flow of said sample fluid through said flow chamberso that said sheath fluid flow is accelerated gradually and monotonicallyin said flow direction; andsaid flow chamber configured along a second width axis perpendicular toboth the flow of sample fluid and said first axis forming a slit throughsaid flow chamber such that there is negligible effect upon the flow ofsaid sample fluid by said flow chamber along said second axis;said flow chamber having walls configured in the direction of sample fluidflow through said flow chamber to narrow along said first axis and form anexit for said sample fluid;the ratio of said flow chamber s width to height in the direction of samplefluid flow monotonically increasing and the cross-sectional area formed bysaid height and width decreasing gradually and monotonically in thedirection of sample fluid flow; and.Iadd.light .Iaddend.means for .[.observing.]. .Iadd.sensing .Iaddend.saidsample particles in said flow chamber at a point prior to said exit.10. Apparatus as claimed in claim 9 wherein the entrance of said flowchamber is of an elongated oblong configuration and substantially centeredin the sheath fluid flow.11. Apparatus as claimed in claim 9 including:means for producing smooth, nonturbulent flow of the sheath fluid flowthrough said flow cell, said means for producing including a plurality oftubes extending in the direction of fluid flow, said sample flow meansincluding a tube extending through the center of said means for producingso that approximate laminar flow is produced as said sheath fluid enterssaid flow chamber12. The apparatus as claimed in claim 9 in which the flow chamberconfiguration along said second width axis is approximately constant.13. In .[.an.]. .Iadd.a particle-sensing .Iaddend.apparatus .[.for sit-scanphotometry.]. wherein generally flat sample particles suspended in asample fluid are injected through a sample flow tube into the center of aplanar laminar flowing fluid .Iadd., .Iaddend.a flow chamber for orientingsaid particles such that the maximum cross-sectional area of .Iadd.each.Iaddend. .[.the.]. .Iadd.particle is .Iaddend..[.particles are.].oriented in a direction transverse .Iadd.to .Iaddend. .[.a light beam usedin observing.]. .Iadd.light used in sensing .Iaddend.said sampleparticles, said flow chamber comprising:an entrance;an exit opposite said entrance in the configuration of a slit extending ina direction across the longitudinal plane of said flow chamber andperpendicular to the width of said entrance;said flow chamber having walls configured in the direction of sample fluidflow through said flow chamber to narrow such that the laminar flowingfluid is caused to accelerate gradually and monotonically.14. A flow chamber as described in claim 13 wherein said sample flow tubeextends through the center of said entrance of said flow chamber. .Iadd.15. A flow chamber as claimed in claim 1 in which said light isconcentrated into a beam for use in slit-scan photometry..Iaddend..Iadd.16. The flow chamber as claimed in claim 13 in combination with means toproduce said light and direct same transverse of the direction of fluidflow. .Iaddend..Iadd. 17. The combination of claim 16 in which the lightis in the form of a beam for use in slit-scan photometry."
RE0291420,"Combustible compositions for generating aerosols, particularly suitable",1973-05-22,1977-02-22,"Henry M. Papee;Alberto C. Montefinale;Gianna L. Petriconi;Tadeusz W. Zawidzky","Consiglio Nazionale delle Richerche",A01G 1500;C09K  330;E01H 1300,2232728;2409201;2614083;2633455;3044911;3120459;3257801,"What we claim is:1. A combustible composition consisting of a readily oxidizable substanceselected from the group consisting of aluminum, magnesium, alkali-metalsand alkaline earth metals; an oxidizing agent selected from the groupsconsisting of:(a) sulphur and sulphur yielding compounds; and(b) organic and inorganic nitrates, alkali-metal and ammonium chlorates andperchlorates;the molar ratio of the oxidizable substance to the oxidizing agent beingbetween 1.5:1 and 3.5:1 and a stable hygroscopic solid to be dispersedwhich does not directly participate in the combustion process of thecombustible composition, said hygroscopic solid being present in an amountup to 40% of the total weight of the combustible composition, theoxidizable substance, the oxidizing agent and the stable hygroscopic solidhaving a particle size in the range of from -140 to +270 mesh, and a fusedcompound which burns initiating the combustion of said composition,whereby during combustion, a finely dispersed aerosol smoke consistingessentially of moderately hygroscopic condensation giant nuclei and anon-hygroscopic gas are simultaneously evolved, said gas acting todisperse said nuclei, thereby generating aerosol smoke and anon-hygroscopic gas which control and modify weather conditions.2. Combustible compositions according to claim 1, in which the oxidizablesubstance is aluminum and the oxidizing agent is selected from the groupconsisting of inorganic and organic nitrates which are stable at roomtemperature.3. A combustible composition according to claim 1 in which said stablehygroscopic solid is selected from the group consisting of metal halides.4. Combustible compositions according to claim 3 in which the oxidizablesubstance is aluminum, the oxidizing agent is selected from the groupconsisting of sodium and potassium nitrates, the stable hygroscopic solidis selected from the group consisting of sodium and potassium chloride,and wherein the weight percentage of the chloride in the mixture is in anamount up to 40% of the total weight of the combustible composition.5. A combustible composition according to claim 1 in which the oxidizingagent, the oxidizable substance and the hygroscopic solid are amalgamatedin the presence of a binder selected from the group consisting of organicand inorganic binders, the resulting amalgam being enclosed within acontainer, thereby forming a combustible candle.6. A combustible composition according to claim 5 in which the candle has acentral core comprising a metal containing substance capable of yieldingfree metal by thermal decomposition.7. Combustible compositions according to claim 1 in which the oxidizablesubstance is aluminum metal and the oxidizing agent is selected from thegroup consisting of sodium and potassium nitrates, and wherein the molarratio of aluminum to nitrate is in the range of between 1.5:1 and 3.5:1.8. A combustible composition according to claim 6 in which the metal of themetal containing substance is selected from the group consisting of sodiummetal and potassium metal.9. A combustible composition according to claim 6 in which the core has anouter casing formed of a polymer.10. A combustible composition according to claim 6 in which the core has anouter casing formed of aluminum.11. A combustible composition according to claim 6 in which the core has anouter casing formed of resin impregnated glass fibers."
