WKU,Title,App_Date,Issue_Date,Inventor,Assignee,ICL_Class,References,Claims
D02465167,"Planter",1976-05-24,1977-11-29,"Edward A. Wagschal","",D1102,D51081;D152655;D202209,"The ornamental design for a planter, as shown and described."
D02465175,"Boat",1976-08-19,1977-11-29,"Robert John Deputy","",D1206,D215038;D221405;3648644,"The ornamental design for a boat, substantially as shown and described."
D02465183,"Baby carriage",1976-03-05,1977-11-29,"Owen Finlay Maclaren","Gannet Holdings Limited",D1212,3070385;3094339;3124387;3390839;3736021,"The ornamental design for a baby carriage, as shown and described."
D02465191,"Head phone",1976-02-23,1977-11-29,"Ken Kato","Sansui Electric Co., Ltd.",D1403,D229312;D235210;3311713;3681540,"The ornamental design for a head phone, as shown and described."
D02465205,"Subscriber terminal console",1976-05-11,1977-11-29,"James Lee Fischer;George Payne","Warner Cable Corporation",D1499,D225646;D226566;D227472,"The ornamental design for a subscriber terminal console, substantially asshown and described."
D02465213,"Vehicular communication converter apparatus or similar article",1975-07-28,1977-11-29,"Donald Krumin;Arnold Goldman","Motorola, Inc.",D1403,D221231;D221555;D228660;D241036,"The ornamental design for a vehicular communication converter apparatus orsimilar article, substantially as shown."
D02465221,"Vehicle polishing apparatus",1976-05-14,1977-11-29,"John H. Krimm","",D1505,D204365;3402420;3772723;3857135;3969782,"The ornamental design for a vehicle polishing apparatus, as shown anddescribed."
D02465230,"Combined carpet cleaning wand and head therefor",1975-05-12,1977-11-29,"Robert N. Bartlett","Windsor Industries, Inc.",D1505,D231894;D232298;3114922,"The ornamental design for a combined carpet cleaning wand and headtherefor, as shown and described."
D02465248,"Cutting tool",1976-08-19,1977-11-29,"Olley C. Lauber","",D1509,2942501;3230798,"The ornamental design for a cutting tool, substantially as shown anddescribed."
D02465256,"Motion picture camera",1976-04-14,1977-11-29,"Norbert Schlagheck;Herbert Schultes","AGFA-Gevaert AG",D1601,D223411;D223514,"The ornamental design for a motion picture camera, substantially as shown."
D02465264,"Electrophotographical duplicator",1976-04-22,1977-11-29,"Shigeru Kurozumi","Sharp Kabushiki Kaisha",D1603,D228151;D235230;D236915;D239659;3684363;3873196;3972612,"The ornamental design for an electrophotographical duplicator, as shown anddescribed."
D02465272,"Vignetting device",1976-02-23,1977-11-29,"Irving Pfefer","",D1605,D183462;369453;1743841;2664781;2972931,"The ornamental design for a vignetting device, as shown and described."
D02465280,"Tripod head for cameras or other instruments",1976-03-24,1977-11-29,"Robert Eric Miller","Miller-Universal (Aust.) Pty. Ltd.",D1605,D160136;2459676;3353776;3712571;3870265;3958787;4010923,"The ornamental design for an tripod head for cameras or other instruments,substantially as shown and described."
D02465299,"Monocle",1976-03-22,1977-11-29,"Willard M. Thomas","",D1606;D0203,1878594;1946346,"The ornamental design for a monocle, substantially as shown."
D02465302,"Desk set",1976-04-13,1977-11-29,"Walter Zeischegg","Hans Friedrich Hefendehl",D1906,D154610;D177468;D186924;D226337,"The ornamental design for a desk set, as shown and described."
D02465310,"Wall-type insect electrocutor",1977-04-13,1977-11-29,"Donald E. Gilbert","",D2206,2219743;3346988;3464144;3491478,"The ornamental design for a wall-type insect electrocutor, substantially asshown and described."
D02465329,"Lure transfer assembly",1976-01-26,1977-11-29,"Orval Gene Ingram","James M. Brewer",D2205,3221434;3323247,"The ornamental design for a lure transfer assembly, as shown and described."
D02465337,"Air valve for pipelines",1976-03-15,1977-11-29,"William Henry Brockbank","George Kent (Malaysia) Berhad",D2301,D100707;D106585;D115543;1261044;3002522;3834415,"The ornamental design for air valve for pipelines, as shown."
D02465345,"Flexible support arm for a dental unit",1976-01-29,1977-11-29,"George F. Buckley","",D2401,D59934;D197406;D202618;D203114;D225999;3160379,"The ornamental design for a flexible support arm for a dental unit, asshown and described."
D02465353,"Microbiological test strip",1976-10-18,1977-11-29,"Michael William Dixon","Scientific Hospital Supplies Limited",D2402;D2499,D207487;D239042;3511608;3785930;3843452;3979264,"The ornamental design for a microbiological test strip, substantially asshown and described."
D02465361,"Microbiological test strip",1976-10-18,1977-11-29,"Michael William Dixon","Scientific Hospital Supplies Limited",D2402;D2499,D207487;D239042;3511608;3785930;3843452;3979264,"The ornamental design for a microbiological test strip, substantially asshown and described."
D02465370,"Tooth positioner material",1976-06-09,1977-11-29,"Woodford W. Gordon","",D2402,1518075;2531222;2564182;2775036;3293748;3302289;3436827;3704519;3837081,"The ornamental design for tooth positioner material, as shown."
D02465388,"Lighter",1976-09-27,1977-11-29,"Franz Alban Stuetzer;Bernd Figur","Rowenta-Werke, GmbH",D2705,D225675;D235883;2417630;2482794,"The ornamental design for a lighter, as shown and described."
D02465396,"Blow dryer attachment",1976-04-26,1977-11-29,"Andre A. Nizetich","",D2803,D207690;1812442;2589510;2895486,"The ornamental design for blow dryer attachment, substantially as shown."
D02465400,"Doghouse",1975-11-10,1977-11-29,"Bill M. Burleson","",D3002,D200298;D215306;D225312;D237283;2987043,"The ornamental design for a doghouse, as shown and described."
D02465418,"Golf club head",1976-04-07,1977-11-29,"David W. Myers","",D2102,D94111,"The ornamental design for a golf club head, as shown."
D02465426,"Life ring",1976-05-21,1977-11-29,"Evan B. Hull","",D2902,3095586;3869744,"The ornamental design for a life ring, as shown."
D02465434,"Ski",1976-05-14,1977-11-29,"Rudolf Ferch","Kastle Gesellschaft m.b.H.",D2102,D226671,"The ornamental designs for a ski, substantially as shown and described."
D02465442,"Folding puzzle",1975-04-10,1977-11-29,"Mary Ann Paschal Brinkley","",D2101,287352;1997022;2992829,"The ornamental design for a folding puzzle, as shown."
D02465450,"Wheeled animal figure toy",1976-05-18,1977-11-29,"Luvenia C. Miller","",D2101,128357;D236362;611653;1490985;2251757,"The ornamental design for a wheeled animal figure toy, as shown anddescribed."
D02465469,"Lamp",1976-09-15,1977-11-29,"David Kushner","",D2605;D2601,D111634;D167815;D203860;2717306,"The ornamental design for a lamp, substantially as shown and described."
D02465477,"Hand held spot light",1975-09-15,1977-11-29,"Duncan M. Payne","Optronics, Incorporated",D2602,D214752;3439159,"The ornamental design for a hand held spot light, substantially as shown."
D02465485,"Fishing box",1975-07-10,1977-11-29,"Tim M. Uyeda","Ingersoll-Rand Company",D0302,D198729;D211311;D232129;3612635;3747796,"The ornamental design for a fishing box, as shown and described."
D02465493,"Case for containing items used by engineers, architects and the like",1975-11-17,1977-11-29,"Eugene H. Crane","",D0302,D213175;1090079;1325372;2634661;3861556,"The ornamental design for a case for containing items used by engineers,architects and the like, substantially as shown and described."
D02465507,"Cassette storage unit",1976-03-03,1977-11-29,"Charles Robert Herk","P.P. & D. Pty. Limited",D0302,D223739;D233916;D236238;D236291;3495716,"The ornamental design for a cassette storage unit, substantially as shownand described."
PP0041580,"Miniature rose plant",1976-11-01,1977-11-29,"Ralph S. Moore","",A01H  500,,"The following is claimed:1. A new and distinct variety of miniature rose plant of hardy, dwarf,bushy, rounded, much branched habit, essentially as illustrated anddescribed, characterized by buds and flowers of a light to medium pinkcolor resembling the June Time miniature rose (U.S. Plant Pat. No. 2,563)-- and resembling the Cinderella miniature rose (U.S. Plant Pat. No. 1,051-- expired) in size and form of bud and flower; and further characterizedby a plant which is vigorous and compact, said plant being easy topropagate from cuttings, with small, disease resistant, semi-glossyleaves, an abundance of bloom, making this variety useful as a pottedplant, with flowers borne usually several to the stem in loose clusters."
PP0041599,"Apple tree",1976-11-15,1977-11-29,"William E. Silvers","Claud Callahan;Marjorie McCormick",A01H  503,,"I claim:1. A new and distinct variety of Apple tree, substantially as herein shownand described, characterized particularly as to novelty by the uniquecombination of a more dwarf tree with many fruit spurs and larger, deepergreen color, heavier and tougher leaves than the variety  Hi EarlyDelicious , bright cherry red striped early color with exceptionally longfruit, the date of maturity and ability to harvest two weeks ahead of theHi Early parent variety, the coloring beginning with red stripingfinishing into solid red 3 weeks ahead of its recommended harvest season,very juicy extra firm fruit with greater sugar test percentage than the HiEarly parent variety, and the ability to keep fruit for much longerperiods of time than other varieties, together with its diseaseresistance."
PP0041602,"Miniature rose plant",1977-01-24,1977-11-29,"Ralph S. Moore","",A01H  500,,"The following is claimed:1. A new and distinct variety of miniature rose plant of hardy, dwarf,bushy, upright, much branched habit, essentially as illustrated anddescribed, characterized by buds and flowers of a coral pink to light redcolor resembling the Persian Princess miniature rose (U.S. Plant Pat. No.3,181) but often being somewhat more pink in the bud and opening stages,then becoming more red in the maturing and final stages (especially whengrown outdoors), the form and size of bud and flower also being similar toPersian Princess; and further characterized by a plant which is vigorousand relatively compact, said plant being easy to propagate from cuttings,with small, disease resistant, glossy foliage, an abundance of bloom withexcellent keeping quality, with flowers borne singly or several to thestem in loose clusters."
RE0294810,"Multi-way directional fluid flow control valve arrangement",1976-01-15,1977-11-29,"Donald Alexander Larner","Fluid Devices, Ltd.",F15B 13043,RE26523;827170;2583185;2911005;2984257;3016918;3080887;3176714;3322148;3364822;3556144;3584647,"I claim: .[.1. A multi-way directional fluid flow control valve arrangementfor the directional control of a fluid power actuator, the arrangementcomprising:a single, pressure-balanced spool-type pilot valve having at least a supplyconnection, an exhaust connection and two control connections and havingtwo opposite end positions;a housing containing at least four pilot-controlled open/shut main valves,each main valve having an inlet, an outlet, a pilot connection, a valveport and an axially movable valve member which seats on the valve port toclose the valve at one end of the travel of the movable valve member, themovable valve members of all the main valves having parallel axes ofmovement and all main valves lying in a common plane; at least onepressure inlet for connection to a source of pressure fluid, at least oneexhaust outlet and at least two working connections for connection to thefluid power actuator;main duct means connecting the at least one pressure inlet to the inlets ofa first and a second of the main valves, connecting the at least oneexhaust outlet to the outlets of a third and a fourth of the main valves,and connecting the at least two working connections respectively to theoutlet of the first main valve and the inlet of the third main valve andto the outlet of the second main valve and the inlet of the fourth mainvalve; andpilot duct means connecting said control connections of the pilot valve torespective said pilot connections of the main valves, whereby the firstand fourth main valves are open and the second and third main valves areshut at one end position of the pilot valve and the first and fourth mainvalves are shut and the second and third main valves are open at the otherend position of the pilot valve..]. .[.2. A control valve arrangement asclaimed in claim 1, wherein the pilot valve is a  hard spool, hard sleeve spool valve..]. .[.3. A multi-way directional fluid flow control valvearrangement comprising a pilot spool valve having at least a supplyconnection, an exhaust connection and two control connections, a valvesleeve, an axially movable spool therein and an outer sleeve fitted overthe valve sleeve, the valve sleeve defining bores therethrough extendinggenerally parallel to the axis of the valve sleeve, the valve sleevehaving flow connections on at least one axial end face thereof incommunication with said bores, the valve sleeve defining radial bores incommunication with the first-mentioned said bores, leading to valve portsadjacent said spool, and the outer sleeve being imperforate at leastadjacent the radially outer ends of said radial bores; at least fourpilot-controlled open-shut main valves, each main valve having a pilotconnection, a valve port and an axially movable valve member which seatson the valve port to close the valve at one end of the travel of themovable valve member, the movable valve members of all the main valveshaving parallel axes of movement and all main valves lying in a commonplane; andduct means connecting said control connection of the pilot valve torespective said pilot connections of the main valves..]. .[.4. A controlvalve arrangement as claimed in claim 3 wherein the outer sleeve closesthe radially outer ends of said radial bores..]. .[.5. A control valvearrangement as claimed in claim 1, wherein the pilot valve comprises avalve body and a movable valve member therein, the movable valve memberhaving said two opposite end positions, the pilot valve moving through anintermediate position as it moves from one end position to the other endposition, in which said intermediate position all said main valves areclosed..]. .[.6. A control valve arrangement as claimed in claim 1, andcomprising pilot exhaust duct means communicating said pilot valve exhaustconnection with a said exhaust outlet..]. .[.7. A control valvearrangement as claimed in claim 1, wherein each of said main valves is adiaphragm valve comprising an axially movable diaphragm and said housingcomprises at least two parts which are joined generally in a plane normalto the axes of the main valves, said arrangement further comprising asheet of resilient material secured between said parts to provide thediaphragms of the main valves..]. .[.8. A control valve arrangement asclaimed in claim 1, wherein each said main valve is a diaphragm valvecomprising a valve chamber, a valve seat, and an axially movable valvemember in the valve chamber and seatable on said valve seat, said movablevalve member comprising a diaphragm, the valve chamber being substantiallylonger than it is wide, as seen in section normal to the axis of movementof said movable valve member, and said main valves being in line with theshorter dimensions of the valve chambers extending along the axis of saidline..]. .[.9. A multi-way directional fluid flow control valvearrangement comprising:a pilot spool valve having at least a supply connection, an exhaustconnection and two control connections;at least four pilot-controlled open/shut main diaphragm valves, each ofsaid main diaphragm valves comprising a valve chamber, a pilot connection,a valve seat and an axially movable valve member in the valve chamber andseatable on said valve seat to close the valve at one end of the travel ofthe movable valve member; said movable valve member comprising a diaphragmand the movable valve members of all the main valves having parallel axesof movement and all main valves lying in a common plane; said valvechamber being substantially longer than it is wide, as seen in sectionnormal to the axis of movement of said movable valve member;wherein each said valve seat is in the form of a closed loop, the valvechamber having an inside wall of rectangular shape with semi-circularends, as seen in section normal to the axis of movement of said movablevalve member, and the spacing between the closed loop valve seat and saidinside wall of the valve chamber, as soon in section normal to the axis ofmovement of said movable valve member, being constant all the way aroundthe valve seat; andduct means connecting said control connections of the pilot valve torespective said pilot connections of the main valves..]. .[.10. A controlvalve arrangement as claimed in claim 1, wherein said four main valves andsaid pilot valve having parallel axes, the axes of said four main valvesbeing at the corners of a square and said pilot valve having its axis atthe intersection of the diagonals of said square..]. .[.11. A controlvalve arrangement as claimed in claim 1, wherein said movable valve memberof each said main valve comprises a diaphragm, said arrangement defining abacking surface and said diaphragm being adjacent said backing surfacewhen said main valve is open..]. 12.  A multi-way directional fluid flowcontrol valve arrangement comprising:a pilot spool valve having at least a supply connection, an exhaustconnection and two control connections;at least four pilot-controlled open/shut main valves, each main valvehaving a pilot connection, a valve port and an axially movable valvemember which seats on the valve port to close the valve at one end of thetravel of the movable valve member, the movable valve members of all themain valves having parallel axes of movement and all main valves lying ina common plane;duct means connecting said control connections of the pilot valve torespective said pilot connections of the main valves;said control valve arrangement controlling a double acting ram comprisingtwo pressure chambers, in which arrangement said four main valves providea supply valve and an exhaust valve for each ram chamber, and wherein saidpilot valve has a midposition in which said pilot valve supply connectionis in communication with said pilot valve control connections, to applyfluid pressure to all four main valves to close them, the valvearrangement comprising an inlet for connection to a supply of pressurefluid, an exhaust and a working connection for each ram chamber, and saidarrangement further comprising a check valve associated with said inletfor preventing back flow of fluid out of said inlet, direct connectionsbetween each said working connection and said inlet, and respective checkvalves in said direct connections preventing direct flow of fluid fromsaid inlet to said working connections. .[.13. A control valve arrangementas claimed in claim 1, and further comprising an electromagneticmoving-armature actuator including means defining a space and an armaturemovable in said space, said pilot valve including a valve body defining aspace and a movable valve member movable in said space, the former saidspace being sealed to the latter said space..]. .[.14. A control valvearrangement as claimed in claim 1, and having a single said pressureinlet, a single said exhaust outlet and two said working connections..]..[.15. A control valve arrangement as claimed in claim 1, wherein in eachmain valve, the valve port forms the outlet of the valve, a valve seatsurrounds the outlet and the inlet is outside the valve seat..]. .[.16. Acontrol valve arrangement as claimed in claim 2, wherein the pilot valvecomprises a radially thick sleeve defining therein a small diameter,cylindrical bore with no lands, and defining radial ducts leading into thebore and providing pilot valve ports for said pilot valve supply, exhaustand control connections..]. .[.17. A control valve arrangement as claimedin claim 1, wherein said housing also houses the pilot valve, wherein thepilot valve is a separable unit comprising a valve body and a valve spooltherein, wherein the axis of movement of the valve spool is parallel tothe axes of movements of the main valves, and wherein the pilot valve bodyhas one axial end face sealed to said housing, all said pilot duct meanspassing through said end face..]. .[.18. A control valve arrangement asclaimed in claim 1, wherein the pilot valve is a separable unit comprisinga valve body and a valve spool therein, and wherein the valve body has oneface sealed to said housing, all said pilot duct means passing throughsaid one face..]. .[.19. A control valve arrangement as claimed in claim18, wherein the axis of movement of the pilot valve spool is parallel tothe axes of movement of the main valves, said one face of the pilot valvebody being an axis end face..]. .[.20. A control valve arrangement asclaimed in claim 7, wherein each of said housing parts is moulded inplastics material, said main duct means being moulded into at least onesaid part on that side of the resilient sheet which is remote from thepilot valve and respectively portions of said pilot duct means beingmoulded into a said part on the other side of the resilient sheet..]..[.21. A control valve arrangement as claimed in claim 16, wherein anouter sleeve is fitted over said radially thick sleeve, said radiallythick sleeve defines longitudinal ducts therethrough extending generallyparallel to the axis of the pilot valve, said radially thick sleeve hasflow connections on at least one axial end face thereof in communicationwith said longitudinal ducts, said radial ducts are in communication withsaid longitudinal ducts, and the other sleeve is imperforate at leastadjacent the radially outer ends of said radial ducts..]. .[.22. Amulti-way directional fluid flow control valve arrangement comprising:a  hard spool, hard sleeve  pilot valve having at least a supplyconnection, an exhaust connection and two control connections, the pilotvalve comprising a radially thick sleeve defining therein a smalldiameter, cylindrical bore with no lands, and defining radial ductsleading into the bore and providing pilot valve ports for said supply,exhaust and control connections;at least four pilot-controlled open/shut main valves, each main valvehaving a pilot connection, a valve port and an axially movable valvemember which seats on the valve port to close the valve at one end of thetravel of the movable valve member, the movable valve members of all themain valves having parallel axes of movement and all main valves lying ina common plane; andduct means connecting said control connections of the pilot valve torespective said pilot connections of the main valves..]. .Iadd. 23. Amulti-way directional fluid flow control valve assembly for thedirectional control of a fluid power actuator which comprises:a first molded housing formed with a pilot valve cavity and with fourcavities, each cavity constituting a first diaphragm valve portion, saidhousing having an end wall defining said diaphragm valve cavity andincluding a plurality of orifices formed therein, said orifices includinga supply orifice, an exhaust orifice and control diaphragm valve orificein fluid flow communication with said first diaphragm valve portion;a second molded housing formed with four cavities, each cavity constitutinga second diaphragm valve portion, said housing being formed with fluidsupply conduit means in fluid communication with two of said seconddiaphragm valve portions, said housing being formed with fluid exhaustconduit means in fluid communication with the remaining two of said seconddiaphragm valve portions, said housing being formed with fluid controlconduit means in fluid communication with said fluid supply conduit meansand said fluid exhaust conduit means;valve seating means positioned between said first diaphragm valve portionand said second diaphragm valve portion thereby forming a diaphragm valve;a pressure balanced spool-type valve disposed in said pilot valve cavity ofsaid first molded housing and comprised of a spool of hard metal and asleeve of hard metal, said spool being formed with a supply conduit means,an exhaust conduit means, and a plurality of conduit means in fluid flowcommunication with said diaphragm valve control orifices, said conduitmeans being in alignment with the respective orifices formed in said endwall of said first housing; andmeans for mounting said first housing to said second housing. .Iaddend..Iadd. 24. The fluid flow control valve as defined in claim 23 whereinsaid four cavities lie on a common plane. .Iaddend..Iadd. 25. The fluidflow control valve as defined in claim 24 wherein said valve seating meansare mounted on a resilient sheet member disposed between said first andsecond housing to form a gasket. .Iaddend..Iadd. 26. The fluid flowcontrol valve as defined in claim 23 wherein said housings are formed of aplastic material. .Iaddend. .Iadd. 27. The fluid flow control valve asdefined in claim 23 wherein each of said four cavities of said secondmolded housing is formed with a valve port whereby axial movement of saidvalve seating means closes said valve port. .Iaddend..Iadd. 28. The fluidflow control valve as defined in claim 27 wherein each of said cavities ofsaid first molded housing is defused by a frusto-conically shaped endwall. .Iaddend..Iadd. 29. The fluid flow control valve as defined in claim28 wherein a spring is positioned within each of said cavities of saidfirst molded housing. .Iaddend. .Iadd. 30. The fluid flow control valve asdefined in claim 23 wherein said flow conduit means of said sleeve areformed with bores extending generally parallel to the axis thereof andwith radially extending bores in fluid communication with said boresextending generally parallel to the axis of said spool, and furtherincluding a sleeve positioned about said spool to close said radiallyextending bores. .Iaddend..Iadd. 31. The fluid flow control valve asdefined in claim 30 wherein said spool is provided with a land having athickness approximately the same as said radially extending bores..Iaddend..Iadd. 32. The fluid flow control valve as defined in claim 23wherein said spool moves within said sleeve between two operative endpositions and wherein said spool at an intermediate position between saidend position closes each of said diaphragm valves. .Iaddend. .Iadd. 33.The fluid flow control valve as defined in claim 31 wherein in one endposition one of said plurality of conduit means of said spool are in fluidcommunication with one of said two of said second diaphragm valve portionsand with one of said remaining two of said second diaphragm valveportions, and wherein in the other end position the remaining conduitmeans of said plurality of conduit means of said spool are in fluidcommunication with the other one of said two of said second diaphragmvalve portions and with the remaining one of said remaining two of saidsecond diaphragm valve portions. .Iaddend. .Iadd. 34. The fluid flowcontrol valve as defined in claim 23 wherein said exhaust orifice in saidend wall of said first injection molded housing is in fluid communicationwith said fluid exhaust conduit means formed in said second injectionmolded housing. .Iaddend..Iadd. 35. The fluid flow control valve asdefined in claim 23 wherein each of said cavities in said second housingis formed by a cylindrically-shaped outer wall and a cylindrically-shapedinner wall, said cylindrically-shaped inner wall forming a valve chamber,said chamber being substantially longer than the width thereof..Iaddend..Iadd. 36. The fluid flow control valve as defined in claim 23wherein the axis of said spool-type valve is parallel to the axis of saiddiaphragm valves. .Iaddend..Iadd. 37. The fluid flow control valve asdefined in claim 23 wherein said housings are square-shaped and saiddiaphragm valve portions are formed at the corners thereof..Iaddend..Iadd. 38. The fluid flow control valve as defined in claim 37wherein the axis of said spool-type valve is at the intersection ofdiagonals of said housings. .Iaddend..Iadd. 39. The fluid flow controlvalve as defined in claim 23 wherein said spool and sleeve are inmetal-to-metal fluid sealing engagement. .Iaddend."
