WKU,Title,App_Date,Issue_Date,Inventor,Assignee,ICL_Class,References,Claims
D02433915,"Tire valve extender",1975-11-24,1977-02-15,"Harald Schmidt","Hansa Plastics, Inc.",D1215,D47672;D49614,"The ornamental design for a tire valve extender, substantially as shown."
D02433923,"Car top carrier",1975-10-03,1977-02-15,"Victor Fairthorne","Land Ranger Manufacturing Inc.",D1216,D184327;D214666;D227359;2985350;3861572,"The ornamental design for a car top carrier, substantially as shown."
D02433931,"Truck bed removably mountable utility storage carryall",1975-12-01,1977-02-15,"Freddie L. Wynn","",D1216,1280362;1404484;1609466;3940009,"The ornamental design for a truck bed removably mountable utility storagecarryall, as shown."
D02433940,"Oval lenticular lens",1975-05-12,1977-02-15,"Frank O. Nerad;Forbes C. Robertson","Armorlite Inc.",D1606,D132980;2133498;2330837,"The ornamental design for an oval lenticular lens, as shown."
D02433958,"Pair of spectacles",1975-10-28,1977-02-15,"David W. Johnsen","American Optical Corporation",D1606,D228674,"The ornamental design for a pair of spectacles, as shown and described."
D02433966,"Pair of spectacles",1975-12-08,1977-02-15,"David W. Johnsen","American Optical Corporation",D1606,D228674,"The ornamental design for a pair of spectacles, as shown and described."
D02433974,"Spectacle frame front",1976-01-08,1977-02-15,"David W. Johnsen","American Optical Corporation",D1606,D231562;3664734,"The ornamental design for a spectacle frame front, as shown and described."
D02433982,"Pair of spectacles",1976-02-09,1977-02-15,"Larry G. Loughner","American Optical Corporation",D1606,D223123,"The ornamental design for a pair of spectacles, as shown and described."
D02433990,"Combined filter, aerator and spray cooling unit for swimming pools",1975-01-07,1977-02-15,"William G. Lupton","",D2301,2788242;2883116;3012676;3186550,"The ornamental design for a combined filter, aerator and spray cooling unitfor swimming pools, as shown and described."
D02434008,"Water filler fitting",1975-10-16,1977-02-15,"Martin O. Riley","",D2301,3628577,"The ornamental design for a water filler fitting, substantially as shown."
D02434016,"Heating panel element",1975-08-01,1977-02-15,"Rune G. Almen","Sensotherm Aktiebolag",D2303,1279527;2147719;3083662,"The ornamental design for a heating panel element, as shown."
D02434024,"Air freshener housing",1976-03-23,1977-02-15,"Leonard A. Irving","",D2304,D136129;2351267,"The ornamental design for an air freshener housing, as shown and described."
D02434032,"Electrical outlet adapter",1975-06-02,1977-02-15,"Lawrence Bernard Rellis","",D1303,2702893;3059212;3441896;3626354,"The ornamental design for an electrical outlet adapter, as shown."
D02434040,"Ground clamp",1975-09-17,1977-02-15,"Thomas Mooney;Stephen Veselaski;Richard A. Bauer","ITE Imperial Corporation",D1303,D167063;1705693,"The ornamental design for a ground clamp, substantially as shown anddescribed."
D02434059,"Saddle type connector",1975-09-17,1977-02-15,"Thomas Mooney;Stephen Veselaski","ITE Imperial Corporation",D1303,3006981,"The ornamental design for a saddle type connector, substantially as shownand described."
D02434067,"Threaded sealing ring for electrical connectors",1975-09-17,1977-02-15,"Thomas Mooney;Richard A. Bauer","ITE Imperial Corporation",D1303,2821567,"The ornamental design for a threaded sealing ring for electricalconnectors, substantially as shown and described."
D02434075,"Cradle type ground lug for conduit",1975-09-22,1977-02-15,"Thomas Mooney;Richard A. Bauer","ITE Imperial Corporation",D1303,3492625;3643203,"The ornamental design for a cradle type ground lug for conduits,substantially as shown and described."
D02434083,"Wind driven electric generator",1975-07-02,1977-02-15,"Jack G. McAllister","",D1301,625614;1744924;3918839;3924966,"The ornamental design for a wind driven electric generator, substantiallyas shown and described."
D02434091,"Radio pager apparatus or similar article",1976-03-08,1977-02-15,"John Allie Eckmann;Arnold Sherwin Goldman","Motorola, Inc.",D1403,D223097;D223835;D229567;D237893;3370236;3644873,"The ornamental design for radio pager apparatus or similar article,substantially as shown."
D02434105,"Match holder",1975-08-15,1977-02-15,"Linda C. Brown","",D2799,D25474;1205510;1933673;3856209,"The ornamental design for a match holder, as shown and described."
D02434113,"Animal collar or similar article",1974-09-10,1977-02-15,"Betty Lee Johnson","",D3004,D111135;D141753;D228646;236383;744564;2342210,"The ornamental design for an animal collar or similar article,substantially as shown."
D02434121,"Pressure relief valve for a low pressure cuffed tracheostomy tube",1975-08-25,1977-02-15,"Kenneth K. Krueger;Todor Pavlov","Shiley Laboratories, Inc.",D2402,D41492;D196723;D232268;3322126;3794043;3810474;3848605;3889676,"The ornamental design for a pressure relief valve for a low pressure cuffedtracheostomy tube, as shown."
D02434130,"Horse race game indicator",1975-05-22,1977-02-15,"Woody Savage","",D2101,D158420;D222594;3520538;3733076,"The ornamental design for a horse race game indicator, as shown."
D02434148,"Game turntable for segregating and identifying by category poker chips",1975-07-14,1977-02-15,"Ralph G. Vyskocil","",D2101,D171849,"The ornamental design for a game turntable for segregating and identifyingby category poker chips, as shown."
D02434156,"Floor lamp",1976-01-16,1977-02-15,"William A. Larson","Harbor Universal, Inc.",D2603,3733482,"The ornamental design for a floor lamp, as shown and described."
D02434164,"Offset printing press machine",1974-12-04,1977-02-15,"Shigeru Shimizu;Kazuyuki Hatsuda;Sadao Murata","K.K. Hamada Insatsuki Seizosho",D1802,3034427;3804005,"The ornamental design for an offset printing press machine, substantiallyas shown."
D02434172,"Physiological sensor",1975-02-18,1977-02-15,"Howard Martin Allen;Ronald Charles Barber","Tektronix, Inc.",D2402;D1099,D207685;D222138;3776228;3896788,"The ornamental design for a physiological sensor, as shown."
D02434180,"Hand held electric hair dryer",1975-06-04,1977-02-15,"Martin J. Wolff","Sperry Rand Corporation",D2803,D232128,"The ornamental design for a hand-held electric hair dryer, substantially asshown and described."
D02434199,"Razor handle",1975-03-27,1977-02-15,"William Hedley","Wilkinson Sword Limited",D2803,D215995;D237842;2789346;3768162;3915300,"The ornamental design for a razor handle, as shown."
D02434202,"Combined razor blade and mount",1975-04-15,1977-02-15,"Graham R. Jones","Wilkinson Sword Limited",D2803,D186136;D224852;3816913;3909941,"The ornamental design for a combined razor blade and mount, as shown."
RE0291366,"Enzymatic process using immobilized microbial cells",1975-10-14,1977-02-15,"Chin K. Lee;Margaret E. Long","R. J. Reynolds Tobacco Company",C12B  100;C12D 1302,3234026;3356609;3645848;3666628;3694314;3695999,"What is claimed is:1. A process for effecting an enzyme-catalyzed transformation of asubstrate in the presence of flocculated whole microbial cells havingassociated therewith active quantities of said enzyme which comprisescontacting said substrate with an aggregate comprising said cells and apolyelectrolyte flocculating agent under conditions suitable for effectingsaid enzyme-catalyzed transformation, .Iadd.said aggregate having beendried prior to use in said enzyme-catalyzed transformation, .Iaddend.andrecovering transformed substrate.2. A process according to claim 1 in which said flocculating agent isselected from the group consisting of anionic polyelectrolytes andcationic polyelectrolytes.3. A process according to claim 1 in which said aggregate comprises wholemicrobial cells, a flocculating agent and a filter aid. .[.4. A processaccording to claim 1 in which said aggregate is dried prior to use in saidenzyme-catalyzed transformation..]. .[.5. A process according to claim 1in which said aggregate is frozen prior to use in said enzyme-catalyzedtransformation..]. 6. In a process for converting glucose to fructose inthe presence of whole microbial cells containing active quantities of aglucose-isomerizing enzyme, the improvement which comprises contacting aglucose-containing liquor with an aggregate possessing glucose-isomerizingenzyme activity and comprising said cells flocculated with apolyelectrolyte flocculating agent.Iadd., said aggregate having been driedprior to use in said process.Iaddend.. 7. A process according to claim 6in which said cells are derived from a microorganism belonging to thegenus Arthrobacter. .[.8. A process according to claim 7 in which saidaggregate is dried prior to use in said process..]. 9. A process accordingto claim 6 in which said cells are derived from a microorganism belongingto the genus Streptomyces. 10. A continuous process for converting glucoseto fructose in the presence of polyelectrolyte-flocculated whole microbialcells containing active quantities of a glucose-isomerizing enzyme.Iadd.,said polyelectrolyte-flocculated whole microbial cells having been driedprior to use in said process, .Iaddend.which comprises passing aglucose-containing liquor through a bed of said cells to convert a portionof the glucose in said liquor to fructose and recovering an effluentliquor containing glucose and fructose. 11. A process according to claim10 in which said cells are derived from a microorganism belonging to thegenus Arthrobacter. 12. A process according to claim 11 in which said.[.cells are dried prior to use, said.]. bed is maintained at atemperature between 50.degree. and 90.degree. C., said glucose-containingliquor has a pH of about 6 to 10 and the portion of glucose converted tofructose is between 1 and 50 percent. 13. A process according to claim 10in which said cells are derived from a microorganism belonging to thegenus Streptomyces. 14. A process for converting glucose to fructose whichcomprises contacting under conditions suitable for glucose isomerizationan aqueous glucose-containing solution with flocculated microbial cellshaving active quantities of a glucose-isomerizing enzyme associatedtherewith to effect isomerization of a portion of said glucose, whereinsaid flocculated cells are used in the form of an aggregate resulting fromprior treatment of unflocculated cells with a polyelectrolyte flocculatingagent with said flocculating agent including a cationic polyelectrolyteand said aggregate being dried prior to use. 15. A process according toclaim 14 in which said aggregate is maintained at a temperature between50.degree. and 90.degree. C., said glucose-containing solution has a pH ofabout 6 to 10 and said cells are derived from a microoganism belonging tothe genus Arthrobacter. 16. A process according to claim 14 in which saidcells are derived from a microorganism belonging to the genusStreptomyces."
RE0291374,"Process of preserving potatoes in closed packages",1974-02-14,1977-02-15,"Franz Mohwinkel","Washington Nu Process, Inc.",A23B  700,2231791;2597067;2609301;3102034;3175914;3190759;3215539;3261140;3355304;3501318;3511169;3531300;3552982,"Having now described this invention, what is claimed is:1. A process for cooking and preserving potatoes in a closed and sealedpackage of plastic material comprising: a vacuum-packing peeled, raw andsliced or diced potatoes in said package without adding any liquid so thatthere is no water or other liquid in the closed and sealed package otherthan the natural juices within the potatoes therein, cooking and thencooling said packaged potatoes at an external pressure exceeding theinternal pressure in the package, and wherein during the vacuum-packingstep each piece of potato in said package is brought into direct contactwith the plastic material enveloping the pieces of potatoes to be cookedand preserved.2. The process of claim 1, wherein during the vacuum-packing process eachpiece of potato is brought into direct contact with the inside of thepacking material through at least a third of its surface area.3. The process of claim 1, wherein cooking by steaming is performed with acooking temperature of about 121.degree. C. at an internal pressure in thepackings of about 3 atms. absolute pressure for a cooking period of about25 minutes.4. The process of claim 1, wherein cooking by steaming is performed with acooking temperature of about 100.degree. C. at an internal pressure in thepackages of about 3 atms. absolute pressure for a cooking period of about2 hours.5. The process defined in claim 1 wherein the package is substantiallytransparent.6. The process defined in claim 1 and further wherein the said packagedpotatoes, after said cooking and cooling, are stored at room temperaturewithout being refrigerated."
RE0291382,"System for performing spectral analyses under computer control",1975-07-31,1977-02-15,"Frederick H. Dill;Karl L. Konnerth, Jr.","International Business Machines Corporation",G01B 1106;G01B  902;G01B 1908,3482105;3622765;3646331,"What is claimed is:1. A method of operating a spectrophotometric system under the control of adigital computer to determine an attribute of a given material samplewhich is subject to spectral analysis, said method comprising the stepsof:a. conducting to said sample, during each of a series of nonadjacent timeperiods, a beam of variable wavelength monochromatic light furnished by agiven source, the wavelength of said beam varying at a given rate througha specified range of wavelength values during each of said periods;b. conducting to a light detector in said system the light which comes fromsaid sample when it is impinged by said beam;c. conducting directly to said light detector, during time periodsintervening the periods specified in step a, the beam of monochromaticlight furnished by said source, the wavelength of which varies at saidgiven rate through said specified range during each of said interveningperiods;d. converting the output of said detector during each of the periodsspecified in steps a and c to a sequence of stored digital valuesrepresenting the respective intensities of light detected at a series ofregularly timed intervals throughout the respective one of said periods;e. operating said computer to derive from the sequences of values storedduring any pair of successive steps a and c a new sequence of numbersrepresenting the calculated optical responses of said sample to incidentlight having the wavelength of said variable-wavelength beam at each ofsaid timed intervals under a hypothetical condition where it is assumedthat the incident light has uniform intensity for all wavelengths in saidrange and all system components have constant operating characteristics;andf. operating said computer to determine from said derived sequence ofnumbers the attribute of said sample which is being measured.2. A method of operating a spectrophotometric system under the control of adigital computer to determine the thickness of a film of given dielectricmaterial, said method comprising the steps of:a. conducting to said film, during each of a series of nonadjacent timeperiods, a beam of variable-wavelength monochromatic light furnished by agiven source, the wavelength of said beam varying at a given rate througha specified range of wavelength values during each of said periods;b. conducting to a light detector in said system the light reflected fromsaid film as it is illuminated by said beam;c. conducting directly to said light detector, during time periodsintervening the periods specified in step a, the beam of monochromaticlight furnished by said source, the wavelength of which varies at saidgiven rate through said specified range of values during each of saidintervening periods;d. operating said computer to convert the output of said detector duringeach of the periods specified in steps a and c to a sequence of storeddigital values representing the respective intensities of light detectedat a series of regularly timed intervals throughout the respective one ofsaid periods;e. operating said computer to derive from the sequences of digital valuesstored during any pair of successive steps a and c, as described above, aseries of numbers each representing the relative reflectance of said filmwhen illuminated by monochromatic light having the wavelength of said beamat a respective one of said timed intervals under a hypothetical conditionwhere it is assumed that the incident light has uniform intensity for allwavelengths in said range and all system components have constantoperating characteristics; andf. operating said computer to determine from said relative reflectancevalues the thickness of the film being measured.3. In a spectrophotometric system having data acquisition means forgenerating digital value-representing signals in response to sensedoptical inputs and also having a digital computer provided with datastorage means and data processing means which are responsive to the outputof said data acquisition means, a method of operating said system tomeasure the thickness of a film sample of given dielectric material,comprising the steps of:a. conducting to said film sample, during each of a series of nonadjacenttime periods, a beam of variable-wavelength monochromatic light furnishedby a given source, the wavelength of said beam varying at a given ratethrough a specified range of wavelength values during each of saidperiods;b. conducting to a light-sensitive input device in said data acquisitionmeans the light which is reflected from said sample when it is impinged bysaid beam;c. conducting directly to said light-sensitive device, without impingingsaid sample and during time periods intervening those specified in step a,the beam of variable-wavelength monochromatic light furnished by saidsource, the wavelength of which varies at said given rate through saidspecified range of values during each of said intervening periods;d. operating said computer to receive and store in said data storage means,at regularly timed intervals in each of the time periods described in aand c, the digital values generated by said data acquisition means,thereby to store at least two sets of numbers, one set representing therespective intensities of light detected by said light-sensitive device atsaid timed intervals during a period when the variable-wavelength lightbeam is being conducted directly to said device, and the other set ofnumbers representing the respective intensities of light detected by saiddevice at said timed intervals during a period when thevariable-wavelength light beam is impinging said film sample;e. storing in said data storage means a set of numbers representing therespective wavelengths of the light beam at the respective ones of saidtimed intervals throughout any of said periods;f. operating said data processing means to derive from all of the storednumber sets recited hereinabove a table of values representing the mannerin which the relative reflectance of said film sample varies with respectto the wavelength of the incident light beam under a hypotheticalcondition where it is assumed that the incident light has uniformintensity for all wavelengths in said range and all system components haveconstant operating characteristics;g. operating said data processing means to multiply the relativereflectance values in said table by a factor which will convert the curveof relative reflectance versus wavelength to a curve which is at leastapproximately tangent to predefined upper and lower wave envelopes thatbound the curves of absolute reflectance versus wavelength for all filmsof the given material having thicknesses within a predetermined thicknessrange; andh. operating said data processing means to compute from the multipliedreflectance values the thickness of said film sample.4. A computer-controlled spectrophotometric system for measuring a propertyof a given material sample which is subject to spectral analysis, saidsystem comprising:a. cyclically operable illuminating means for furnishing a beam ofmonochromatic light, the wavelength of which varies periodically at agiven rate through a specified range of wavelength values;b. a light detector;c. first light guiding means for conducting said light beam through a firstpath directly to said light detector during nonadjacent ones of theperiods in which the wavelength of said light beam undergoes variationthrough said range of values;d. second light guiding means effective during periods intervening saidnonadjacent periods for conducting said light beam through a second pathhaving an initial portion that directs said beam to said sample and afinal portion that conducts light from said sample to said detector;e. signal converting and data transfer means responsive to the output ofsaid detector and operating in a timed relationship with the cyclicoperation of said illuminating means for producing sequences of digitalvalue representations, each such sequence denoting the variation ofdetected light intensity with respect to the wavelengths of said beam at aseries of regularly timed intervals within each of said periods; andf. a digital computer having data storage means for storing the sequencesof digital value representations produced by said means e during at leasttwo successive periods when said detector is receiving light through saidfirst path and said second path, respectively, and having data processingmeans to calculate from such stored data the optical responses which wouldhave been obtained from said sample at said timed intervals if theconditions had been such that the intensity of the variable-wavelengthincident light were uniform at all wavelengths in said range and theoperating characteristics of the components of said system were constant,thereby providing a new set of corrected values from which the measurementof said sample property can be accurately determined.5. A spectrophotometric system as set forth in claim 4 wherein saidilluminating means a comprises the following elements:a1. a source of polychromatic light;a2. first light conducting means for directing polychromatic light fromsaid source to an exit point optically aligned with but spaced from theentrance to said first path in said first light guiding means;a3. second light conducting means for directing polychromatic light fromsaid source to an exit point optically aligned with but spaced from theentrance to said second path in said second light guiding means; anda4. a rotating variable-wavelength interference filter positioned so thatit rotates alternately past the entrance to said first path and theentrance to said second path, the wavelength of the monochromatic lighttransmitted by said filter to either path depending upon the angularposition of said filter.6. A spectrophotometric system as set forth in claim 5 wherein each of saidlight conducting means and light guiding means is a fiber-optic bundle.7. A system as set forth in claim 6 wherein said second light guiding means(d) is bifurcated fiber-optic bundle, one branch of which constitutes saidinitial portion, and the other branch of which constitutes said finalportion.8. A spectrophotometric system as set forth in claim 4 which includestiming means under the control of said illuminating means for causing saidsignal converting and data transfer means to sample the output of saidlight detector at predetermined wavelength increments during each of theperiodic variations of the monochromatic beam wavelength.9. A spectrophotometric system as set forth in claim 4 wherein saidcomputer is programmed to divide each of the values in the sequence thatwas received through said second path by the corresondingly positionedvalue in the sequence that was received through said first path.10. A spectrophotometric system as set forth in claim 4 wherein said secondlight guiding means is arranged so that light passed through said initialportion thereof is reflected from said sample and passed through saidfinal portion thereof to said detector.11. A system as set forth in claim 10 wherein said computer is programmedto divide each of the values in the sequence that was received throughsaid second path by the corresondingly positioned value in the sequencethat was received through said first path, thereby to yield said sequenceof corrected values representing the relative reflectance of said sampleat the respective wavelengths assumed by said beam at said timedintervals.12. A system as set forth in claim 11 wherein said computer is programmedto multiply each of the values in said relative reflectance sequence by afactor which will cause the multiplied values to define a curve that istangent to at least one of a pair of predetermined wave envelope curveswhich bound all curves of absolute reflectance versus wavelength for thegiven material, thereby providing a set of absolute reflectance values forsaid respective wavelengths.13. A system as set forth in claim 12 wherein said computer is programmedto calculate from said sequence of absolute reflectance values thethickness of said sample.14. In a computer-controlled spectrophotometric system of the kind whereina light detector is arranged to respond to light of periodically varyingwavelength which is received alternately through a sample measurement pathand a direct reference path, the combination comprising:a. a rotatable variable-wavelength filter having a light-transmittingportion with an angular span not exceeding 180.degree. positioned so thatit transmits light into the respective entrances of said measurement pathand said reference path during different periods in its rotation, thewavelength of the light transmitted into either of said paths at anyinstant depending upon the angular position of said filter relative to thepath entrance;b. a polychromatic light source; andc. means providing light conducting paths leading from said light source toexits on the side of said filter which is farthest from said measurementpath and reference path entrances, said path exits being respectivelyaligned optically with said entrances, whereby the rotation of said filtercauses polychromatic light emerging from said path exits to be transmittedby said filter as monochromatic light of varying wavelength to saidmeasurement path and said reference path, respectively, during differentperiods in the rotation of said filter.15. The combination set forth in claim 14 wherein said means c is a splitfiber-optic bundle having branches leading respectively to said exits andhaving a common portion adjacent to said light source wherein the fibersof said branches have a randomized distribution. .Iadd. 16. A method ofoperating a spectrophotometric system under the control of a digitalcomputer to determine an attribute of a given material sample which issubject to spectral analysis, said method comprising the steps of:a. conducting to said sample, during each of a series of nonadjacent timeperiods, a beam of light which includes at least part of the lightfurnished by a given polychromatic light source;b. conducting to a light detector in said system a beam of light whichcomes from said sample when it is illuminated by the first-mentioned lightbeam during each of said nonadjacent periods;c. conducting to said detector through a path that is independent of saidsample, during time periods intervening the nonadjacent time periods inthe first-mentioned series, a beam of light which includes at least partof the light furnished by said light source;d. selectively filtering, in a time-varying fashion, the light which passesfrom said source to said detector by way of said sample during each ofsaid first series of time periods and the light which passes from saidsource to said detector independently of said sample during each of saidintervening periods for causing the light which is thereby furnished tosaid detector to be a monochromatic light beam whose wavelength varies asa given function of time through a specified range of wavelength valuesduring each of said nonadjacent periods and each of said interveningperiods;e. converting the output of said detector during each of said nonadjacentand intervening periods to a sequence of stored digital valuesrepresenting the respective intensities of light detected at a series ofpredefined time intervals throughout the respective one of said periods;f. operating said computer to derive from the sequences of values storedduring any pair of successive periods, including one of said first seriesof nonadjacent periods and one of said intervening periods, a new sequenceof numbers respectively representing the calculated optical responses ofsaid sample to light having the wavelength of said monochromatic lightbeam at said predefined time intervals under a hypothetical conditionwhere it is assumed that the light conducted to said sample has uniformintensity for all wavelengths in said range and that all system componentshave constant operating characteristics; andg. operating said computer to determine from said derived sequence ofnumbers the attribute of said sample which is being measured..Iaddend..Iadd. 17.  A method as set forth in claim 16 wherein the sampleis a dielectric film, and the attribute being measured is the filmthickness. .Iaddend..Iadd. 18. A method as set forth in claim 16 whereinthe light conducted to said detector from said sample is light which hasbeen reflected by said sample from said first light beam. .Iaddend. .Iadd.19. A method as set forth in claim 18 wherein the sample is a dielectricfilm, and the attribute being measured is the film thickness..Iaddend..Iadd. 20. A computer-controlled spectrophotometric system formeasuring a property of a given material sample which is subject tospectral analysis, said system comprising:a. a source of polychromatic light;b. a light detector;c. first light guiding means for conducting light from said source througha first path to said light detector, said first path including anantecedent portion for directing light to said sample and a subsequentportion for directing light from said sample to said detector;d. second light guiding means for conducting light from said source througha second path to said light detector, said second path being independentof said sample;e. optical filtering means positioned in each of said light paths forconverting polychromatic light to monochromatic light having a wavelengththat varies as a given function of time through a predetermined range ofwavelength values during each of a series of time periods, said filteringmeans being so arranged that monochromatic light of any particularwavelength in said range is directed to said detector through one of saidpaths at a time that is displaced by a predetermined amount from the timeat which monochromatic light of said particular wavelength is directed tosaid detector through the other of said paths;f. signal converting and data transfer means responsive to the output ofsaid detector and operable in timed relationship with said filtering meansfor producing sequences of digital value representations, each suchsequence denoting the variation of detected light intensity with respectto wavelength at a series of predefined time intervals within each of saidperiods; andg. a digital computer for storing the sequences of digital valuerepresentations produced by said signal converting and data storage meansas it receives variable-wavelength monochromatic light through said firstpath and said second path, respectively, and for calculating from suchstored data the optical responses which would have been obtained from saidsample if the conditions had been such that the intensity of the lightconducted to said sample were uniform at all wavelengths in said range andthe operating characteristics of the system components were constant,thereby providing a new set of corrected values from which the measurementof said sample property can be accurately determined. .Iaddend..Iadd. 21.A system as set forth in claim 20 wherein said optical filtering means isa rotatable variable-wavelength filter so positioned that during itsrotation it moves alternately across said first path and said second path,the wavelength of the monochromatic light which is transmitted by saidfilter to the succeeding portion of each path at any instant dependingupon the angular position of said filter. .Iaddend. .Iadd. 22. A system asset forth in claim 20 wherein each light guiding means includes afiber-optic bundle, said first light guiding means having a bifurcatedfiber-optic bundle, one branch of which is in the antecedent portion ofsaid first path, and the other branch of which is in the subsequentportion of said first path, whereby said detector receives light which isreflected from said sample. .Iaddend..Iadd. 23. A system as set forth inclaim 20 wherein said first light guiding means is arranged so that lightpassed through said antecedent portion thereof is reflected from saidsample and is then passed through said subsequent portion thereof to saiddetector. .Iaddend..Iadd. 24. A system as set forth in claim 23 whereinsaid computer is programmed to divide each of the values in the sequencethat was received through said first path by the correspondinglypositioned value in the sequence that was received through said secondpath, whereby said sequence of corrected values will represent therelative reflectance of said sample at the respective wavelengths assumedby said beam at said timed intervals. .Iaddend..Iadd. 25. A system as setforth in claim 24 wherein said computer is programmed to multiply each ofthe values in said relative reflectance sequence by a factor which willcause the multiplied values to define a curve that is tangent to at leastone of a pair of predetermined wave envelope curves which bound all curvesof absolute reflectance versus wavelength for the given material, therebyproviding a set of absolute reflectance values for said respectivewavelengths. .Iaddend. .Iadd. 26. A system as set forth in claim 25wherein said computer is programmed to calculate from said sequence ofabsolute reflectance values the thickness of said sample. .Iaddend."
040074943,"Bone cap",1975-04-11,1977-02-15,"Barry W. Sauer","Glasrock Products, Inc.",A61F  124,2679245;3314420;3879767,"I claim:1. An improved cap for covering the stump of a partially amputated bone,and preventing bone overgrowth in juveniles, comprising a head adapted toabut and overlap the end of the stump, the outer surface of the head beingfree from sharp corners, at least the portion of the head adjacent to saidend of the stump with a thickness of at least 1 mm. being formed of aporous polymeric material with a density of at least 0.912 g./c.c.interspersed with a network throughout its volume of interconnected poreswith no straight paths longer than the diameter of the largest pore andadapted for human tissue to grow therein, said porous polymeric materialhaving an average pore diameter ranging from 50.mu.m - 300.mu.m , theminimum pore volume being 30%, a non-porous cover on the portion of theouter surface of the head which projects beyond the end of the stump forpreventing the pores from communicating with said portion of the outersurface.2. The cap in claim 1, wherein the head includes a stem projecting from theside thereof adapted to abut said exposed end.3. The cap in claim 2, wherein the stem includes an axial opening therein.4. The cap in claim 1, wherein the cap is formed substantially entirely ofporous HDPE."
