WKU,Title,App_Date,Issue_Date,Inventor,Assignee,ICL_Class,References,Claims
D02462923,"Yarn fault detector",1975-08-15,1977-11-08,"Kenneth Albert Jordan","Trip-Lite Ltd.",D1004,3789631;3851502;3890810,"The ornamental design for a yarn fault detector, as shown and described."
D02462931,"Adjustable bracelet or similar article",1975-07-07,1977-11-08,"Michael V. Doughty","",D1101,D224174;1455993;2908953,"The ornamental design for a adjustable bracelet or similar article, asshown and described."
D02462940,"Artificial leaf",1976-10-07,1977-11-08,"Susan Kaye Hetherington","",D1104,D185565;D210669;322367,"The ornamental design for artificial leaf, substantially as shown anddescribed."
D02462958,"Convertible plaque",1976-03-15,1977-11-08,"Richard C. Lewis","",D1102,D93000,"The ornamental design for a convertible plaque, as shown and described."
D02462966,"Pallet",1971-04-27,1977-11-08,"Mituru Fujii;Izumi Narusawa","Dainippon Ink and Chemicals, Inc.",D0999,D221745,"The ornamental design for a pallet, as shown."
D02462974,"Boats",1976-04-20,1977-11-08,"Warwick M. Whitley;Arthur E. Carlson","Conroy, Inc.",D1206,,"The ornamental design for a boat, as shown."
D02462982,"Amphibious airplane",1976-09-03,1977-11-08,"Carl I. Hansen","",D1214,D137891;1928317;3869102,"The ornamental design for an amphibious airplane, as shown."
D02462990,"Electric car",1976-10-04,1977-11-08,"Robert E. Haggard","",D1208,,"The ornamental design for an electric car, as shown."
D02463008,"Trailer",1976-06-18,1977-11-08,"Charles W. Dortch;Donald K. Vaught","George C. Ballas, Sr.",D1210,2468894,"The ornamental design for a trailer, substantially as shown."
D02463016,"Nestable stroller",1976-05-06,1977-11-08,"Antoine Trubiano","Cari-All Inc.",D1212,D206116;D230142;D240297;2764419;3963255,"The ornamental design for a nestable stroller, as shown."
D02463024,"Folding walker",1975-09-15,1977-11-08,"Morton I. Thomas","",D1212,3442276;3517677;3658079;3688789;3690652;3945389,"The ornamental design for a folding walker, as shown."
D02463032,"Protective partition for public transportation vehicles",1976-03-05,1977-11-08,"Dan Lee Davis","",D1216,1611248;3547217;3549195,"The ornamental design for a protective partition for public transportationvehicles, as shown."
D02463040,"Vehicle interior partition",1976-09-13,1977-11-08,"James Horn","",D1216,2997331;3190687;3525535;3667801,"The ornamental design for a vehicle interior partition, substantially asshown and described."
D02463059,"Cassette recorder housing",1976-06-28,1977-11-08,"William Gergely, Jr.;Okun Kwan","",D1401,3477725;3899795;3978524,"The ornamental design for a cassette recorder housing, as shown."
D02463067,"Tape cassette",1976-06-25,1977-11-08,"Yoshio Kishi","Sony Corporation",D1499,D206719;3622102;3934842,"The ornamental design for a tape cassette, as shown."
D02463075,"Tape cassette",1976-06-25,1977-11-08,"Yoshio Kishi","Sony Corporation",D1499,D222911;3622102,"The ornamental design for a tape cassette, as shown."
D02463083,"Illuminated telephone dial",1976-06-01,1977-11-08,"John R. Scantlin","",D1403,D197067;D222142;3205318;3345769;3480743;3523163;3927282,"The ornamental design for an illuminated telephone dial, substantially asshown and described."
D02463091,"Clock radio",1975-11-20,1977-11-08,"Aya Nakamura","Sharp Kabushiki Kaisha",D1403,D232771;D233790;D239091,"The ornamental design for a clock radio, as shown and described."
D02463105,"Coffee dispenser",1975-07-16,1977-11-08,"Martelle Jerome Syverson, deceased;by David B. Syverson;Jon R. Syverson, executors","Fountain Industries, Inc.",D1508,D141362;D206519;3207366,"The ornamental design for a coffee dispenser, substantially as shown anddescribed."
D02463113,"Beverage dispenser",1975-07-16,1977-11-08,"Martelle Jerome Syverson, deceased;by David B. Syverson;by Jon R. Syverson, executors","Fountain Industries, Inc.",D1508,D221202;D234833,"The ornamental design for a beverage dispenser, substantially as shown anddescribed."
D02463121,"Apparatus for forming paper on a cylinder mold",1975-01-30,1977-11-08,"John Herbert Gordon;Frank A. Duchnowski","J. H. Horne & Sons Company, Inc.",D1599,1481163;3016089;3536582,"The ornamental design for an apparatus for forming paper on a cylindermold, substantially as shown."
D02463130,"Pulley, shaft and blade-holder assembly for a power-driven lawnmower or",1976-04-29,1977-11-08,"John C. Gunn;James E. Null","Buckeye Industrial Sales, Inc.",D1599,D232121;1870993;3633981,"The ornamental design for a pulley, shaft and blade-holder assembly for apower-driven lawnmower or the like, substantially as shown."
D02463148,"Filmstrip projector",1976-01-07,1977-11-08,"Norman R. Kubnick;Dennis J. Erber","Bell & Howell Company",D1602,D203714;D215969;D219554;3953120,"The ornamental design for a filmstrip projector, substantially as shown anddescribed."
D02463156,"Combined sink and light box",1977-02-22,1977-11-08,"Leo K. Tongish","",D2302,D35008;D244030,"The ornamental design for a combined sink and light box, as shown anddescribed."
D02463164,"Dispenser for air treating material",1976-02-24,1977-11-08,"Frederick B. Hadtke","Airwick Industries, Inc.",D2304,2383960;2412326;2555047;2603532;2657090;2765951;2836462;3134544;3286872;4014501,"The ornamental design for a dispenser for air treating material, as shown."
D02463172,"Dispenser for air-treating material",1976-07-22,1977-11-08,"Eric Desmond Heath;Stewart Charles Arthur Young;Michael James Wade;Brian Smith","Airwick Industries, Inc.",D2304,D91651;D142009;D171177;D212753;D234606;D235648;2989632;3976246;4014501,"The ornamental design for a dispenser for air-treating material, as shown."
D02463180,"Dispenser for air treating material",1976-12-27,1977-11-08,"Albert F. Layton;Frederick B. Hadtke","Airwick Industries, Inc.",D2304,D142009;D171177;D204756;D235648;2383960;2412326;2603532;2657090;3134544;3286872;3976246,"The ornamental design for a dispenser for air treating material, as shown."
D02463199,"Dispenser for air treating material",1977-01-21,1977-11-08,"Bernard Rabussier;Jean-Pierre Mandon;Philippe Lecomte;Louis Nuer","Airwick Industries, Inc.",D2304,D220488;D242145;1074714;1640272;2878061;3424380;3964684,"The ornamental design for a dispenser for air treating material, as shown."
D02463202,"Dental console",1976-11-12,1977-11-08,"Danny Michael Truette","Pelton & Crane Company",D2401,D211689;D218165;D224617;2876542;3530513,"The ornamental design for a dental console, substantially as shown anddescribed."
D02463210,"Disposable syringe for storing and administering pharmaceutical",1975-11-20,1977-11-08,"Claes Peter Lofman","Astra Lakemedel Aktiebolag",D2404,D239332;D241884;3802435;3908654,"The ornamental design for a disposable syringe for storing andadministering pharmaceutical preparations, as shown and described."
D02463229,"Maxillary orthopedic suture separating orthodontic appliance",1976-11-12,1977-11-08,"James S. Krygier","",D2403,360695;1139170;1582570;1908853;2318001;3162948;3977082,"The ornamental design for the maxillary orthopedic suture separatingorthodontic appliance, substantially as shown and described."
D02463237,"Decorative end piece for use on upright ends of free-standing office",1975-10-30,1977-11-08,"John Kirk","",D2501,2642018,"The ornamental design for a decorative end piece for use on upright ends offree-standing office dividers, as shown and described."
D02463245,"Protective cap for a shaving head",1976-01-12,1977-11-08,"Klaas Tiemen Oord","U.S. Philips Corporation",D2803,D132817;D238826,"The ornamental design for a protective cap for a shaving head, as shown."
D02463253,"Fire extinguisher",1975-06-11,1977-11-08,"William J. Rakocy;Howard L. Rauch","North American Philips Corporation",D2901,D24587;D60511;D121083;D153098;D211084;1015048,"The ornamental design for a fire extinguisher, as shown and described."
D02463261,"Backgammon gameboard",1976-02-02,1977-11-08,"James R. Watson","",D2101,D31657;D137486,"The ornamental design for a backgammon gameboard, substantially as shownand described."
D02463270,"Game board",1976-04-15,1977-11-08,"Dan L. Luther","",D2101,D124823;D188676;1988988,"The ornamental design for a game board, as shown and described."
D02463288,"Golf club head",1976-06-23,1977-11-08,"George E. Tanner","",D2102,D226943,"The ornamental design for a golf club head, substantially as shown."
D02463296,"Golf putter head",1976-06-24,1977-11-08,"Harry H. Little","",D2102,D222280;D228396;D231625,"The ornamental design for a golf putter head, substantially as shown anddescribed."
D02463300,"Fluorescent light fixture",1976-05-27,1977-11-08,"Kenneth P. Krase;Kenneth R. Hawkins","Kenall Manufacturing Company",D2605,D200591;1941079;3766375,"The ornamental design for a fluorescent light fixture, substantially asshown and described."
D02463318,"Guitar head",1974-11-18,1977-11-08,"Grover G. Fields","CBS Inc.",D1703,D28340;D164227,"An ornamental design for a guitar head, substantially as shown anddescribed."
D02463326,"Ink ribbon cartridge",1976-01-05,1977-11-08,"Mario Bellini","Ing. C. Olivetti & C., S.p.A.",D1899,D205807;3918569;3960259,"The ornamental design for an ink ribbon cartridge, substantially as shownand described."
D02463334,"Card holder or the like",1976-03-19,1977-11-08,"Walter Boecher, Jr.","",D2002,D80669;D215320;D236113;2602250;2717463;2807897;2961785;3057093,"The ornamental design for holder for cards or the like, substantially asshown and described."
D02463342,"Upholstery fabric or the like",1975-03-26,1977-11-08,"Verner Panton","Mira-X S.A. Suhr",D0613,D66722;D69296;D89018;D179519,"The ornamental design for an upholstery fabric or the like."
D02463350,"Milk requirement indicator",1975-12-31,1977-11-08,"John Leslie Hopkins;Arthur Holmes","",D2099,D118950;1650996;2771854;3468388,"The ornamental design for a milk requirement indicator, substantially asshown and described."
PP0041432,"Carnation named Renegade",1976-10-07,1977-11-08,"David A. Krapes","Denver Wholesale Florists Company",A01H  500,,"I claim:1. A new and distinct variety of carnation plant, substantially as hereinshown and described, characterized by its high production of medium sizedred flowers borne on long sturdy stems, and by the very sparse occurrenceof splits and bullheading."
PP0041440,"Apple tree",1976-10-29,1977-11-08,"Robert B. Gordon","",A01H  503,,"I claim:1. A new and distinct variety of apple tree substantially as shown anddescribed, characterized as to novelty by the abundant production ofmedium to large size apples having a beautiful green and red coloringsuitable for growing in the mild climatic coastal regions of SouthernCalifornia, by the flesh of said apples which is crisp, firm, finetextured and very juicy and has a sweet-tart flavor and a distinct aromamaking the apples excellent for both eating and cooking, by its longflowering period that commences early in April and continues throughoutthe month of May, by the deep deep pink color of the petals at the timethe flowers first open, said deep pink color of the petals becomingprogressively lighter pink as the flowers approach maturity and becoming avery pale pink at full maturity, by the early maturing of the fruit and byits long bearing season that provides ripe apples commencing in mid Augustand continuing until mid October, and by its vigorous, dense, uprightgrowth habit that provides an attractive tree suitable for residentialplanting as well as for orchard use."
PP0041459,"Magnolia tree",1976-11-15,1977-11-08,"Carl H. Specht","Brooklyn Botanic Garden Corporation",A01H  500,,"I claim:1. A new and distinct variety of magnolia tree as herein described andillustrated, characterized by the tepals of the flower being a clearyellow with the outermost whorl slightly tinged with green."
PP0041467,"Ilex verticillata bush named Winter Red",1976-12-01,1977-11-08,"Robert C. Simpson","",A01H  500,,"I claim:1. A new and distinct variety of Ilex verticillata plant as herein shownand described, characterized by abundant fruit and the retention of thebrilliant red fruit coloration, retaining this characteristic from Octoberthrough March, its easy propagation from cuttings, and its vigorous growthhabit."
PP0041475,"African Violet plant -- Paula",1977-01-03,1977-11-08,"Werner Schwantje","Sunnyside Nurseries, Inc.",A01H  500,,"I claim:1. A new and distinct variety of African Violet as described andillustrated."
RE0294675,"Benzylcyano-amides",1976-09-13,1977-11-08,"Manasse Nussim;Ezra Levy;Jacob Naiman","Plantex, Ltd.",C07C12175,3462475;3671564;3676482,"We claim:1. .alpha.-cyano-3,4,5-trimethoxy-dihydrocinnamamide."
RE0294683,"Process for making a C.sub.1 -C.sub.7 aliphatic hydrocarbyl ester of an",1976-07-01,1977-11-08,"Anthony B. Clayton","Hercules Incorporated",C07C101447,3402198,"I claim:1. A process for synthesizing a C.sub.1 -C.sub.7 aliphatic hydrocarbylester of an N-[2,6-di(C.sub.1 -C.sub.7 alkyl)phenyl].alpha.-aminocarboxylic acid from the corresponding 2,6-di(C.sub.1-C.sub.7 alkyl)aniline and the corresponding .[.chlorocarboxylic.]..Iadd.chloroacetic .Iaddend.acid ester, which comprises effecting with acatalytic quantity of 2,6-.Iadd.di.Iaddend.(C.sub.1 -C.sub.7 alkyl)anilinehydrochloride reaction of said aniline and said ester.2. A process according to claim 1 in which said reaction is carried out at100.degree.-250.degree. C. for a period of time from about 15 minutes toabout 5 hours, and said catalytic quantity is about 0.5-5% by weight ofsaid aniline.3. A process according to claim 2 in which the reaction is carried outneat.4. A process according to claim 2 in which the reaction is carried out inan inert liquid reaction medium.5. A process according to claim 4 in which said hydrochloride is thehydrochloride salt of said aniline reactant.6. A process according to claim 5 in which said aniline is2,6-diethylaniline.7. A process according to claim 6 in which said chlorocarboxylic acid esteris ethyl chloroacetate."
