WKU,Title,App_Date,Issue_Date,Inventor,Assignee,ICL_Class,References,Claims
D02433117,"Hot water extraction-type carpet cleaning machine",1975-05-16,1977-02-08,"Robert N. Bartlett","Windsor Industries, Inc.",D0705;D1505,2583949;3605169;3815169;3818537;3821830,"The ornamental design for a hot water extraction-type carpet cleaningmachine, as shown."
D02433125,"Paint can rim cleaning tool",1975-08-29,1977-02-08,"Gerald D. Chaney","",D0705;D0805,272649;1211098;2544310;D34001,"The ornamental design for a paint can rim cleaning tool, as shown."
D02433133,"Glove drainer and drier",1975-12-17,1977-02-08,"Francis D. Varnado","",D0705,1981527;3096008;3166439;D227032,"The ornamental design of a glove drainer and drier, substantially as shownand described."
D02433141,"Axe",1975-04-17,1977-02-08,"Stig Hedvall","",D0803,303766;618658,"The ornamental design for an axe, as shown and described."
D02433150,"Tamping device",1976-01-12,1977-02-08,"James F. Smith","",D0802,2356641;D179018,"The ornamental design for a tamping device, as shown and described."
D02433168,"Bottle",1975-07-25,1977-02-08,"Raymond G. Reynolds","Owens-Illinois, Inc.",D0901,3935955;D232520,"The ornamental design for a bottle, substantially as shown and described."
D02433176,"Vehicle wheel locking nut",1975-10-06,1977-02-08,"Yasuharu Fukuyama","Fujita Industrial Co., Ltd.",D0808,2362999;D234486,"The ornamental design for vehicle wheel locking nut, as shown anddescribed."
D02433184,"Combined wrist-watch case with band",1975-07-21,1977-02-08,"Isao Kurihara","Citizen Watch Co., Ltd.",D1002,2189096;2542358;3700148;D152417;D186818;D225763,"The ornamental design for a combined wrist-watch case with band,substantially as shown."
D02433192,"Survey monument base",1975-09-19,1977-02-08,"Peter Berntsen;Phillip R. Peterson","",D1004,1037147;1272430;2038962;2181032;3685237;3748795;3916821;D231328,"The ornamental design for a survey monument base, as shown."
D02433206,"Archery bow weight scale",1975-05-01,1977-02-08,"Paul D. MacWilliams","",D1004,209180;985213;1443877;1750193;2364609;2450188,"The ornamental design for an archery bow weight scale, substantially asshown."
D02433214,"Fire detector",1975-09-02,1977-02-08,"Alvin A. Mayer","Statitrol Corporation",D1005,D215974;D238154,"The ornamental design for a fire detector, as shown."
D02433222,"Marine aeroglider",1975-12-02,1977-02-08,"Paul Francois Guienne","",D1214,3330240;D227308,"The ornamental design for a marine aeroglider, as shown."
D02433230,"Bumper",1976-05-06,1977-02-08,"Raymond A. Waldsmith","Energy Absorption Systems, Inc.",D1216,3752521;3901543,"The ornamental design for a bumper, as shown and described."
D02433249,"Anchor",1976-03-08,1977-02-08,"James M. Taylor","Wishbone Marine Products Inc.",D1216,2130120;2696187;2733678;3022762,"The ornamental design for an anchor, substantially as shown and describedin the accompanying drawing(s)."
D02433257,"Lavatory wash bowl",1975-11-05,1977-02-08,"Richard T. Krause;Richard Van Tilburg","Leigh Products, Inc.",D2302,D186301;D187635;D208762;D210827;D211688;D213558;D216310,"The ornamental design for a lavatory wash bowl, as shown."
D02433265,"Round bale handling attachment for a tractor equipped with a front end",1976-04-14,1977-02-08,"Lloyd L. Vandewater","",D1503,3667633;3834567;3908844;3921837;3957167,"The ornamental design for a round bale handling attachment for a tractorequipped with a front end bucket loader or a rear end lift mechanism,substantially as shown."
D02433273,"Electronic flash unit",1974-11-29,1977-02-08,"Aloysius Jacobus Maria Beeren","U.S. Philips Corporation",D1605,3794822;D210169;D233257,"The ornamental design for an electronic flash unit, as shown."
D02433281,"Tripod",1974-05-23,1977-02-08,"Michio Kawazoe","",D1605,3006052;D146167;D149878;D223638,"The ornamental design for a tripod, as shown and described."
D02433290,"Magnifier for calculator read out",1975-06-04,1977-02-08,"George A. Snarski","",D1606,2586581;2736097;2746346;2957390;D211369,"The ornamental design for a magnifier for calculator read out, as shown anddescribed."
D02433303,"Eyeglass frame",1975-11-24,1977-02-08,"Karl Pichler","Optyl Corporation",D1606,,"An ornamental design for eyeglass frame, substantially as shown."
D02433311,"Toy writing instrument, or similar article",1975-04-16,1977-02-08,"Janis V. Jaunarajs","Shelbud Products Corporation",D1906,D23501;D174588;D209112;D212884,"The ornamental design for a toy writing instrument, or similar article, asshown."
D02433320,"Fishing lure",1976-04-23,1977-02-08,"Richard C. Carroll","",D2204,1893686;3212209;D237612,"The ornamental design for a fishing lure, as shown."
D02433338,"Sprayer",1975-08-27,1977-02-08,"Tetsuya Tada","",D2304,3701478;3768734;3797749;3897006;3913841;3927834;D199098;D226712,"The ornamental design for a sprayer, substantially as shown and described."
D02433346,"Bathtub",1976-05-25,1977-02-08,"Henry M. Stairs, Jr.","American Standard, Inc.",D2302,2809380;3124811;3942199;D143768;D167574;D188236,"The ornamental design of a bathtub, substantially as shown."
D02433354,"Console humidifier",1975-08-15,1977-02-08,"Bertrand N. Trombley","Dart Industries Inc.",D2304,3615075;D236267,"The ornamental design for a console humidifier, substantially as shown."
D02433362,"Console humidifier",1975-08-15,1977-02-08,"David L. Painter","Dart Industries Inc.",D2304,3615075;D236267,"The ornamental design for a console humidifier, substantially as shown."
D02433370,"Dentist s syringe",1974-12-24,1977-02-08,"Sven Karl Lennart Goof","",D2402,,"The ornamental design for a dentist s syringe, as shown."
D02433389,"Multiple convergence linear optical and receiver plate for solar",1976-01-21,1977-02-08,"Will Clarke England","",D1302;D2605,3134021;3225651;3332318;3586592;3885876,"The ornamental design for a multiple convergence linear optical andconvective receiver plate for solar conversion or the like, substantiallyas shown and described."
D02433397,"Condensed multiple convergence linear optical and convective receiver",1976-01-21,1977-02-08,"Will Clarke England","",D1302;D2605,1986065;3134021;3797915;3885876,"The ornamental design for a condensed multiple convergence linear opticaland convective receiver plate for solar conversion or the like,substantially as shown and described."
D02433400,"Disk pack drive and controller",1975-12-19,1977-02-08,"Richard G. Clayton;John M. Blue;Jack K. Beduhn;Norman P. Guetschoff, Jr.","Burroughs Corporation",D1402,D227260;D231465;D232736;D233441;D234700,"The ornamental design for a disk pack drive and controller, substantiallyas shown."
D02433419,"Hand held electronic scanning camera probe",1975-06-30,1977-02-08,"Armin Miller","",D1402,D227109;D230403;D238680;D239287,"The ornamental design for a hand held electronic scanning camera probe, asshown and described."
D02433427,"Nail-on electric fence insulator",1975-12-12,1977-02-08,"Howard Langlie;Albert T. Berg, Jr.","",D1303,3572639;3749820;D233732;D233823;D233824,"The ornamental design for an electric fence insulator, substantially asshown."
D02433435,"Round-post electric fence insulator",1975-12-12,1977-02-08,"Albert T. Berg, Jr.;Howard Langlie","",D1303,3572639;3749820;D233732;D233823;D233824,"The ornamental design for a round-post electric fence insulator,substantially as shown."
D02433443,"Housing for fence charger",1975-06-10,1977-02-08,"Peter B. Allard","Introl Corporation",D1303,D106981;D114549;D122484;D130161,"The ornamental design for a housing for fence charger, as shown."
D02433451,"Pocket dictating machine",1975-09-08,1977-02-08,"Henricus Franciscus Theresia Schellens;John Collyer Speakman","U.S. Philips Corporation",D1401,3218080;D214794;D218317;D224322;D224712,"The ornamental design for a pocket dictating machine, as shown."
D02433460,"Star-shaped pendant roach clip",1975-08-05,1977-02-08,"Jerry L. Samuels","",D2702,1172948;2810176;D11877;D168276,"The ornamental design for star-shaped pendant roach clip, substantially asshown and described."
D02433478,"Smoking pipe, or similar article",1975-09-24,1977-02-08,"David Segal","",D2702,796408;924418;D68280,"The ornamental design for a smoking pipe, or similar article, as shown anddescribed."
D02433486,"Lighter",1975-11-24,1977-02-08,"Franz Alban Stuetzer","Rowenta-Werke GmbH",D2705,2751772;D145125;D223590;D225448,"The ornamental design for a lighter, as shown and described."
D02433494,"Lighter",1975-12-09,1977-02-08,"Robert Hocq","Societe Franco-Hispano-Americaine (FRANCISPAM)",D2705,D204949;D219112,"The ornamental design for a lighter, as shown and described."
D02433508,"Combined cigarette pack holder and matchbook",1975-02-13,1977-02-08,"Kunihiko Shibata","",D2706,1504357;2975890;3858788,"The ornamental design for a combined cigarette pack holder and matchbook,substantially as shown and described."
D02433516,"Rotary tie out stake for a pet animal",1975-10-17,1977-02-08,"Gaylord V. Laukhuf","",D3009,249904;1092036;1456627;2484263;2812743,"The ornamental design for a rotary tie out stake for a pet animal,substantially as shown and described."
D02433524,"Aquarium",1976-07-01,1977-02-08,"James A. Gray, Sr.","",D3002,D100281;D168582;D229839;D234024,"The new and ornamental design for aquarium, substantially as shown."
D02433532,"Golf head cover holder",1975-06-27,1977-02-08,"Harry M. Edwards","Matzie Golf Company, Inc.",D2102,3460207;3865292,"The ornamental design for a golf head cover holder, substantially as shown."
D02433540,"Tennis racket throatpiece",1975-09-26,1977-02-08,"Paul A. Witte;Thomas Johnson","Maark Corporation",D2102,3702189;3947029,"The ornamental design for a tennis racket throatpiece, as shown."
D02433559,"Golf club grip",1975-06-03,1977-02-08,"Clifford A. Spencer","Eaton Corporation",D2102,D223459;D232566,"The ornamental design for a golf club grip, substantially as shown anddescribed."
D02433567,"Toy animal figure and rider",1975-05-30,1977-02-08,"John D. Birdsall","",D2101,2526786;D169124;D171080,"The ornamental design for a toy animal figure and rider, substantially asshown and described."
D02433575,"Plant container",1974-11-11,1977-02-08,"Ronald John Gross","",D1102,1775831;3696987;3800469;3896587;D233058,"The ornamental design for a plant container, as shown and described."
D02433583,"Plant container",1974-11-11,1977-02-08,"Ronald John Gross","",D1102,1775831;3696987;3800469;3896587;D233058,"The ornamental design for a plant container, as shown and described."
D02433591,"Ring or bracelet",1974-09-23,1977-02-08,"Loris Nevrous","",D1101,2016679,"The ornamental design for a ring or bracelet, as shown and described."
D02433605,"Pendant",1975-07-23,1977-02-08,"Gary K. Kobashikawa","",D1101,D37021;D143343,"The ornamental design for a pendant, as shown."
D02433613,"Lamp",1974-10-21,1977-02-08,"Saul Corber;Murray E. Moss","",D2602,881264;3256428;3829332,"The ornamental design for a lamp, as shown."
D02433621,"Food tray temperature maintenance station",1975-10-06,1977-02-08,"George K. Shumrak;Anthony Mack","Sweetheart Plastics, Inc.",D1508,3275393;3610225;3714394;3924100,"The ornamental design for a food tray temperature maintenance station, asshown and described."
D02433630,"Font of characters for forming a graphic display",1974-10-09,1977-02-08,"John E. Crowe","Honeywell Inc.",D1803,2730040;3130397;3696387;3739222,"The ornamental design for a font of characters for forming a graphicdisplay, as shown."
D02433648,"Head hood for respiratory inhalation systems",1975-07-23,1977-02-08,"Bruce B. Miller","",D2402,3196871;3680557;3786809;3799163;3813092,"The ornamental design for a head hood respiratory inhalation systems, asshown."
D02433656,"Medical airway tube separator or the like",1976-03-31,1977-02-08,"David E. Cross","Smiths Industries Limited",D2404,2963247;3080867;3630195;3799471;3942528,"The ornamental design for a medical airway tube separator or the like,substantially as shown."
D02433664,"Protective casing for pacifiers",1975-08-18,1977-02-08,"Linda L. Lybe;Lola M. Coulombe","",D2404,1258766;2041670;2831596;D31232,"The ornamental design for a protective casing for pacifiers, as shown."
D02433672,"Hair dryer",1975-08-11,1977-02-08,"Petrus Jacobus Johanna Nagelkerke","U.S. Philips Corporation",D2803,D196341;D228370;D237840,"The ornamental design for a hair dryer, as shown."
D02433680,"Hair dryer",1975-08-11,1977-02-08,"Petrus Jacobus Johanna Nagelkerke","U.S. Philips Corporation",D2803,D155615;D223975;D231573,"The ornamental design for a hair dryer, as shown."
D02433699,"Deep textured decorative laminate",1975-03-27,1977-02-08,"Jack August Willard","Formica Corporation",D0506,D114258;D140498;D207826,"The ornamental design for a deep textured decorative laminate,substantially as shown."
D02433702,"Textile fabric",1975-02-24,1977-02-08,"Susan Collier","Liberty of London Prints Limited",D0505,D88037;D88054;D88608;D90148;D90150;D90282;D96017;D102120,"The ornamental design for a textile fabric, as shown."
PP0040150,"Yellow rose plant",1976-03-01,1977-02-08,"Roy L. Byrum","Joseph H. Hill Company",A01H  500,,"I claim:1. A new and distinct rose plant variety substantially as herein shown anddescribed, characterized by the distinctive yellow color and the strongtea fragrance of its flowers, its vigorous growth, and its year aroundabundant production of blooms on strong upright stems."
PP0040169,"Rose plant",1976-03-01,1977-02-08,"Roy L. Byrum","Joseph H. Hill Company",A01H  500,,"I claim:1. A new and distinctive variety of rose plant substantially as hereinshown and described, characterized by the distinctive Nasturtium Red toEmpire Rose general color effect of the open flowers, by its slightlyspicy flower fragrance, its abundant and continuous flower production, andits vigorous year around growth habit."
RE0291331,"Constant length composite glass fiber cable under varying temperature",1975-02-18,1977-02-08,"Donald L. Snellman;Willard G. Hudson","Norfin, Inc.",D02G  318;D02G  340,3309861;3371476;3662533,"The embodiments of the invention in which a particular property orprivilege is claimed are defined as follows:1. A composite cable structure composed of multiple layers of helicallywound glass fiber rovings with each of the glass .[.fibers.]..Iadd.filaments .Iaddend.making up each roving completely surrounded by acured elastomeric sheath bonded to the elastomeric sheaths surroundingadjacent filaments of both the same and adjacent rovings, each layer ofroving having the same helical angle as the initial and adjacent layers ofroving, the helical angle selected to produce a cable of controlledelongation over a wide temperature range under varying tensile loads.2. .[.A.]. .Iadd.The composite .Iaddend.cable structure of claim 1 whereinthe helical angle is no greater than about 12.degree..3. The composite cable structure of claim 1 wherein the helical angleranges from about 5 to 9.degree..4. The composite cable of claim 1 wherein the elastomer is a urethaneelastomer.5. A composite cable structure composed of multiple layers of helicallywound glass fiber rovings with each of the glass .[.fibers.]..Iadd.filaments .Iaddend.making up each roving completely surrounded by.Iadd.a .Iaddend.cured elastomeric sheath bonded to the elastomericsheaths surrounding adjacent filaments of both the same and adjacentrovings, each layer of roving having the same helical angle as the initialand adjacent layers of roving, the helical angle being no greater thanabout 12.degree., such that the composite cable maintains an essentiallyconstant length under widely varying temperature conditions.6. A method of making a composite cable structure composed of multiplelayers of helically wound glass fiber rovings with each of the glass.[.fibers.]. .Iadd.filaments .Iaddend.making up each roving completelysurrounded by a cured elastomeric sheath, the composite cable capable ofmaintaining substantially constant length under varying temperatureconditions, comprising:twisting a plurality of glass fiber rovings, the glass .[.fibers.]..Iadd.filaments .Iaddend.of which are individually coated with an uncuredelastomeric resin incorporating a curing agent or hardener therein to forman initial lay-up,twisting further layers of glass fiber rovings, the glass .[.fibers.]..Iadd.filaments .Iaddend.of which are coated with an uncured elastomericresin, around the initial lay-up in the same direction until a cable ofdesired cross-sectional diameter is obtained, andmaintaining the helical angle of the initial and subsequent rovings duringlay-up constant and no greater than about 12.degree..7. The method of claim 6 wherein the helical angle is maintained betweenabout 5.degree. to 9.degree..8. The method of claim 6 wherein the elastomer is a urethane elastomer..Iadd. 9. The composite cable of claim 1 wherein the helical angle isselected so as to control the elongation to maintain essentially constantcable length. .Iaddend..Iadd. 10. a method of making a composite cable ofglass fiber rovings comprising the steps of:helically winding a plurality of glass fiber rovings to form successivelayers of increasing diameter;surrounding the filaments of each of said rovings with an uncuredelastomeric resin having a curing agent or hardener in contact therewithto form an elastomeric cable matrix; andmaintaining the helical angle of the initial and subsequent layers during alay-up at a constant value selected to control thermal elongation effectson the cable. .Iaddend..Iadd. 11. The method of claim 10 wherein thethermal elongation effects on the cable are controlled such that the cablemaintains essentially constant length under widely varying temperatureconditions. .Iaddend..Iadd. 12. A composite cable in which thermalelongation effects are controlled under widely varying temperatureconditions, the cable being fabricated by the process of helically windinga plurality of glass fiber rovings to form successive layers of increasingdiameter, surrounding the filaments of each of said rovings with anuncured elastomeric resin having a curing agent or hardener in contacttherewith to form a cable matrix, and maintaining the helical angle of theinitial and subsequent layers during lay-up at a constant value selectedto control thermal elongation effects on the cable. .Iaddend..Iadd. 13.The composite cable of claim 12 wherein the thermal elongation effects onthe cable are controlled such that the cable maintains an essentiallyconstant length under widely varying temperature conditions."
RE0291340,"Polyimide precursor and method and composition for preparing it",1975-04-30,1977-02-08,"Leonard E. Edelman;William M. Alvino","Westinghouse Electric Corporation",C08G 7310,3179614;3300420;3489696;3666709;3708458,"We claim:1. A method of making a soluble polyimide precursor comprising:1. preparing a composition which comprises:"
RE0291358,"Sequential to simultaneous conversion system",1976-03-19,1977-02-08,"Yasumasa Sugihara","The General Corporation",H04N  942,3267211,"What I claim is:1. In a color television receiver having a shadow-mask color picture tubefor reproducing simultaneously applied color signals from line-sequentialrecorded image signals, the combination comprising a video amplifier foramplifying a line-sequential color television signal, a first delaycircuit connected to the output of said video amplifier and for delayingthe output signals thereof by one horizontal scanning period, a seconddelay circuit connected to the output of said first delay circuit and fordelaying the output signals to said video amplifier by two horizontalscanning periods, three ring counters for generating by turns a squarewave having a pulse width of one horizontal scanning period in each threehorizontal scanning period with said square wave being produced in eachdifferent horizontal scanning period of three horizontal scanning periods,gate circuits for red signals connected to each output of said videoamplifier and of said delay circuits and for passing the continued redsignals from said each output in each three horizontal scanning period bymeans of the output signals of said three ring counters, gate circuits forblue signals connected to each output of said video amplifier and of saiddelay circuits and for passing the continued blue signals from each outputin each three horizontal scanning period by means of the output signals ofsaid three ring counters, gate circuits for green signals connected toeach output of said video amplifier and of said delay circuits and forpassing the continued green signals from said each output in each signalsof said three ring counters, and amplifiers for amplifying the respectiveoutputs of said each gate circuit to a level sufficient to reproduce acolor image on said color picture tube.2. In a color television receiver having a shadow-mask color picture tubefor reproducing simultaneously applied color signals from line-sequentialrecorded image signals, the combination comprising a video amplifier foramplifying a line-sequential color television signal, a first delaycircuit connected to the output of said video amplifier and for delayingthe output signals thereof by one horizontal scanning period, a seconddelay circuit connected to the output of said first delay circuit and fordelaying the output signals of said video amplifier by one horizontalscanning periods, two ring counters for generating a square wave having apulse width of one horizontal scanning period in each different horizontalscanning period with said square wave being produced in each differenthorizontal scanning period of three horizontal scanning periods, gatecircuits for red signals connected to each output of said video amplifierand of said circuits and for passing the red signals from said each outputin each horizontal scanning period by means of the output signals of saidtwo ring counters, said red signals being blanked off in one horizontalscanning period corresponding to a blanking portion of said square wave,gate circuits for blue signals connected to each output of said videoamplifier and of said delay circuits and for passing the blue signals fromsaid each output in each horizontal scanning period by means of the outputsignals of said two ring counters, said blue signals being blanked off inone horizontal scanning period corresponding to a blanking portion of saidsquare wave, gate circuits for green signals connected to each output ofsaid video amplifier and of said delay circuits and for passing the greensignals from said each output in each horizontal scanning period by meansof the output signals of said two ring counters, said green signals beingblanked off in one horizontal scanning period corresponding to a blankingportion of said square wave, and amplifiers for amplifying the respectiveoutputs of each gate circuit to a level sufficient to reproduce a colorimage of said color picture tube."
040064948,"Pants with front pocket",1976-01-26,1977-02-08,"E. Roy Knoppel","",A41D  106;A41D 2720,1258591;1827585;2521410;2702545;3137862,"I claim:1. In a pair of pants or slacks having a waistband at the top, a crotchspaced below the waistband, a front panel between the waistband and thecrotch, and a pair of legs, the improvement which comprises:a front pocket joined directly to said front panel and extending from sideto side across the front thereof for at least substantially the width ofthe pants between the respective centerlines of its legs;said pocket having a back panel and a front panel which are joined to eachother and disconnected from said front panel of the pants at the loweredge and along the opposite side edges up from said lower edge of thepocket, whereby to provide a flap at the lower end of the pocket that isfoldable up in front of the upper portion of the pocket;said pocket having a substantially horizontal top opening extending fromside to side across substantially the full width of the pocket, and aslide fastener extending across said top opening;said front and back panels of the pocket being stitched at their upper endsto said front panel of the pants;said top opening in the pocket being spaced below the stitched upper end ofsaid front and back panels of the pocket;and said front and back panels of the pocket being stitched to said frontpanel of the pants down along the opposite side edges of the pocket fromthe upper end of said front and back panels of the pocket to a locationmore than half-way down the pocket.2. A pair of pants or slacks according to claim 1, and further comprising asmaller inner pocket joined to said back panel of the first-mentionedpocket at the front thereof, said inner pocket being disposed completelyinside said first-mentioned pocket and being open at the top.3. In a pair of pants or slacks having a waistband at the top, a crotchspaced below the waistband, a front panel between the waistband and thecrotch, and a pair of legs, the improvement which comprises:a front pocket joined directly to said front panel and extending from sideto side across the front thereof for at least substantially the width ofthe pants between the respective centerlines of its legs;said pocket having a back panel and a front panel which are joined to eachother and disconnected from said front panel of the pants at the loweredge and along the opposite side edges up from said lower edge of thepocket, whereby to provide a flat at the lower end of the pocket that isfoldable up in front of the upper portion of the pocket;said pocket having an opening at the front;and said front and back panels of the pocket being stitched to said frontpanel of the pants across the top of the pocket above said opening anddown along each side edge of the pocket below said opening.4. In a pair of pants or slacks having a waistband at the top, theimprovement which comprises:a front pocket attached to the front of the pants between the waistband andthe crotch and extending substantially the full distance between thecenterlines of the respective legs, said pocket having an opening at thetop which is spaced below said waistband, said pocket being joineddirectly to the front of the pants along each side edge of the pocket, andsaid pocket at its lower end being disconnected from the front of thepants and presenting a flexible flap that is foldable up in front of theupper portion of the pocket.5. A pair of pants or slacks according to claim 4, wherein the front of thepants has a central opening just above the crotch behind said flap andnormally covered by the latter."
040064956,"Coat construction",1975-09-15,1977-02-08,"John Roger Jones","",A41D  102,2073711;2465286;3024466;3380075,"I claim:1. A coat garment including, in combination, a coat body having oppositearm apertures; a pair of semi-detachable sleeves having upper arm-holemargins provided with lower-rear portions solely permanently attached tosaid coat body proximate said arm apertures, said sleeves also havingrespective, elongate, arm removal and replacement, mutually and releasablyclosable longitudinal margins extending longitudinally along said sleeves,said longitudinal margins being so provided with means for so releasablyclosing said longitudinal margins; and means for releasably securing saidsleeves along remaining portions of said upper margins to said coat body,about and over said arm apertures for closed registry therewith, saidlongitudinal margins respectively extending to said remaining portions toform extensions thereof.2. A coat garment including, in combination, a coat body having oppositearm apertures; a pair of semi-detachable sleeves having upper arm-holemargins provided with lower-rear portions solely permanently attached tosaid coat body proximate said arm apertures, said sleeves also havingrespective, elongate, arm removal and replacement, mutually and releasablyclosable longitudinal margins extending longitudinally along said sleeves,said longitudinal margins being so provided with means for so releasablyclosing said longitudinal margins; and means for releasably securing saidsleeves along remaining portions of said upper margins to said coat body,about and over said arm apertures for closed registry therewith, saidlongitudinal margins respectively extending to said remaining portions toform extensions thereof, and wherein said coat body is provided withinterior pockets releasably receiving said sleeves, respectively, when instored condition therein.3. A coat garment including, in combination, a coat body having oppositearm apertures; a pair of semi-detachable sleeves having upper arm-holemargins provided with lower-rear portions solely permanently attached tosaid coat body proximate said arm apertures, said sleeves also havingrespective, elongate, arm removal and replacement, mutually and releasablyclosable longitudinal margins extending longitudinally along said sleeves,said longitudinal margins being so provided with means for so releasablyclosing said longitudinal margins; and means for releasably securing saidsleeves along remaining portions of said upper margins to said coat body,about and over said arm apertures for closed registry therewith, saidlongitudinal margins respectively extending to said remaining portions toform extensions thereof, and wherein said coat body is provided with aback, forward panel secured thereto and forming therewith pocket means forreceiving said sleeves when in folded condition therein."
040064964,"Safety helmet",1975-08-13,1977-02-08,"Peter O. Marker","Land Tool Company",A42B  300,3116490;3242500;3245087;3465363;3500475;3609764;3616463;3820163,"What is claimed is:1. A safety helmet comprising an outer shell shaped to be worn on the headof a user and constructed of a preselected lightweight material having ahigh flexural modulus for distributing an impact load,a shock absorbing liner including integral stiffening pads adapted to becarried by the shell,the stiffening pads being constructed and defined to cover the brow areasand rear areas of the shell when the helmet is worn on the head of theuser and extending in contact with the inner wall of the shell at saidedges, anda resilient shock dampening layer arranged between the inner wall of theshell and the outer surface of the shock absorbing liner and extendingcoextensively with the inner wall of the shell to said stiffening pads forthe shock absorbing liner, the resilient layer and shock absorbing linerbeing arranged in a close friction fit with the inside wall of the shell,the resilient layer and shock absorbing layer being constructed and definedfor coacting to absorb the impact energy transmitted through the outershell and to release the stored energy after impact without any permanentdeformation.2. A safety helmet as defined in claim 1 wherein the resilient layer ischaracterized as having maximum recovery and viscous dampening propertiesto function for dampening and insulating impact energy and for maintaininga substantial majority of the stopping distance during multiple impacts.3. A safety helmet as defined in claim 2 wherein the outer shell isconstructed of a fiber glass reinforced plastic material.4. A safety helmet as defined in claim 3 wherein the shock dampening layeris constructed of fine-celled flexible polyethylene foam material.5. A safety helmet as defined in claim 4 wherein the shock liner isconstructed of an expandible polystyrene.6. A safety helmet as defined in claim 1 including a sizing liner having anexpanded polystyrene foam material constructed and defined to cover theinner wall of the shell at the areas covering the ears of the user whenthe helmet is worn on the head of the user."
