WKU,Title,App_Date,Issue_Date,Inventor,Assignee,ICL_Class,References,Claims
D02435748,"Hot water extraction-type carpet cleaning apparatus and wheeled dolly",1975-07-16,1977-03-08,"Robert N. Bartlett","Windsor Industries, Inc.",D0705,2778563;2962118;3320727;3653190;D237035,"The ornamental design for a hot water extraction-type carpet cleaningapparatus and wheeled dolly therefor, as shown and described."
D02435756,"Stand for a teleprinter",1975-07-10,1977-03-08,"John E. Knox","International Standard Electric Corporation",D0604,2306209;D142097;D211471;D229835;D233718,"The ornamental design for a stand for a teleprinter, substantially asshown."
D02435764,"Tape storage rack",1975-12-23,1977-03-08,"Richard Zinck","",D0604,D114671;D175997;D230234,"The ornamental design for a tape storage rack, as shown and described."
D02435772,"Display rack for carpet samples or the like",1975-05-15,1977-03-08,"Gerard M. Schouten","Armstrong Cork Company",,1700212;2017944;2946454;3534863;D151342;D191484,"The ornamental design for a display rack for carpet samples or the like,substantially as shown and described."
D02435780,"Drinking mug",1975-03-07,1977-03-08,"Alfred W. Danat","",D0701,D209219;D218349;D229172;D232011;D234898,"The ornamental design for drinking mug, as shown and described."
D02435799,"Pitcher or similar article",1976-04-28,1977-03-08,"Frank J. Benes","Anchor Hocking Corporation",,D97909;D110899;D214841;D215744,"The ornamental design for a pitcher or similar article, substantially asshown and described."
D02435802,"Fastener",1975-05-08,1977-03-08,"Charles J. DeCaro","Textron, Inc.",D0808,,"The ornamental design for a fastener, substantially as shown and described."
D02435810,"Guide spring for window sashes or similar article",1974-04-15,1977-03-08,"Lorane C. Goss, Jr.;James T. Cribben;Joseph J. Miller","Capitol Products Corporation",D0809,2751175,"The ornamental design for guide spring for window sashes or similararticle, substantially as shown."
D02435829,"Screw plug mounting for an electric immersion heater",1975-07-10,1977-03-08,"Robert D. Shirey","",D0808,1279651;1569881;3138173,"The ornamental design for a screw plug mounting for an electric immersionheater, substantially as shown and described."
D02435837,"Plastic sleeve-encased bottle",1975-05-07,1977-03-08,"Raymond G. Reynolds","Owens-Illinois, Inc.",D0901,3604584;3935955;D236429,"The ornamental design for a plastic sleeve - encased bottle, substantiallyas shown and described."
D02435845,"Bottle",1975-04-09,1977-03-08,"Raymond G. Reynolds","Owens-Illinois, Inc.",D0901,3935955,"The ornamental design for a bottle, substantially as shown and described."
D02435853,"Combined bottle and closure",1975-01-09,1977-03-08,"John D. Angleman;Doris DuCret","Bristol-Myers Company",D0901,D189374;D207070;D219262,"The ornamental design for a combined bottle and closure, as shown anddescribed."
D02435861,"Clock",1975-05-12,1977-03-08,"Toshihiro Araki","Japan Suncrux Co., Ltd.",D1001,D187076;D206820;D220543;D233365;D234149,"The ornamental design for a clock, as shown."
D02435870,"Pendant watch",1975-07-28,1977-03-08,"Shelton Shiu-Tong Ho","Excelco International Inc.",D1002,D66249;D73323;D162816;D162817;D224747;D224803,"The ornamental design for a pendant watch, as shown and described."
D02435888,"Wrist watch",1975-07-28,1977-03-08,"Shelton Shiu-Tong Ho","Excelco International Inc.",D1002,D52220;D162816;D162817;D224747;D224803,"The ornamental design for a wrist watch, as shown and described."
D02435896,"Sonar unit for fishermen",1975-06-09,1977-03-08,"John C. Moore","Lowrance Electronics, Inc.",D1004,3624596;3747413;D222941,"The ornamental design for a sonar unit for fishermen, substantially asshown and described."
D02435900,"Bicycle reflector",1975-08-08,1977-03-08,"Nicholas A. Amoroso","Bright Star Industries, Inc.",D1006,D237367,"The ornamental design for a bicycle reflector, substantially as shown anddescribed."
D02435918,"Panel for display of time or frequency, or both",1975-07-28,1977-03-08,"Howard Alan Taishoff","",D1007,3548165;3574992;3762152;3846701,"The ornamental design for a panel for display of time or frequency, orboth, as shown and described."
D02435926,"Christmas wall hanging",1974-11-01,1977-03-08,"Helen L. Taber","",D1102,D103267,"The ornamental design for a Christmas wall hanging, as shown and described."
D02435934,"Multipurpose knockdown handcart",1975-08-22,1977-03-08,"Harvey J. Smith, Sr.;John T. Lipford","",D1202,2667320;2745676;3754771;3893699;D157597;D184571;D199053,"The ornamental design for a multipurpose knockdown handcart, as shown."
D02435942,"Self-propelled hang glider carriage",1975-10-06,1977-03-08,"Jeffrey F. Koch","",D1207,1735308;3204368;3813060;D233426,"The ornamental design for a self-propelled hang glider carriage, as shown."
D02435950,"Automobile body",1975-07-07,1977-03-08,"Frederick W. Belz","",D1208,D221378,"The ornamental design for an automobile body, as shown."
D02435969,"Livestock trailer",1976-02-20,1977-03-08,"Nick Ksenych","",D1210,3053224;D172713;D172800,"The ornamental design for a livestock trailer, as shown."
D02435977,"Motorcycle camper housing",1976-02-13,1977-03-08,"Marion Leon Headington, Jr.","",D1210,3788670;D225622;D232021,"The ornamental design for motorcycle camper housing, as shown anddescribed."
D02435985,"Bicycle frame",1975-07-22,1977-03-08,"Charles Patrick Duncan Davidson","Joseph Lucas Limited",D1211,692942;2770311;3533643;D209122,"The ornamental design for a bicycle frame, as shown."
D02435993,"Vehicle tire traction device",1975-07-31,1977-03-08,"Harry M. Gilmartin","",D1216,1578803;2856979;3696852;3856068;D104270,"The ornamental design for a vehicle tire traction device, as shown anddescribed."
D02436000,"Television camera",1974-07-25,1977-03-08,"Hans Erich Slany","Robert Bosch G.m.b.H.",D1601,3613538,"The ornamental design for a television camera, substantially as shown anddescribed."
D02436019,"Microscope",1976-02-17,1977-03-08,"Arthur B. Leeming, Sr.;Edwin A. Speaker","Bausch & Lomb Incorporated",D1606,3490846;3795377;3804486;3826559,"The ornamental design for a microscope, substantially as shown anddescribed."
D02436027,"Contact lens handling device",1975-11-06,1977-03-08,"Edward R. Updegraff","",D1606,3922025;D236376,"The ornamental design for a contact lens handling device, substantially asshown."
D02436035,"Educational chromatograph",1974-09-13,1977-03-08,"John P. Salsgiver","",D1907,,"The ornamental design for educational chromatograph, as shown anddescribed."
D02436043,"List finder",1975-01-16,1977-03-08,"Mel Evenson","Eldon Industries, Inc.",D1902,2551213;2575482;3820264,"The ornamental design for a list finder, substantially as shown anddescribed."
D02436051,"Fishing lure",1975-08-06,1977-03-08,"Frank Howard Shewmake","",D2205,2692451,"The ornamental design for a fishing lure, substantially as shown."
D02436060,"Bow string cable fitting",1975-12-22,1977-03-08,"John A. Carlson","Conchemco, Incorporated",D2205,224114;3415241,"The ornamental design for a bow string cable fitting, as shown."
D02436078,"Spout",1975-08-25,1977-03-08,"Rune G. Mono;Michele Morichetto","",D2301,2367809;2585997;D187845;D203246;D219740;D221429;D227467,"The ornamental design for a spout, as shown and described."
D02436086,"Faucet",1975-08-25,1977-03-08,"Rune G. Mono;Michele Morichetto","",D2301,D73236;D150112;D179433;D183176;D183272;D231227,"The ornamental design for a faucet, as shown and described."
D02436094,"Handshower",1975-08-25,1977-03-08,"Rune G. Mono;Michele Morichetto","",D2301,3319893;3637143;D105160;D141185;D186012;D212535;D221431;D224834;D228908;D231697;D237708,"The ornamental design for handshower, as shown and described."
D02436108,"Water sweeper",1975-12-12,1977-03-08,"Randall T. Craig","",D2301,2692163;2889994;D201240;D229932,"The ornamental design for a water sweeper, as shown."
D02436116,"Light attracting insect electrocutor",1975-12-08,1977-03-08,"Donald E. Gilbert","",D2206,2835071;3346988;D125047,"The ornamental design for a light attracting insect electrocutor,substantially as shown and described."
D02436124,"Electric control unit for flying insects",1976-01-07,1977-03-08,"Donald E. Gilbert","",D2206,2835071;3346988;D125047,"The ornamental design for an electrocutor for flying insects, substantiallyas shown and described."
D02436132,"Retaining wall stringer",1976-02-06,1977-03-08,"William K. Hilfiker","Hilfiker Pipe Co.",D2501,490726;3877236;3922864;D224292,"The ornamental design for a retaining wall stringer, as shown."
D02436140,"Stake",1975-11-03,1977-03-08,"Michael T. Russo","",D3100,406645;1517119;2349110;3066447;D218582;D225114,"The ornamental design for a stake, as shown and described."
D02436159,"Electric battery",1975-08-13,1977-03-08,"Gordon E. Kaye","P. R. Mallory & Co., Inc.",D1302,2590804;3317349,"The ornamental design for an electric battery, substantially as shown anddescribed."
D02436167,"Electric battery",1975-08-13,1977-03-08,"Gordon E. Kaye","P. R. Mallory & Co., Inc.",D1302,2590804;3317349,"The ornamental design for an electric battery, substantially as shown anddescribed."
D02436175,"Electric battery",1975-08-13,1977-03-08,"Gordon E. Kaye","P. R. Mallory & Co., Inc.",D1302,2590804;3317349,"The ornamental design for an electric battery, substantially as shown anddescribed."
D02436183,"Electric battery",1975-08-13,1977-03-08,"Gordon E. Kaye","P. R. Mallory & Co., Inc.",D1302,2590804;3317349,"The ornamental design for an electric battery, substantially as shown anddescribed."
D02436191,"Telephone instrument",1975-03-12,1977-03-08,"Karl Axel Torbjorn Olsson","Telefonaktiebolaget",D1403,D159701;D216265;D235069,"The ornamental design for a telephone instrument, as shown."
D02436205,"Listening center",1975-09-17,1977-03-08,"Jack H. Williams","",D1403,3155778;3166859;D219984;D227484;D227486,"The ornamental design for a listening center, as shown and described."
D02436213,"Ear tag",1974-06-17,1977-03-08,"Jay R. Sulik","Zoecon Industries, Inc.",D3008,53360;124418;D229571,"The ornamental design for an ear tag, as shown."
D02436221,"Ear tag",1974-10-24,1977-03-08,"Ronald L. Burke;Jay R. Sulik","Zoecon Industries, Inc.",D3008,53360;124418;D229571,"The ornamental design for an ear tag, as shown."
D02436230,"Ear tag",1975-01-09,1977-03-08,"Lee-Louise H. Priest","Zoecon Industries, Inc.",D3008,3360877;D229571,"The ornamental design for an ear tag, as shown."
D02436248,"Game cabinet",1975-10-20,1977-03-08,"Peter L. Takaichi","Atari, Inc.",D2103,3790172;3815913;D232951,"The ornamental design for a game cabinet, as shown and described."
D02436256,"Game cabinet",1975-10-20,1977-03-08,"Kenneth W. Sauter","Atari, Inc.",D2103,2148828;3231988;3583079,"The ornamental design for a game cabinet, as shown and described."
D02436264,"Game cabinet",1975-10-20,1977-03-08,"Regan L. Cheng","Atari, Inc.",D2103,3193946;3488861,"The ornamental design for a game cabinet, as shown and described."
D02436272,"Child s coaster vehicle",1975-09-22,1977-03-08,"Robert E. Clower","",D2101;D1214,3887210;D189614;D190024,"The ornamental design for the child s coaster vehicle, substantially asshown and described."
D02436280,"Disposable capsule for separately storing components of dental amalgams",1975-08-01,1977-03-08,"Joseph G. Biondo","Engelhard Minerals & Chemicals Corporation",D2402,3139181;3485353;3536191;3651932;3917062;D231616,"The ornamental design for a disposable capsule for separately storingcomponents of dental amalgams, as shown."
D02436299,"Lamp",1975-06-12,1977-03-08,"Alfred Brych","Saft-Societe des Accumulateurs Fixes et de Traction",D2602,1866600;3443084;D131140;D145427;D226218;D229219,"The ornamental design for a lamp, as shown."
D02436302,"Radio receiver",1975-05-07,1977-03-08,"Tsutomu Murakami;Toshio Igo;Ken Kawamura;Katsuhiko Makino;Hironosuke Koda;Shinzo Murakami","Matsushita Electric Industrial Co., Ltd.",D1403,D234974,"The ornamental design for a radio receiver, as shown."
D02436310,"Soap bar",1975-05-19,1977-03-08,"David J. Morrison","",D2802,1587279;1688902;3382632;D99087,"The ornamental design for a soap bar, substantially as shown and described."
D02436329,"Soap bar",1975-09-02,1977-03-08,"David J. Morrison","",D2802,282145;1422146;1495896;1587279,"The ornamental design for a soap bar, substantially as shown and described."
D02436337,"Soap bar",1975-09-22,1977-03-08,"David J. Morrison","",D2802,1587279;D16397,"The ornamental design for a soap bar, substantially as shown and described."
D02436345,"Soap bar",1975-09-22,1977-03-08,"David J. Morrison","",D2802,1587279;D16397;D99075;D186200,"The ornamental design for a soap bar, substantially as shown and described."
D02436353,"Pressure relief valve for respiratory inhalation systems",1975-07-23,1977-03-08,"Bruce B. Miller","",D2902,3521627;3688794;D202319;D233569;D234637,"The ornamental design for a pressure relief valve for respiratoryinhalation systems, as shown and described."
D02436361,"Medicament dispenser for children",1976-02-23,1977-03-08,"Stuart C. Rubin;Gilbert I. Martin","",D2404,2698996;3187955;3839793;D171538;D198658;D203143,"The ornamental design for a medicament dispenser for children, as shown."
D02436370,"Vacuum bottle tote bag",1975-07-31,1977-03-08,"Harold Rabinowitz","Dart Industries Inc.",D0302,1318652;2851076;2857949;3583459;3927809;D239785,"The ornamental design for a vacuum bottle tote bag, substantially as shownand described."
D02436388,"Safety razor blade assembly",1976-06-11,1977-03-08,"Norman D. Poisson","The Gillette Company",D2803,3724070;3783510;3815233;D87192;D224479,"The ornamental design for a safety razor blade assembly, substantially asshown and described."
D02436396,"Bezel flashing sign",1975-04-14,1977-03-08,"Conrad J. Escalante","",D2003,690649;913309;D162355,"The ornamental design for a bezel flashing sign, substantially as shown anddescribed."
D02436400,"Rotary advertising display",1976-05-21,1977-03-08,"John J. Casparro","",D2002,1535437;3590505;3665625;3798808;D237122,"The ornamental design for a rotary advertising display, substantially asshown."
PP0040215,"Apple tree",1975-11-24,1977-03-08,"William E. Dalton","",A01H  503,,"I claim:1. A new and distinct variety of apple tree, substantially as herein shownand described, characterized particularly as to novelty by a generalresemblance in some respects to the variety  Golden Delicious (unpatented), but being principally distinguished therefrom by asemi-dwarf habit of growth, with crotch angles of almost 90.degree.; amore spreading spur type fruiting habit which enables better developmentand easier picking of the fruit; a larger and more uniform fruit sizethroughout the tree, with most of the fruit grading tray-pack or extrafancy; excellent russet resistance (at least 95% free of russetting) farsuperior to the normally heavy russetting of the variety  GoldenDelicious;  an attractive golden yellow fruit color which has adistinctive and attractive reddish blush even at low altitudes; betterhardiness than  Golden Delicious,  with the ability to withstand lowertemperatures during the blooming period; a more prolific fruit bearinghabit than  Golden Delicious  when grown under the same climate and soilconditions; a longer harvest period usually ranging for about a fullmonth, beginning in early September and continuing into early October atHendersonville, N.C.; and a self-fertile habit, with a suitability for useas a pollinator for other varieties."
PP0040223,"Strawberry plant",1976-04-07,1977-03-08,"Harold A. Johnson, Jr.","Driscoll Strawberry Associates, Inc.",A01H  503,,"I claim:1. The new and distinct variety of strawberry plant herein described andillustrated, and identified by the characteristics enumerated above."
RE0291463,"Housing for coin operated constructions",1975-11-28,1977-03-08,"George I. Wimpffen","Qonaar Corporation",E05B 6552,655991;807253;1061552;1985869;2907090,"That which is claimed is:1. In a coin handling construction wherein a housing is provided with a capfor closing access to the interior of the construction, the improvementcomprising locking means for securing said cap in place on said housing,said locking means including a rotatable rod positioned within saidhousing, first locking elements mounted on said cap, second lockingelements mounted on said housing, each of said locking elements defining asurface for inter-engagement to thereby prevent separation of the cap andhousing, and means defined by said rod for contact with said cap, said rodbeing rotatable between a first position in contact with said cap wherebysaid cap is maintained with said elements inter-engaged, and a secondposition whereat said cap is free for movement to disengage said elements.2. A construction in accordance with claim 1 wherein said elements on saidcap extend inwardly relative to said housing, inter-engagement of the capand housing elements preventing separation in the direction of the inwardextension, contact of said rod with said cap preventing shifting movementof the element in a direction approximately perpendicular to the directionof inward extension.3. A construction in accordance with claim 1 including a lock formaintaining said rod in said first position.4. A construction in accordance with claim 3 including a rotatable lockplug, said rod being connected as an extension of said lock plug.5. A construction in accordance with claim 4 wherein said rod extends fromsaid lock into contact with an opposite wall of said housing whereby saidrod resists movement of said lock inwardly of said housing.6. A construction in accordance with claim 1 wherein said rod defines aneccentric cross section, rotation of said rod operating to move rodengaging portions into contact with said cap.7. A construction in accordance with claim 6 wherein said locking elementson said cap are engaged by said rod.8. A construction in accordance with claim 7 including an enlarged rodportion for engagement with said housing, said rod portion limiting theextent of rotary movement of said rod.9. A construction in accordance with claim 3 wherein said housing definesan opening for receiving said lock, and including a lock shield adapted tobe secured at the outer extremity of said opening, and means for removingsaid lock shield for gaining access to said lock.10. A construction in accordance with claim 9 wherein said lock shielddefines a threaded central opening, insertion of a threaded tool in saidcentral opening operating to drive said shield out of said opening.11. A construction in accordance with claim 10 wherein said shield and saidtool are provided with left-hand threads.12. A construction in accordance with claim 3 wherein said locking rodassembly is received within an opening defined by said housing, saidlocking rod assembly including a lock plug and means for maintaining saidplug against rotation within said housing opening.13. A construction in accordance with claim 12 wherein said lock cylinderdefines a flat, and a set screw engaging said flat whereby relativemovement between the flat and set screw is prevented.14. A construction in accordance with claim 13 wherein said set screw islocated within said housing in a position covered by said cap when saidcap is secured in place on said housing. .Iadd. 15. In a coin handlingconstruction wherein a housing is provided with a cap for closing accessto the interior of the construction, the improvement comprising lockingmeans for securing said cap in place on said housing, said locking meansincluding a rotatable rod positioned within said housing, first lockingelements associated with said cap, second locking elements associated withsaid housing, each of said locking elements defining an end portion havinga surface for inter-engagement with another end portion surface to therebyprevent separation of the cap and housing, and means defined by said rodfor contact with said elements, said rod being rotatable between a firstposition in contact with said elements whereat said cap is maintained withsaid elements inter-engaged, and a second position whereat said cap isfree for movement to disengage said elements, said elements on said capextending inwardly relative to said housing, inter-engagement of the endportion surfaces of the cap and housing elements locking the cap againstseparation from the housing in the direction of inward extension of saidelements, contact of said rod with said elements preventing shiftingmovement of the cap transversely of said direction. .Iaddend..Iadd. 16. Aconstruction in accordance with claim 15 including a lock for maintainingsaid rod in said first position. .Iaddend..Iadd. 17. A construction inaccordance with claim 16 including a rotatable lock plug, said rod beingconnected as an extension of said lock plug. .Iaddend. .Iadd. 18. Aconstruction in accordance with claim 17 wherein said rod extends fromsaid lock into contact with an opposite wall of said housing whereby saidrod resists movement of said lock inwardly of said housing..Iaddend..Iadd. 19. A construction in accordance with claim 15 whereinsaid rod defines an eccentric cross section, rotation of said rodoperating to move rod engaging portions into contact with said elements..Iaddend..Iadd. 20. A construction in accordance with claim 19 includingan enlarged rod portion for engagement with said housing, said rod portionlimiting the extent of rotary movement of said rod. .Iaddend..Iadd. 21. Aconstruction in accordance with claim 16 wherein said housing defines anopening for receiving said lock, and including a lock shield adapted to besecured at the outer extremity of said opening, and means for removingsaid lock shield for gaining access to said lock. .Iaddend..Iadd. 22. Aconstruction in accordance with claim 21 wherein said lock shield definesa threaded central opening, insertion of a threaded tool in said centralopening operating to drive said shield out of said opening..Iaddend..Iadd. 23. A construction in accordance with claim 22 whereinsaid shield and said tool are provided with left-hand threads. .Iaddend..Iadd. 24. A construction in accordance with claim 23 wherein said lockand rod assembly is received within an opening defined by said housing,said lock and rod assembly including a lock plug and means for maintainingsaid plug against rotation within said housing opening. .Iaddend..Iadd.25. A construction in accordance with claim 24 wherein said lock cylinderdefines a flat, and a set screw engaging said flat whereby relativemovement between the flat and set screw is prevented. .Iaddend..Iadd. 26.A construction in accordance with claim 25 wherein said set screw islocated within said housing in a position covered by said cap when saidcap is secured in place on said housing. .Iaddend."
RE0291471,"Energy absorber for automobile safety belts",1975-06-20,1977-03-08,"Ernst Fiala","Repa Feinstanzwerk GmbH",A62B 3500;B65H 7548,3126072;3561690;3632060,"I claim .Iadd.as my invention: .Iaddend.1. Energy absorber for restraining systems in passenger vehicles comprisinga take-up member, a force-transmitting member and a mounting rotatablerelative to said take-up member, and an elongated .Iadd.plasticallydeformable .Iaddend.torsion bar rotated about its longitudinal axisbetween said mounting and said take-up member for absorbing large amountsof energy when the take-up member rotates relative to the mounting. .[.2.Energy absorber according to claim 1, wherein said torsion rod is capableof being plastically deformed..]. 3. Energy absorber according to claim.[.2.]. .Iadd.1 .Iaddend.wherein said torsion bar is capable of beingplastically deformed .[. with said.]. .Iadd.and has an .Iaddend.elasticdeformability .[.being.]. .Iadd.which is .Iaddend.relatively slight ascompared to its plastic deformability. 4. Enerby absorber according toclaim 3, wherein said torsion bar is stressed only for torson foraccommodating rotation between said mounting and said take-up member.5. Energy absorber according to claim 1, wherein said mounting comprises aU-shaped bracket having two legs connected with each other non-rotatably,each of said legs having an opening to rotatably support the take-upmember, said take-up member forming a sleeve. 6. Energy absorber accordingto claim 1, wherein said mounting is rigidly connected with the vehicle.Energy absorber according to claim 1, wherein said force-transmittingmember is an automobile seat belt. 8. Energy absorber for restrainingsystems in passenger vehicles comprising a take-up member, aforce-transmitting member and a mounting rotatable relative to saidtake-up member, said mounting comprising a U-shaped bracket having twolegs connected with each other non-rotatably, each of said legs having anopening to rotatably support the take-up member, said take-up memberforming a sleeve, and a .Iadd.plastically deformable .Iaddend.torsion barrotated between said mounting and said take-up member for absorbing largeamounts of energy when the take-up member rotates relative to themounting; said torsion bar being connected at one of its endsnon-rotatably with said sleeve and at its other end non-rotatably with oneof said legs via an intermediate member. 9. Energy absorber according toclaim 8, wherein said intermediate member is a flange having an openingwith which said one end of the torsion bar is in positive engagement.10. Energy absorber for restraining systems in passenger vehiclescomprising a take-up member, a force-transmitting member and a mountingrotatable relative to said take-up member, said mounting comprising aU-shaped bracket having two legs connected with each other non-rotatably,each of said legs having an opening to rotatably support the take-upmember and a .Iadd.plastically deformable .Iaddend.torsion bar rotatedbetween said mounting and said take-up member for absorbing large amountsof energy when the take-up member rotates relative to the mounting, saidtake-up member forming a sleeve which surrounds said torsion bar.11. Energy absorber for restraining systems in passenger vehiclescomprising a take-up member, a force-transmitting member and a mountingrotatable relative to said take-up member, and a .Iadd.plasticallydeformable .Iaddend.torsion bar rotated between said mounting and saidtake-up member for absorbing large amounts of energy when the take-upmember rotates relative to the mounting, said take-up member forming asleeve, said torsion bar being supported at its center non-rotatablyrelative to said sleeve, and at both of its ends non-rotatably in saidmounting. 12. Energy absorber for restraining systems in passengervehicles comprising a take-up member, a force-transmitting member and amounting rotatable relative to said take-up member, and a.Iadd.plastically deformable .Iaddend.torsion bar rotated between saidmounting and said take-up member for absorbing large amounts of energywhen the take-up member rotates relative to the mounting, said mountinghaving two parallel legs formed of flanges, two connecting bolts holdingsaid legs in a non-rotatable mutual relation, said force-transmittingmember having two ends wound on said take-up member from opposite sidesand being fed around the respective connecting bolts so that when saidforce-transmitting member stretches said take-up member rotates, and themounting is braced at the force-transmitting member by means of saidconnecting bolts. 13. Energy absorber for restraining systems in passengervehicles comprising a take-up member, a force-transmitting member and amounting rotatable relative to said take-up member, a .Iadd.plasticallydeformable .Iaddend.torsion bar rotated between said mounting and saidtake-up member for absorbing large amounts of energy when the take-upmember rotates relative to the mounting, and a clutch means responsive toa horizontal acceleration or a rotation of the earth acceleration vectorbeing connected between said torsion bar and take-up member for blockingthe rotation of said take-up member. 14. Energy absorber according toclaim 13, wherein said clutch means comprises a gear rigidly connectedwith one end of the torsion bar and a lever having a free end, having theform of a ball socket, said lever resting on a spherical inertial memberand having blocking cogs which engage with said gear in the coupledcondition. .Iadd. 15. An energy absorber for restraining systems inpassenger vehicles comprising,a restraining member for restraining a passenger in a vehicle,a member having an axis about which said restraining member is wound,a mounting for said member and supporting said member for rotation relativethereto,an elongated torsion bar for twisting about its longitudinal axis andplastically deforming on rotation of said member about its axis relativeto said mounting due to forces applied to the member by said restrainingmember thereby absorbing energy, andmeans for nonrotatably connecting one portion of said torsion bar to saidmember and for nonrotatably connecting another portion of said torsion barto said mounting to enable said twisting of said torsion bar to occur..Iaddend..Iadd. 16. An energy absorber as defined in claim 15 wherein saidmember is a sleeve member and said mounting has a pair of legs supportingopposite ends of said sleeve member, said torsion bar at least in partbeing located within said sleeve member and coaxial therewith. .Iaddend..Iadd. 17. An energy absorber for restraining systems in passengervehicles comprising,a restraining member,means providing a storage of said restraining member and from which storagesaid restraining member is protractable in response to force appliedthereto,and means responsive to protraction of said restraining member to absorbenergy which created protraction of the restraining member,said means responsive to protraction comprising a torsion bar comprising anelongated longitudinally extending member having an axis extendingtransverse to the direction of protraction of said restraining member,said elongated longitudinally extending member having a first portionnonrotatably connected with a portion of said restraining member, meansfor mounting said first portion of said elongated longitudinally extendingmember for rotation about said axis extending transverse to the directionof protraction of said restraining member upon protraction of saidrestraining member andfor fixing a second portion of said elongated longitudinally extendingmember which is axially spaced from said first portion from rotation aboutsaid axis extending transverse to the direction of protraction of saidrestraining member upon protraction of said restraining member, saidelongated longitudinally extending member twisting about said axisextending transverse to the direction of protraction of said restrainingmember and plastically deforming on protraction of said restrainingmember. .Iaddend..Iadd. 18.  An energy absorber as defined in claim 17including means for restraining said first portion of said elongatedlongitudinally extending member against movement relative to saidrestraining member in directions transverse to said axis, and includingmeans for restraining said second portion of said elongated longitudinallyextending member against movement in directions transverse to said axisupon protraction of said restraining member. .Iaddend."
