WKU,Title,App_Date,Issue_Date,Inventor,Assignee,ICL_Class,References,Claims
D02432234,"Electronic cooking range",1972-06-16,1977-02-01,"Yoshio Suganoya;Takao Miyake","Sharp Corporation",D0704,D200833;D202317;D216284;D228313,"The ornamental design for an electronic cooking range, as shown anddescribed."
D02432242,"Spoon",1975-05-29,1977-02-01,"Thomas Oliver Gorsuch","",D0703,D21559;D41845;D48982;305629,"The ornamental design for a spoon, as shown."
D02432250,"Spoon",1975-06-20,1977-02-01,"Thomas Oliver Gorsuch","",D0703,D37167;D41845;D48982;D176902;305629,"The ornamental design for a spoon, as shown."
D02432269,"Fireplace grate or the like",1975-05-29,1977-02-01,"Donald R. Kerstetter","",D0708,RE28586;D235727,"The ornamental design for a fireplace grate, as shown."
D02432277,"Separable strap fastener",1974-06-27,1977-02-01,"Robert L. Schattner","Omnimed, Inc.",D0808,3063718;3453696;3566556,"The ornamental design for a separable strap fastener, as shown anddescribed."
D02432285,"Separable lock for luggage or the like",1975-05-02,1977-02-01,"Alain D. Perrin","Les Must de Cartier-France",D0807,D176011;1406822;3405544,"The ornamental design for a separable lock for luggage or the like, asshown and described."
D02432293,"Bottle or similar article",1975-09-25,1977-02-01,"John W. McDonald","Ethyl Development Corporation",D0901,D57479;D233982;D239922,"The ornamental design for a bottle or similar article, substantially asshown."
D02432307,"Shipping container",1975-05-19,1977-02-01,"Wayne E. Kleiner","W. R. Grace & Co., Cryovac Division",D0903,D229823;D229948;D234273;D235428;D238479,"The ornamental design for a shipping container, substantially as shown."
D02432315,"Drinking cup lid or the like",1975-07-28,1977-02-01,"G. Kenneth Smith","Owens-Illinois, Inc.",D0999,1335054;3173571;3743133;3773207,"The ornamental design for a drinking cup lid or the like, as shown anddescribed."
D02432323,"Motorcycle chain wear measuring gage",1974-09-16,1977-02-01,"Frederick J. Kuenzig","",D1004,D141865;D144228;152934;499039;703109;1199155,"The ornamental design for a motorcycle chain wear measuring gage, or thelike, substantially as shown and described."
D02432331,"Bicycle fender reflector",1975-03-17,1977-02-01,"Frank P. Brilando;Rudolph L. Schwinn","Schwinn Bicycle Company",D1006,D236598;2344542,"The ornamental design for a bicycle fender reflector, substantially asshown and described."
D02432340,"Car",1975-07-21,1977-02-01,"Michel Tixier","Regie Nationale des Usines Renault",D1208,,"The ornamental design for a car, as shown and described."
D02432358,"Combined vehicle with mounted sign",1975-10-24,1977-02-01,"Seymour Buxbom","Desert Outdoor Advertising, Inc.",D1208,D192035;2129368;2764869;3702033,"The ornamental design for a combined vehicle with mounted sign,substantially as shown."
D02432366,"Air box for bicycles",1976-02-27,1977-02-01,"Roy R. Vachon;John C. Bacardi","W. R. Grace & Co.",D1211,,"The ornamental design for an air box for bicycles, as shown and described."
D02432374,"Eyeglass frame",1975-10-21,1977-02-01,"Elfriede Teufelhart","Optyl Corporation",D1606,D215761;D218569;D231948,"The ornamental design for an eyeglass frame, substantially as shown anddescribed."
D02432382,"Electrophotographic copier-duplicator",1975-04-07,1977-02-01,"Richard J. Olson","Eastman Kodak Company",D163,D201321;D201405;D230602,"The ornamental design for an electrophotographic copier-duplicator,substantialy as shown and described."
D02432390,"Sprinkler base",1975-11-26,1977-02-01,"William C. Hutton;Dale P. Hugo;Carl A. Rivasi","Amerace Corporation",D2301,D22190;D30543;D151772;D184661;D189334;D196025,"The ornamental design for a sprinkler base, as shown."
D02432404,"Faucet",1976-01-06,1977-02-01,"Richard C. Dreibelbis","Emerson Electric Co. (H & H Thermostats Division)",D2301,2822112;2823833;3339805;3395734;3505692;3520325;3620241;3664550;3903926,"The ornamental design for a faucet, substantially as shown and described."
D02432412,"Sink",1975-03-27,1977-02-01,"Donald W. Doman","Kohler Co.",D2302,,"The ornamental design for a sink, as shown and described."
D02432420,"Wood burning stove",1975-02-06,1977-02-01,"Lawrence J. Antone","",D2303,D214604;842995;969605;3292609,"The ornamental design for a wood burning stove, as shown and described."
D02432439,"Combined blower and motor with speed reduction means therefor",1973-11-23,1977-02-01,"Mutunori Nagao;Mitsuaki Utsumi","Matsushita Electric Industrial Co., Ltd.",D2304;D1301,2970746;3371612,"The ornamental design for a combined blower and motor with speed reductionmeans therefor, as shown."
D02432447,"Electric plug",1975-04-24,1977-02-01,"Joan Klatil Creamer","General Electric Company",D1303,D77660;2145700;2675529,"The ornamental design for an electric plug, as shown and described."
D02432455,"Power module for electronic engine ignition systems",1975-09-10,1977-02-01,"Craig S. Beshore","",D1303,,"The ornamental design for a power module for electronic engine ignitionsystems, as shown and described."
D02432463,"Multiple convergence reflective linear optical and receiver plate for",1975-12-01,1977-02-01,"Will Clarke England","",D1302;D2605,2690463;2850110;3376165;3548041,"The ornamental design for a multiple convergence reflective linear opticaland receiver plate for solar conversion or the like, substantially asshown and described."
D02432471,"Condensed multiple convergence linear optical and receiver plate for",1975-12-01,1977-02-01,"Will Clarke England","",D1302;D2605,1986065;3134021;3797915;3885876,"The ornamental design for a condensed multiple convergence linear opticaland receiver plate for solar conversion or the like, substantially asshown and described."
D02432480,"Interchangeable one dimensional convergence lens solar radiation",1976-01-21,1977-02-01,"Will Clarke England","",D1302;D2605,3134201;3225651;3332318;3586592;3885876,"The ornamental design for an interchangeable one dimensional convergencelens solar radiation intensification and convective receiver,substantially as shown and described."
D02432498,"Electronic calculating machine",1975-05-27,1977-02-01,"Shigetoshi Hazama;Masafumi Yamagami","Sharp Corporation",D1801,D220659;D234773;D235879;D235880,"The ornamental design for an electronic calculating machine, as shown anddescribed."
D02432501,"Electronic calculating machine",1975-07-18,1977-02-01,"Shigetoshi Hazama","Sharp Corporation",D1801,D163135;D230484;D235452;D236488,"The ornamental design for an electronic calculating machine, as shown anddescribed."
D02432510,"Electronic calculating machine",1975-08-21,1977-02-01,"Shigetoshi Hazama;Junichi Sakamoto","Sharp Corporation",D1801,D235452;D235879;D235880;D237195,"The ornamental design for an electronic calculating machine, as shown anddescribed."
D02432528,"Loudspeaker grille",1975-06-11,1977-02-01,"Fred C. Tushinsky","Marantz Company, Inc.",D1499;D1401,D213248;D227677;D227998;D236989;3938618,"The ornamental design for a loudspeaker grille, substantially as shown anddescribed."
D02432536,"Loudspeaker grille",1975-06-11,1977-02-01,"John R. Ballantyne","Superscope, Inc.",D1499;D1401,D213248;D227677;D227998;D236989;3938618,"The ornamental design for a loudspeaker grille, substantially as shown anddescribed."
D02432544,"Computer or similar article",1976-01-19,1977-02-01,"Dennis C. Coon","Honeywell Information Systems, Inc.",D1402,D238685;D239293,"The ornamental design for a computer or similar article, substantially asshown and described."
D02432552,"Combined amplifier and tuner",1975-06-18,1977-02-01,"Yoshinobu Asai","Sansui Electric Co., Ltd.",D1403,D228510,"The ornamental design for combined amplifier and tuner, as shown anddescribed."
D02432560,"Water pipe casing",1974-11-20,1977-02-01,"George F. Grihalva","",D2702,55321;58072;D156147;D230099;809325,"The new and ornamental design for a water pipe casing, as shown."
D02432579,"Smoking pipe with swivel stem",1975-09-05,1977-02-01,"David Segal","",D2702,D2304;D2505;D9278;924418,"The ornamental design for a smoking pipe with swivel stem, or similararticle as shown and described."
D02432587,"Smoking pipe or similar article",1975-09-05,1977-02-01,"David Segal","",D2702,D2304;D2505;D217520;924418,"The ornamental design for a smoking pipe or similar article, as shown anddescribed."
D02432595,"Microorganism culture tray",1974-03-18,1977-02-01,"John E. Martin, Jr.;Richard Land Jackson, Jr.","Miles Laboratories, Inc.",D2402,D213601;D229689;D235785;3655515;3725004;3860489,"The ornamental design for a microorganism culture tray, substantially asshown and described."
D02432609,"Doll or similar article",1975-09-15,1977-02-01,"Dolores Wycalis","",D2101,D60446;D63873;D225418,"The ornamental design for a doll or similar article, substantially as shownand described."
D02432617,"Baton",1975-07-03,1977-02-01,"Donald L. Sartell","",D2101,D224123;D229025;3810411,"The ornamental design for a baton, as shown and described."
D02432625,"Game target",1975-09-15,1977-02-01,"Stanley Laut","",D2101,811963;3194556;3810616,"The ornamental design for a game target, substantially as shown."
D02432633,"Snow skate",1975-09-29,1977-02-01,"Jeffrey M. Koblick","K-tel International, Inc.",D2102,D232044;D236963;2946599,"The ornamental design for a snow skate, as shown and described."
D02432641,"Snow ski",1975-09-29,1977-02-01,"Jeffrey M. Koblick","K-tel International, Inc.",D2102,D95466;D232044,"The ornamental design for a snow ski, as shown and described."
D02432650,"Ski pole",1975-09-29,1977-02-01,"Jeffrey M. Koblick","K-tel International, Inc.",D2102,D230927;1961099,"The ornamental design of a ski pole, as shown and described."
D02432668,"Toy loader",1974-07-18,1977-02-01,"Jack L. Breneman","The Quaker Oats Company",D2101,D184241;D217661;D231482,"The ornamental design for a toy loader, substantially as shown anddescribed."
D02432676,"Toy digger",1974-07-31,1977-02-01,"Jack L. Breneman;Jeffrey T. Samson","The Quaker Oats Company",D2101,3807586,"The ornamental design for a toy digger, substantially as shown anddescribed."
D02432684,"Rocking toy",1975-06-10,1977-02-01,"Julian B. Pearce","",D2103,2812943;2871015;3520534,"The ornamental design for a rocking toy, substantially as shown anddescribed."
D02432692,"Planter",1976-03-31,1977-02-01,"John Louis Baumgaertner","",D1102,1959800;3651975,"The ornamental design for a planter, as shown."
D02432706,"Combined self-propelled tractor with lawn mower apparatus",1974-12-18,1977-02-01,"Hans Tage Alfred Ehrlin;Christian Gunnar Haggstam","Stiga AB",D1503,D218768,"The ornamental design for a combined self-propelled tractor with lawn mowerapparatus, as shown."
D02432714,"Combined floor lamp and container for knitting and sewing articles",1975-04-16,1977-02-01,"Quindora Jan McCuiston","",D2605,D61412;D166613;D184852;1844040,"The ornamental design for a combined floor lamp and container for knittingand sewing articles, as shown and described."
D02432722,"Portable electric light",1974-12-13,1977-02-01,"Tadahide Okuno;Masahiro Karaki","Matsushita Electric Industrial Co., Ltd.",D2602,D203063;D207599;3393312;3479499,"The ornamental design for a portable electric light, as shown anddescribed."
D02432730,"Mobile home tail light assembly",1975-08-20,1977-02-01,"Robert W. Braucht","Capital Housing, Inc.",D2606,3405898;3474411;3639748,"The ornamental design for a mobile home tail light assembly, as shown anddescribed."
D02432749,"Auxiliary light for vehicle having attached plowblade",1976-01-19,1977-02-01,"Marc L. Miceli","Meyer Products, Inc.",D2606,1493446;1582676;3123309;3858039,"The ornamental design for an auxiliary light for vehicle having attachedplowblade, as shown and described."
D02432757,"Cultivator tine",1975-11-21,1977-02-01,"Cornelis van der Lely","",D1503,985871;1531643,"The ornamental design for a cultivator tine, substantially as shown."
D02432765,"Potters wheel",1975-08-25,1977-02-01,"Paul E. Soldner","",D1509,D219170,"The ornamental design for a potters wheel, as shown."
D02432773,"Television receiver",1974-12-17,1977-02-01,"Shinichi Sugihara;Minoru Ando;Hiroaki Nishiyori;Eiichi Arai;Fumio Tanaka;Takaharu Kabetani","Matsushita Electric Industrial Co., Ltd.",D1403,D156919;D194955;D231856,"The ornamental design for a television receiver, as shown."
D02432781,"Sheet of paper toweling",1974-08-30,1977-02-01,"Donald T. Appleman","The Procter & Gamble Company",D0506,D66723;D88037;D99619;D119351;D217574,"The ornamental design for a sheet of paper toweling, as shown."
D02432790,"Reusable microfilm cartridge",1973-10-09,1977-02-01,"George W. Bookless;Casimir S. Samczyk","Bell & Howell Company",D1605,D197892;D210173;D212188;D230891;T920009,"The ornamental design for a reusable microfilm cartridge, or similararticle, as shown."
D02432803,"Printing subsystem",1975-04-07,1977-02-01,"Joseph Paul Taylor;David Graham Moore","International Business Machines Corporation",D1802,D193038;D194845;D195509;D232480,"The ornamental design for a printing subsystem, substantially as shown anddescribed."
D02432811,"Pump",1975-07-10,1977-02-01,"Ramon Pareja","Lear Siegler, Inc.",D1502,D209876;D221258;2599600;2711136;2760438;2855853;2971469;3169485;3183842,"The ornamental design for a pump, as shown and described."
D02432820,"Portable air compressor",1975-09-04,1977-02-01,"Thomas I. Burenga","",D1502,D140642;D144482;D185000;D197860;D223039;2384174,"The ornamental design for a portable air compressor, substantially as shownand described."
D02432838,"Medical suction instrument tip",1975-02-06,1977-02-01,"Charles A. Lahay","Dart Industries Inc.",D2499,D235172;3421510;3528427;3758950,"The ornamental design for a medical suction instrument tip, substantiallyas is shown."
D02432846,"Galvanic biofeedback skin response device",1975-04-17,1977-02-01,"Harold Keith Myers","",D2402,D188404;D227187;D231277;2684670;2734166;3192923;3392241;3733634,"The ornamental design for a galvanic biofeedback skin response device, asshown."
D02432854,"Orthopedic surgical table",1975-05-12,1977-02-01,"Robert Langren","",D2401,D232777;3599964,"The ornamental design for an orthopedic surgical table, substantially asshown."
D02432862,"Femoral hip prosthesis component for total and sub-total hip replacement",1975-06-02,1977-02-01,"William Minor Deyerle","",D2403,D213282;3320951;3510883;3782373;3893196;3938198,"The ornamental design for a femoral hip prosthesis component for total andsub-total hip replacement systems, as shown and described."
D02432870,"Disinfecting apparatus for hydrophilic contact lenses",1975-07-18,1977-02-01,"Paul A. Hoogesteger","Bausch & Lomb Incorporated",D2402,D219167;D224234;D237282,"The ornamental design for a disinfecting apparatus for hydrophilic contactlenses, substantially as shown and described."
D02432889,"Orthoptic therapy bar with prisms",1975-10-09,1977-02-01,"Arthur Jampolsky;Richard J. Kapash;Merton C. Flom;Anthony J. Adams;Larry A. Spitzberg","Optical Sciences Group, Inc.",D2402,2376554;2619872;2837087;2840073;3787112,"The ornamental design for an orthoptic therapy bar with prisms,substantially as shown and described."
D02432897,"Train case",1975-03-17,1977-02-01,"Daniel Solomon;Thomas D. Tweedie","Samsonite Corporation",D0301,D213745;1010763;3589594,"The ornamental design for a train case, as shown."
D02432900,"Contact lens carrier",1975-01-29,1977-02-01,"Samuel Loshaek","Wesley-Jessen Inc.",D0302,3460554;3822780,"The ornamental design for contact lens carrier, substantially as shown."
PP0040134,"Rose plant--meilimona variety",1975-10-14,1977-02-01,"Marie-Louise Meilland;Alain A. Meilland;Michele Meilland Richardier","The Conard-Pyle Company",A01H  500,,"We claim:1. A new and distinct variety of Hybrid Tea rose-plant of vegetativereproduction, characterized by the fact that,from the physical point of view, the plant, with medium green adult wood,is erect, the flower is double, canary yellow; the petals are firm;from the biological point of view, this rose-plant is of vigorousvegetation, blooms continuously, is very good for forcing; good resistanceto diseases, its flowers last a long time, either when cut, or on theplant, and its petals drop off cleanly;substantially as shown and described."
PP0040142,"Peach tree",1976-04-05,1977-02-01,"Mrs. Alexander B. Hepler, Jr.","L. E. Cooke Co. Inc.",A01H  503,,"The following is claimed:1. A new and distinct variety of peach tree, substantially as illustratedand described, characterized by a hardy, vigorous, well foliaged andproductive tree producing fruit of good size, color and eating quality andfurther characterized by the ability of the tree to grow satisfactorilyand produce regular, annual crops with substantially less winter chillingrequirement than other similar varieties such as Elberta and Hale typepeaches; the variety is further characterized by ease of propagation byusual nursery methods."
RE0291277,"Visible index systems",1975-04-04,1977-02-01,"Alexander Patton Janssen","Datastrip Corporation",G09F  100;B32B  310,671097;1183370;1329568;2529926;2783172;2914873;3335509;3420364;3547752;3740879;3838529,"What is claimed and desired to be secured by Letters Patent is:1. A visible index system comprising: a rectangular insert support meanshaving parallel facing flanges at opposite edges thereof; a plurality ofelongated rectangular inserts of a thin, flexible material, each of saidinserts being of sufficient length to span the support means, each saidinsert having recesses at the ends thereof and the flanges on the insertsupport means having means for selectively engaging said recesses,respectively, so as to removably affix said inserts to said support meanswith one of the major surfaces of each said insert fully exposed; anadhesive free label having an information receiving surface of generallythe same width as the insert, said label being of a material on which theinformation can be entered by a multiple copy producing type of process;and means for attaching said label to said insert, said last-mentionedmeans being an adhesive layer on the exposed surface of the insert.2. A visible index system as defined in claim 1, wherein each said insertconsists of first and second members bonded together by an adhesive andwherein, at both ends of the insert, said members extend beyond theadhesive and are engageable with the opposite sides of the support meansflanges.3. A visible index system as defined in claim 1, wherein said insertsupport means comprises a main body member and reinforcing strips at theopposite edges of said main body member on at least one side thereof whichconstitute the insert engageable flanges, the outer edge portions of saidreinforcing strips being fixed to the main body member to secure saidstrips thereto and the inner edge portions being free of attachment tosaid main body member. .Iadd. 4. A visible index system comprising: aninsert support means; a plurality of elongated, rectanguar inserts of athin, flexible material, each of said inserts being of sufficient lengthto span said support means; means incorporated in said inserts or saidsupport means or in both said inserts and said support means for removablyaffixing said inserts to said support means with one of the major surfacesof each said insert fully exposed; an adhesive free label having aninformation receiving surface of generally the same width as the insertfor each of said inserts, said labels being of a material on whichinformation can be entered by a multiple copy producing type of process;and means for permanently attaching said labels to said inserts, saidlast-mentioned means being an adhesive layer on the exposed surface ofeach said insert; and said labels being free of adhesive. .Iaddend..Iadd.5. The visible index system of claim 4, wherein each said label is asegment of a bound assemblage of superimposed sheets of copy paper, therebeing a series of transversely extending, spaced apart lines ofperforations in said sheets, whereby information can be simultaneouslyimprinted on the corresponding segments of the several sheets of saidassembly and said segments thereafter detached from said assembly..Iaddend."
RE0291285,"Vaneless supersonic nozzle",1976-01-15,1977-02-01,"John S. Sohre","",B05B  134;F01D  102,2258793;2378372;2702157;2839239;2953295;3744724,"What is claimed is:1. A converging-diverging nozzle unit for a supersonic expansion of amotive fluid for delivery to a turbine wheel, the nozzle unit including:a plurality of nozzles in an array with converging flow passages betweenadjacent nozzles in the array;an entrance and a throat in each of said flow passages, the throat beingdownstream of the entrance in the direction of flow of motive fluidthrough the passage; anda common diverging expansion chamber connected to receive flow from saidconverging passages, said common diverging chamber extending from thevicinity of the throats of said converging passages downstream toward theturbine wheel.2. A converging-diverging nozzle unit as in claim 1 wherein:said common diverging expansion chamber diverges in a direction generallyradial with respect to the turbine wheel.3. A converging-diverging nozzle unit as in claim 2 wherein:said converging flow passages converge at least partly in a direction at anangle with respect to the direction of divergence of said common divergingchamber.4. A converging-diverging nozzle unit as in claim 3 wherein:said converging flow passages converge in a direction generally tangentialwith respect to the turbine wheel.5. A converging-diverging nozzle unit as in claim 3 wherein:said angle between the direction of divergence of said diverging chamberand the direction of convergence of .[.said.]. .Iadd.a .Iaddend.converging.[.chamber.]. .Iadd.flow passage .Iaddend.is approximately 90.degree..6. A converging-diverging nozzle unit as in claim 1 wherein:adjacent nozzles extend downstream of the throat defined therebetween andextend into said common diverging chamber.7. A converging-diverging nozzle unit as in claim 1 including:at least one backup wall in said common expansion chamber.8. A converging-diverging nozzle unit as in claim 7 wherein:said backup wall is inclined at an angle to reduce the angle between theflow axis of a discharge stream from a flow passage and the exit plane ofthe passage upon an increase in the pressure ratio across the nozzle unit.9. A converging-diverging nozzle unit as in claim 8 including:a plurality of backup walls in said common expansion chamber, any twoadjacent backup walls being spaced apart to include at least two flowpassages therebetween.10. A converging-diverging nozzle unit as in claim 1 wherein:said passages in said nozzle converge in a first direction with respect tothe turbine wheel; andsaid common diverging expansion chamber diverges in a second direction withrespect to said turbine wheel and at an angle with respect to said firstdirection.11. A converging-diverging nozzle unit as in claim 10 wherein:said second direction is at an angle of approximately 90.degree. withrespect to said first direction.12. A converging-diverging nozzle unit for supersonic expansion of a motivefluid for delivery to a turbine wheel, the nozzle unit including:a plurality of nozzle means arranged in an arcuate array with convergingflow passages defined between adjacent nozzle means for subsonic expansionof a motive fluid;an entrance and a throat in each of said flow passages, the throat beingdownstream of the entrance in the direction of motive fluid flow throughthe passages; andcommon expansion chamber means between said array of nozzle means and theturbine wheel for supersonic expansion of motive fluid from said nozzlemeans and delivery to the turbine wheel, said common expansion chambermeans having inner and outer arcuate walls spaced apart in a directionsubstantially radial with respect to the turbine wheel, at least one ofsaid inner and outer arcuate walls being inclined away from the otheralong at least part of its length whereby said common expansion chamberdiverges between said array of nozzle means and said turbine wheel.13. A converging-diverging nozzle unit as in claim 12 wherein:said converging flow passages converge at least partly in a direction at anangle with respect to the direction of divergence of said common divergingchamber.14. A converging-diverging nozzle unit as in claim 13 wherein:said converging flow passages converge in a direction generallyperpendicular with respect to a radius of the turbine wheel.15. A converging-diverging nozzle unit as in claim 13 wherein:planes extending in the direction of divergence of said diverging chamberand the direction of convergence of .[.said.]. .Iadd.a .Iaddend.converging.[.chamber.]. .Iadd.flow passage .Iaddend.intersect at an angle ofapproximately 90.degree..16. A converging-diverging nozzle unit as in claim 12 wherein:adjacent nozzles extend downstream of the throat defined therebetween andextend into said common diverging chamber.17. A converging-diverging nozzle unit as in claim 12 including:at least one backup wall in said common expansion chamber.18. A converging-diverging nozzle unit as in claim 17 wherein:said backup wall is inclined at an angle to reduce the angle between theflow axis of a discharge stream from a flow passage and the exit plane ofthe passage upon an increase in the pressure ratio across the nozzle unit.19. A converging-diverging nozzle unit as in claim 18 including:a plurality of backup walls in said common expansion chamber, any twoadjacent backup walls being spaced apart to include at least two flowpassages therebetween. .Iadd. 20. A converging-diverging passage unitabout an axis of a turbine wheel for supersonic expansion of a motivefluid, the passage unit including:a plurality of passage defining elements in an array with converging flowpassages between adjacent elements in the array;an entrance and a throat in each of said flow passages, the throat beingdownstream of the entrance in the direction of flow of motive fluidthrough the passage; anda common diverging expansion chamber connected to receive flow from saidconverging passages, said common diverging chamber extending from thevicinity of the throats of said converging passages downstream in thedirection of flow through the passage unit. .Iaddend..Iadd. 21. Aconverging-diverging passage unit as in claim 20 wherein:said common diverging expansion chamber diverges in a direction generallyradial with respect to the turbine wheel. .Iadd. 22. Aconverging-diverging passage unit as in claim 21 wherein:said converging flow passages converge at least partly in a direction at anangle with respect to the direction of divergence of said common divergingchamber. .Iaddend..Iadd. 23. A converging-diverging passage unit as inclaim 22 wherein:said converging flow passages converge in a direction generally tangentialwith respect to the turbine wheel. .Iaddend. .Iadd. 24. Aconverging-diverging passage unit as in claim 22 wherein:said angle between the direction of divergence of said diverging chamberand the direction of convergence of a converging flow passage isapproximately 90.degree.. .Iaddend..Iadd. 25. A converging-divergingpassage unit as in claim 26 wherein:adjacent passage defining elements extend downstream of the throat definedtherebetween and extend into said common diverging chamber..Iaddend..Iadd. 26. A converging-diverging passage unit as in claim 20including:at least one backup wall in said common expansion chamber. .Iadd. 27. Aconverging-diverging passage unit as in claim 26 wherein:said backup wall is inclined at an angle to reduce the angle between theflow axis of a discharge stream from a flow passage and the exit plane ofthe passage upon an increase in the pressure ratio across the passageunit. .Iaddend..Iadd. 28. A converging-diverging passage unit as in claim27 including:a plurality of backup walls in said common expansion chamber, any twoadjacent backup walls being spaced apart to include at least two flowpassages therebetween. .Iaddend. .Iadd. 29. A converging-diverging passageunit as in claim 20 wherein:said passage converge in a first direction with respect to the turbinewheel; andsaid common diverging expansion chamber diverges in a second direction withrespect to said turbine wheel and at an angle with respect to said firstdirection. .Iaddend..Iadd. 30. A converging-diverging passage unit as inclaim 29 wherein:said second direction is at an angle of approximately 90.degree. withrespect to said first direction. .Iaddend. .Iadd. 31. Aconverging-diverging passage unit about an axis of a turbine wheel forsupersonic expansion of a motive fluid, the passage unit including:a plurality of passage defining means arranged in an arcuate array withconverging flow passages defined between adjacent passage defining meansfor subsonic expansion of a motive fluid;an entrance and a throat in each of said flow passages, the throat beingdownstream of the entrance in the direction of motive fluid flow throughthe passages; andcommon expansion chamber means downstream of said array of passage definingmeans for supersonic expansion of motive fluid from said passage definingmeans, said common expansion chamber means having inner and outer arcuatewalls spaced apart in a direction substantially radial with respect to theturbine wheel, at least one of said inner and outer arcuate walls beinginclined away from the other along at least part of its length wherebysaid common expansion chamber diverges downstream of said array of passagedefining means. .Iaddend..Iadd. 32. A converging-diverging passage unit asin claim 31 wherein:said converging flow passages converge at least partly in a direction at anangle with respect to the direction of divergence of said common divergingchamber. .Iaddend..Iadd. 33. A converging-diverging passage unit as inclaim 32 wherein:said converging flow passages converge in a direction generallyperpendicular with respect to a radius of the turbine wheel. .Iaddend..Iadd. 34. A converging-diverging passage unit as in claim 32 wherein:planes extending in the direction of divergence of said diverging chamberand the direction of convergence of a converging flow passage intersect atan angle of approximately 90.degree.. .Iaddend..Iadd. 35. Aconverging-diverging passage unit as in claim 31 wherein:adjacent passage defining means extend downstream of the throat definedtherebetween and extend into said common diverging chamber..Iaddend..Iadd. 36. A converging-diverging passage unit as in claim 31including:at least one backup wall in said common expansion chamber. .Iaddend..Iadd.37. A converging-diverging passage unit as in claim 36 wherein:said backup wall is inclined at an angle to reduce the angle between theflow axis of a discharge stream from a flow passage and the exit plane ofthe passage upon an increase in the pressure ratio across the passageunit. .Iaddend..Iadd. 38. A converging-diverging passage unit as in claim37 including:a plurality of backup walls in said common expansion chamber, any twoadjacent backup walls being spaced apart to include at least two flowpassages therebetween. .Iaddend."
