WKU,Title,App_Date,Issue_Date,Inventor,Assignee,ICL_Class,References,Claims
D02435357,"Electronic calculating machine",1976-05-21,1977-03-01,"Matafumi Ikeda","Sharp Kabushiki Kaisha",D1801,D229065;D232943;D236269;D238493,"The ornamental design for an electronic calculating machine, as shown anddescribed."
D02435365,"Intercommunication apparatus",1974-09-11,1977-03-01,"Rebertus VAN DE Poel","U.S. Philips Corporation",D1403,3258541;3286040;3428758;3515814;D220338;D225648;D225747;D232034,"The ornamental design for an intercommunication apparatus, as shown anddescribed."
D02435373,"Electronic transmitter device for use in the opening or closing of",1975-08-04,1977-03-01,"John F. Wahl","Mallard Manufacturing Corporation",D1403,3289085;3906369;D212003;D212005;D215661,"The ornamental design for an electronic transmitter device for use in theopening or closing of garage doors, as shown."
D02435381,"Portable tape player",1976-02-11,1977-03-01,"Yoichi Hisano","Matsushita Electric Industrial Co. Ltd.",D1401,3899795;D171383;D218440;D220340;D224410;D230609,"The ornamental design for a portable tape player, as shown."
D02435390,"Table lighter base",1975-11-12,1977-03-01,"Robert G. Cornell","The Gillette Company",D2705,2973634;D155565;D226128,"The ornamental design for a table lighter base, substantially as shown anddescribed."
D02435403,"Aquarium",1975-05-12,1977-03-01,"George M. Barrett","",D3002,D75082;D100281;D193084;D234024,"The ornamental design for an aquarium, as shown and described."
D02435411,"Hoof pick",1975-10-20,1977-03-01,"Clint C. Cullen","",D3099,274570;490474;D22794;D45644;D177779,"The ornamental design for a hoof pick, substantially as shown."
D02435420,"Antimicrobial susceptibility card for use with an automated microbial",1976-02-20,1977-03-01,"Norman L. Fadler;Paul W. Jones;Jack R. Kirchner","McDonnell Douglas Corporation",D2402,3186111;3358824;3482082;3759597;3916157;D226950;D234261,"The ornamental design for an antimicrobial susceptibility card for use withan automated microbial identification machine, substantially as shown."
D02435438,"Urine screening card for use with an automated microbial identification",1976-02-20,1977-03-01,"Norman L. Fadler;Paul W. Jones;Jack R. Kirchner","McDonnell Douglas Corporation",D2402,3186111;3358824;3482082;3759597;3916157;D226950;D234261,"The ornamental design for a urine screening card for use with an automatedmicrobial identification machine, substantially as shown."
D02435446,"Game board",1975-09-11,1977-03-01,"Nathan J. Hope","",D0201,2194854;D103207;D136699;D202360,"The ornamental design for game board, as shown and described."
D02435454,"Rocking toy",1975-04-10,1977-03-01,"George S. Seegers, Sr.","",D2101,2325496;D136181;D170294,"The ornamental design for a rocking toy, substantially as shown."
D02435462,"Toy fork lift vehicle",1975-05-05,1977-03-01,"Vernon A. Peterson","Tonka Corporation",D2101,2601930;3731423;D230495;D236642,"The ornamental design for a toy fork lift vehicle, as shown and described."
D02435470,"Rattle",1975-07-24,1977-03-01,"David Day;David William Chisnall","",D2101,2626481;D231543,"The ornamental design for a rattle, as shown."
D02435489,"Combined light and vase standard",1975-10-20,1977-03-01,"Alton T. Shippee","The Shippee Corporation",D2605;D1102,1846878;D63582;D82607;D94812,"The ornamental design for a light and vase standard, as shown anddescribed."
D02435497,"Desk lamp",1976-01-29,1977-03-01,"Rene Neveux","Societe Anonyme Francaise du Ferodo",D2605,D186904,"The ornamental design for a desk lamp, as shown and described."
D02435500,"Lamp support",1976-03-03,1977-03-01,"Joseph Oster","Keystone Lamp Manufacturing Corporation",D2605,3277292,"The ornamental design for a lamp support, substantially as shown anddescribed."
D02435519,"Tire changing apparatus or similar article",1975-10-28,1977-03-01,"John F. Wood;Charles L. Cunningham","The Coats Company, Inc.",D1599,D213914,"The ornamental design for a tire changing apparatus or similar article, asshown and described."
D02435527,"Bird drop station for live poultry mover",1974-09-23,1977-03-01,"Gary L. Squier","",D1599,3710762,"The ornamental design for bird drop station for live poultry mover, asshown and described."
D02435535,"Telephone handle molding core removal apparatus",1975-11-19,1977-03-01,"Darrell E. Pluntz","",D1599,D184719;D215028,"The ornamental design for a telephone handle molding core removalapparatus, as shown and described."
D02435543,"Radio receiver",1975-06-18,1977-03-01,"Kunio Hoshino","Matsushita Electric Industrial Co., Ltd.",D1403,D67414;D211666;D239339,"The ornamental design for a radio receiver."
D02435551,"Slide fastener presser foot",1974-08-30,1977-03-01,"Donald G. Drew","",D1506,3342151;3349736;3473498;3511201;3716008;3726243;3754519;3854433;3858539;3859939,"The ornamental design for a slide fastener presser foot, substantially asshown."
D02435560,"Autoclave sterilizer unit",1975-04-28,1977-03-01,"Michael D. Thomas;Francis E. Ryder","Ryder International Corporation",D2401,2497326;D217155,"The ornamental design for an autoclave sterilizer unit, substantially asshown and described."
D02435578,"Foot massage roller",1976-03-01,1977-03-01,"Henry A. Kientz","",D2803;D2102,2123765;3662748;D136905;D152951,"The design for a foot massage roller, as shown."
D02435586,"Dryer attachment",1974-12-16,1977-03-01,"Douglas A. Long;Frederick A. Burke","Clairol Incorporated",D2803,3704072;D190223,"The ornamental design for dryer attachment, as shown and described."
D02435594,"Stand for hair dryer and curling iron",1975-08-15,1977-03-01,"James Irwin Hoyle;Andre Bob Balic","",D2803,1518207;3847277;D106753;D141633,"The ornamental design for a stand for a hair dryer and curling iron, asshown and described."
D02435608,"Menu and record title display device",1975-12-10,1977-03-01,"Kenneth P. Vogelheim","Ken Vogelheim Sales Co.",D2003,953871;3449848,"The ornamental design for a menu and record title display device, as shown."
PP0040193,"Rose plant",1976-01-21,1977-03-01,"William A. Warriner","Jackson & Perkins Co.",A01H  500,,"I claim:1. A new and distinct cultivar of rose plant of the hybrid tea class,substantially as herein shown and described, characterized particularly asto novelty by the unique combination of a vigorous, upright habit ofgrowth, stiff, straight, strong stems, particularly suitable for use as agreenhouse grown cut flower, Garnet Brown new foliage, white to near white(very light Chartreuse Green) buds and open blooms, very light muskyfragrance."
PP0040207,"Strawberry plant",1976-04-07,1977-03-01,"Harold A. Johnson, Jr.","Driscol Strawberry Associates, Inc.",A01H  503,,"i claim:1. The new and distinct variety of strawberry plant herein described andillustrated, and identified by the characteristics enumerated above."
RE0291447,"Automatic chord and rhythm system for electronic organ",1976-02-12,1977-03-01,"David A. Bunger","D. H. Baldwin Company",G10H  100;G10H  500,3432607;3546355;3567838;3590129;3624263;3629481;3708604;3711618;3712950;3715442;3725560;3760088;3763305;3823246;3842701;3844192;3889568;R26521,"What I claim is:1. In an electric organ an array of .Iadd.playing .Iaddend.keys, meansresponsive to actuation of selected ones of said array of .Iadd.playing.Iaddend.keys for sounding a triad chord, means responsive to actuation ofthe unselected ones of said array of .Iadd.playing .Iaddend.keys forsounding a seventh chord, .Iadd.musical .Iaddend.key selector switches,and means responsive to .Iadd.actuation of .Iaddend.said .Iadd.musical.Iaddend.key selector swtiches for selecting which of said .Iadd.playing.Iaddend.keys shall be selected .Iadd.ones of said playing .Iaddend.keys.2. The combination according to claim 1, wherein is provided means forsounding said chords in one rhythm in response to actuation of one of saidselected .Iadd.playing .Iaddend.keys and in another rhythm in response toactuation of one of said unselected .Iadd.playing .Iaddend.keys.3. In an electronic organ, a keyboard, said keyboard including a set ofsolo keys and an octave of chord control keys, each of said chord controlkeys representing a root note, control means .[., means.]. responsive toactuation of any one and only one of said chord control keys for callingforth a chord.[., means responsive to said control means for selecting thechords called forth by said chord control keys.]. in all twelve musicalkeys, .Iadd.said control means including manually operable musical keyselector means for discriminately selecting seventh chords in response toactuation of predetermined ones of said chord control keys, .Iaddend.andmeans for disabling said control means in response to actuation of morethan one of said chord control keys. .[.4.  The combination according to claim 3 wherein said control means aremanually operable musical key selector means..].5. The combination according to claim 3 wherein said chords are selectivelymajor triad and dominant seventh chords and, wherein is includedmechanical means for converting said major triad and dominant seventhchords to minor triad and minor seventh chords.6. The combination according to claim 5, wherein is included means forinitiating rhythmical sounding of said chords to start on a downbeat inresponse to actuation of one of said octave of chord keys and to stop inresponse to release of said one of said octave of keys.7. The combination according to claim 5, wherein is provided means forautomatically calling forth a first rhythm in response to calling forth atriad chord and a second diverse rhythm upon calling for a seventh chord.8. An automatic chord device for an electronic organ having percussive andaccompaniment voices, comprising an array of keys, a set of rhythm selectswitches, means responsive to actuation of only one key of said array ofkeys for sounding a musical chord, means responsive to actuation of one ofsaid rhythm select switches for selecting a first rhythm pattern of apercussive voice and .[.another.]. .Iadd.at least two other diverse.Iaddend.rhythm patterns .Iadd.each .Iaddend..[.of an.]. .Iadd.fordifferent .Iaddend.accompaniment .[.voice.]. .Iadd.voices.Iaddend., andmeans for concurrently sounding said chord .[.in said another rhythm.]. insaid accompaniment .[.voice.]. .Iadd.voices in said at least two otherdiverse rhythm patterns .Iaddend.and .[.for sounding said chord in.]. saidpercussive voice in said first rhythm .Iadd.pattern. .Iaddend.9. The combination according to claim 8, wherein said percussive voices arebass drum, snare drum, brush, cymbal, clave and accent and wherein saidaccompaniment voices are piano, banjo, rhythm guitar, electric guitar andbass guitar.10. The combination according to claim 8, wherein said accompaniment voicesare string instrument voices.11. The combination according to claim 8, wherein is further included a setof seventh selector switches, and means responsive to selective actuationof said seventh selector switches for controlling which keys of said arrayof keys shall call forth a seventh chord and which shall call forth only atriad chord.12. The combination according to claim 11, wherein is provided meansresponsive to actuation of any one of said array of said keys which callsforth a seventh chord for modifying the rhythmic .[.pattern.]..Iadd.sequence .Iaddend.of said .Iadd.other diverse .Iaddend.rhythmpatterns.13. In an electronic organ system, an array of keys, means selectivelyresponsive to actuation of any one of said keys for calling forth amusical chord of tones of selectively major and minor character and in afirst rhythmic sequency, mechanically, operable means for converting saidmusical chord from a major chord to a minor chord and vice versa, andcontrol means operative to convert said musical chord from a chordcontaining no seventh component to a chord containing a seventh componentand for concurrently modifying said rhythmic sequence.14. An electronic organ, comprising a clock for producing recurrent pulses,means responsive to said pulses for generating recurrent trains ofspatially distributed pulses, a read only memory matrix having inputterminals and output terminals, means applying said spatially distributedpulses to said input terminals, a plurality of keys, means for deriving avariety of patterns of output pulses from said output terminals inresponse only to selective actuation of a single one of said keys, andmeans for rhythmically sounding a musical .[.chords.]. .Iadd.chord.Iaddend.in response to said patterns of output pulses such that plural.[.ones.]. .Iadd.voices .Iaddend.of said musical .[.chords.].  .Iadd.chord.Iaddend.sound in diverse rhythms concurrently.15. The combination according to claim 14, wherein is provided means foradding seventh chord components to said chords at will.16. The combination according to claim 15, wherein is provided means forvarying said rhythmic patterns of said chords in response to operation ofsaid last named means.17. The combination according to claim 14, wherein is included means forplaying in twelve diverse musical keys.18. The combination according to claim 14, wherein said chords are allplayed in major keys and wherein is provided player operated means forconverting major keys to minor keys.19. The combination accordingly to claim 14, wherein is provided a keyboardhaving a group of playing keys, means responsive to playing of any one keyof said group of playing keys for calling forth a major triad chordcorresponding with that one key, and touch bar means for converting saidmajor triad chord to a minor triad chord.20. The combination according to claim 19, wherein is included a set of keyselector switch actuators, means selectively responsive to said switcheswhen actuated for determining which of said group of playing keys shallprovide a seventh chord.21. The combination according to claim 20, wherein is provided an outputline for said chords, wherein said memory provides normally either a majortriad or a dominant seventh chord, and touch bar means for converting saidmajor triad to a minor triad and said dominant seventh to a minor seventh..Iadd.22. In an electronic organ, an array of playing keys, meansresponsive to actuation of selected ones of said array of playing keys forsounding chords, means for selecting rhythmic patterns, means for soundingsaid chords in a selected rhythmic pattern in a first sequence of rhythmaccompaniment voices in response to actuation of first predeterminedselected ones of said array of playing keys, and for sounding said chordsin said selected rhythmic pattern in a second sequence of rhythmaccompaniment voices in response to actuation of second predeterminedselected ones of said array of playing keys. .Iaddend..Iadd.23. Anelectronic organ, comprising a clock for producing recurrent pulses, meansresponsive to said pulses for generating recurrent trains of spatiallydistributed pulses, a memory matrix having input terminals and outputterminals, means applying said spatially distributed pulses to said inputterminals, a plurality of keys, means for deriving a variety of patternsof output pulses from said output terminals in response only to selectiveactuation of a single one of said keys, and means for rhythmicallysounding a musical chord in response to said patterns of output pulsessuch that plural voices of said musical chord sound in diverse rhythmsconcurrently. .Iaddend."
RE0291455,"Catalyst for sulfuric acid contact process",1975-08-14,1977-03-01,"Ludwig Dorn;Gerhard Heinze;Jurgen Wokulat;Wilhelm Moller;Franz Rubsam, deceased;by Ralph Wilhelm Rubsam, heir;by Marion Mathilde Emilie Rubsam, heir;by Bernd Friedrich Konrad Rubsam, heir","Bayer Aktiengesellschaft",B01J 1134;C01B 1778,2280650;2698251;2727868;2900349;3186794;3216953;3275406;3328124,"What is claimed is:1. A process for the production of bead-form, highly active, supportedcatalyst for oxidation of sulfur dioxide into sulfur trioxide comprising:1. suspending solids in an aqueous stable, silica sol, said solids being asilica filler having a specific surface area of about 40 to 80 m..sup.2/g. according to BET in amount of 20-60% by weight of clay based upon afinal weight of a resultant calcined granulate;2. mixing the resultant suspension with an aqueous suspension of hydratedmagnesium oxide to form a gellable mixture;3. forming a calcined granulate by dispersing the gellable mixture in aliquid immiscible with water to form gel spheres, separating the gelspheres from the liquid and calcining the spheres;4. treating the resultant calcined granulate from step (3) with acid toextract therefrom acid-soluble constituents;5. calcining the granulate following said acid treatment of (4) by heatingfor at least 10 minutes at above 400.degree. C; and6. activating the resultant calcined granulate by impregnating it with analkali metal vanadate solution.2. A process according to claim 1 wherein the silica so employed in step(1) has a BET specific surface of about 150 to 400 m..sup.2 /g.; theamount of magnesium oxide employed in step (2) is about 0.1 to 3% byweight, based upon the resultant calcined granulate; the calcination ofstep (3) is performed by heating the spheres for at least 10 minutes atabove about 500.degree. C. and calcination following the acid treatment isperformed by heating the acid extracted granulate at a temperature of 400to 500.degree. C.3. Process according to claim 1, wherein said clay is kaolin.4. Process according to claim 2, wherein said clay is kaolin.5. Process according to claim 1, wherein said alkali metal vanadatesolution is a potassium vanadate solution with a molar ratio of K.sub.2 Oto V.sub.2 O.sub.5 of 1.5:1 to 3.0:1 in a concentration such that thecatalyst contains from 4 to 8% by weight of V.sub.2 O.sub.5, based onimpregnated anhydrous granulate.6. A process according to claim 1 wherein the silica filler employed instep (1) contains about 5 to 10% by weight CaO.7. A .Iadd.bead-form .Iaddend.catalyst comprising a support and activatingagent, the support being at least 97% by weight of amorphous silica, basedon the calcined support, the activating agent being from 4 to 8% by weightof V.sub.2 O.sub.5 and 3.1 to 12.4% by weight of K.sub.2 O, based on theimpregnated anhydrous catalyst, a portion of pores with diameters of fromabout 100 to 1500.degree. A. of at least 80% of the total pore volumepresent.[...]. .Iadd., said catalyst having an abrasion resistance ofabout 0 to 3% by weight. .Iaddend..[.8. A catalyst composition accordingto claim 7 having an abrasion resistance from about 0 to 3% by weight..].. A .Iadd.bead-form .Iaddend.catalyst comprising a support and activatingagent, the support being at least 97% by weight of silica, based on thecalcined support, the activating agent being up to 8% by weight of V.sub.2O.sub.5 and 3.1 to 12.4% by weight of K.sub.2 O, based on the impregnatedanhydrous catalyst, a proportion of pores with diameters of from about 100to 1500 A. of at least 80% of the total pore volume present.[...]. .Iadd.,said catalyst having an abrasion resistance from about 0 to 3% by weight..Iaddend..[.10. A catalyst composition according to claim 9 havingabrasion resistance from about 0 to 3% by weight..]..Iadd. based on 11. Asilica gel bonded bead-form catalyst comprising a siliceous support havingat least 97% by weight silica and a finite amount up to 8% by weight ofV.sub.2 O.sub.5 and 3.1 to 12.4% by weight of K.sub.2 O, based on theweight of the catalyst, said catalyst having a proportion of pores withdiameters of about 100 to 1500 A. of at least 80% of the total pore volumepresent, said catalyst having an abrasion resistance of from about 0 to 3%by weight. .Iaddend. .Iadd.12. A catalyst according to claim 11 whereinthe V.sub.2 O.sub.5 is present in an amount from 4 to 8% by weight basedupon the weight of the catalyst. .Iaddend..Iadd.13. A catalyst accordingto claim 11 having a pore volume of 300 to 450 mm..sup.3 /g. .Iaddend..Iadd.14. A catalyst prepared by the process of claim 1..Iaddend..Iadd.15. A catalyst according to claim 14 wherein the silica solemployed in step (1) has a BET specific surface of about 150 to 400m.sup.2 /g; the amount of magnesium oxide employed in step (2) is about0.2 to 3% by weight, based upon the resultant calcined granulate; thecalcination of step (3) is performed by heating the spheres for at least10 minutes at above at about 500.degree. C and calcination following theacid treatment is performed by heating the acid extracted granulate at atemperature of 400 to 500.degree. C. .Iaddend. .Iadd.16. A catalystaccording to claim 14 which is in bead form. .Iaddend."
T09560017,"Electrographic apparatus and process for humidity stabilized development",1976-07-19,1977-03-01,"George P. Kasper;Robert J. O Brien","",G03G 1308,,""
T09560025,"Waterflooding method using sulfonates",1976-02-20,1977-03-01,"Roy C. Sias","Continental Oil Company",E21B 4322,,""
T09560033,"Interconnect logic for a serial processor",1976-06-14,1977-03-01,"Richard B. Simone","National Semiconductor Corporation",G06F  900,,""
T09560041,"Ethylene polymers",1976-03-08,1977-03-01,"Denis George Harold Ballard;Eric Jones;John Christopher Padget","Imperial Chemical Industries Limited",C08F 1014,,""
